price,boillinger_top,boillinger_bottom,klinger,rsi
0.017687,0.017801,0.017701,-6.0,28.99
0.017688,0.017802,0.017696,-5.0,29.62
0.017682,0.017803,0.017691,-4.0,28.01
0.017687,0.017805,0.017687,1.0,31.37
0.017698,0.017805,0.017685,5.0,38.21
0.017677,0.017807,0.017680,1.0,31.71
0.017635,0.017809,0.017671,-7.0,23.21
0.017633,0.017812,0.017662,-8.0,22.90
0.017650,0.017813,0.017656,7.0,31.41
0.017655,0.017813,0.017651,11.0,33.73
0.017658,0.017814,0.017647,7.0,35.14
0.017676,0.017812,0.017645,10.0,43.01
0.017677,0.017811,0.017642,13.0,43.42
0.017669,0.017809,0.017640,10.0,40.88
0.017663,0.017810,0.017637,6.0,39.04
0.017673,0.017810,0.017634,3.0,43.60
0.017704,0.017809,0.017633,8.0,54.88
0.017705,0.017807,0.017633,10.0,55.19
0.017722,0.017805,0.017633,12.0,60.22
0.017710,0.017803,0.017633,9.0,55.49
0.017718,0.017801,0.017634,10.0,57.86
0.017714,0.017799,0.017634,10.0,56.25
0.017719,0.017796,0.017634,12.0,57.83
0.017717,0.017794,0.017635,7.0,56.94
0.017726,0.017792,0.017635,11.0,59.93
0.017716,0.017789,0.017636,6.0,55.34
0.017724,0.017787,0.017637,7.0,58.10
0.017721,0.017784,0.017637,13.0,56.69
0.017720,0.017781,0.017639,3.0,56.19
0.017722,0.017778,0.017640,6.0,57.00
0.017733,0.017776,0.017641,-6.0,61.21
0.017727,0.017773,0.017642,3.0,57.88
0.017730,0.017769,0.017644,4.0,59.08
0.017717,0.017767,0.017644,-1.0,52.15
0.017726,0.017766,0.017645,4.0,56.00
0.017729,0.017765,0.017645,-2.0,57.23
0.017713,0.017763,0.017646,-4.0,49.29
0.017690,0.017761,0.017646,-9.0,40.57
0.017685,0.017758,0.017646,-16.0,38.95
0.017701,0.017756,0.017647,-9.0,46.31
0.017704,0.017755,0.017647,-3.0,47.59
0.017702,0.017754,0.017647,-7.0,46.79
0.017693,0.017752,0.017647,-8.0,43.27
0.017687,0.017751,0.017646,-7.0,41.06
0.017682,0.017751,0.017646,-3.0,39.25
0.017685,0.017750,0.017645,-4.0,40.93
0.017692,0.017749,0.017645,-1.0,44.76
0.017694,0.017749,0.017645,2.0,45.84
0.017701,0.017749,0.017645,4.0,49.56
0.017702,0.017749,0.017645,8.0,50.13
0.017696,0.017749,0.017645,4.0,46.73
0.017692,0.017749,0.017646,2.0,44.56
0.017691,0.017749,0.017646,0.0,44.01
0.017649,0.017750,0.017643,-10.0,28.25
0.017687,0.017750,0.017644,22.0,46.81
0.017692,0.017748,0.017648,21.0,48.69
0.017686,0.017745,0.017653,20.0,46.56
0.017707,0.017744,0.017656,21.0,54.12
0.017710,0.017743,0.017659,19.0,55.10
0.017738,0.017744,0.017662,20.0,63.02
0.017751,0.017747,0.017662,23.0,66.01
0.017746,0.017749,0.017662,24.0,63.87
0.017741,0.017750,0.017664,12.0,61.71
0.017734,0.017750,0.017667,0.0,58.72
0.017744,0.017752,0.017668,0.0,61.58
0.017715,0.017752,0.017668,-5.0,50.62
0.017701,0.017752,0.017668,-11.0,46.33
0.017683,0.017752,0.017667,-18.0,41.46
0.017690,0.017752,0.017666,-14.0,43.93
0.017661,0.017753,0.017663,-20.0,36.98
0.017654,0.017754,0.017659,-21.0,35.52
0.017660,0.017755,0.017656,-16.0,37.78
0.017653,0.017756,0.017652,-12.0,36.19
0.017658,0.017756,0.017650,-3.0,38.20
0.017690,0.017755,0.017649,2.0,49.23
0.017694,0.017754,0.017649,6.0,50.42
0.017714,0.017754,0.017649,6.0,55.99
0.017699,0.017753,0.017649,-1.0,51.33
0.017721,0.017753,0.017649,1.0,56.98
0.017737,0.017753,0.017649,12.0,60.56
0.017727,0.017753,0.017649,11.0,57.35
0.017713,0.017752,0.017649,3.0,53.10
0.017697,0.017752,0.017649,-4.0,48.66
0.017695,0.017751,0.017649,-10.0,48.12
0.017693,0.017749,0.017649,-14.0,47.55
0.017690,0.017749,0.017648,-15.0,46.66
0.017684,0.017749,0.017648,-16.0,44.84
0.017671,0.017749,0.017647,-17.0,41.12
0.017670,0.017749,0.017646,-18.0,40.83
0.017666,0.017749,0.017645,-18.0,39.67
0.017687,0.017749,0.017644,-11.0,48.07
0.017692,0.017749,0.017644,-8.0,49.86
0.017672,0.017749,0.017644,-7.0,42.98
0.017681,0.017749,0.017644,-8.0,46.56
0.017675,0.017749,0.017643,-9.0,44.55
0.017666,0.017749,0.017642,-10.0,41.66
0.017663,0.017749,0.017640,-12.0,40.71
0.017655,0.017749,0.017638,-21.0,38.20
0.017546,0.017761,0.017620,-42.0,20.09
0.017595,0.017764,0.017613,-70.0,35.01
0.017648,0.017764,0.017611,-44.0,46.62
0.017666,0.017764,0.017610,-26.0,49.89
0.017624,0.017765,0.017608,-18.0,42.79
0.017570,0.017770,0.017598,-15.0,35.75
0.017564,0.017774,0.017589,-17.0,35.05
0.017590,0.017775,0.017583,-5.0,40.43
0.017591,0.017776,0.017578,5.0,40.63
0.017605,0.017774,0.017574,21.0,43.54
0.017593,0.017770,0.017571,13.0,41.65
0.017574,0.017768,0.017566,3.0,38.79
0.017584,0.017766,0.017563,11.0,41.09
0.017565,0.017764,0.017557,9.0,38.16
0.017568,0.017761,0.017554,5.0,38.90
0.017576,0.017760,0.017550,13.0,40.93
0.017558,0.017760,0.017544,8.0,37.88
0.017563,0.017760,0.017539,2.0,39.24
0.017543,0.017761,0.017532,-1.0,35.87
0.017535,0.017763,0.017525,0.0,34.59
