0.021539,0.04099999999999682,-9.0,51.34
0.020733,-0.17099999999999937,-58.0,53.15
0.020723,-0.13500000000000156,-44.0,53.23
0.020717,-0.13100000000000023,-49.0,52.65
0.020733,-0.10499999999999687,-33.0,54.10
0.020710,-0.11899999999999977,-37.0,51.65
0.020701,-0.11899999999999977,-42.0,50.68
0.020746,-0.06499999999999773,-18.0,55.20
0.020720,-0.08299999999999841,-34.0,52.22
0.020683,-0.11200000000000188,-41.0,48.24
0.020690,-0.09699999999999775,-48.0,49.03
0.020663,-0.11700000000000088,-45.0,46.10
0.020561,-0.2049999999999983,-77.0,37.07
0.020615,-0.13799999999999812,-29.0,43.39
0.020600,-0.14099999999999824,-13.0,42.13
0.020572,-0.1509999999999998,-35.0,39.79
0.020515,-0.18100000000000094,-65.0,35.49
0.020489,-0.18299999999999983,-16.0,33.70
0.020523,-0.12700000000000244,-22.0,38.10
0.020517,-0.11299999999999955,-3.0,37.62
0.020484,-0.12900000000000134,-8.0,35.04
0.020400,-0.17499999999999716,-61.0,29.48
0.020481,-0.060000000000002274,-10.0,39.45
0.020467,-0.044000000000004036,-17.0,38.44
0.020483,-0.02400000000000091,4.0,40.32
0.020509,0.21399999999999864,24.0,43.35
0.020524,0.2190000000000012,42.0,45.09
0.020534,0.21199999999999974,76.0,46.27
0.020558,0.22100000000000009,87.0,49.10
0.020569,0.21099999999999852,99.0,50.38
0.020559,0.18100000000000094,70.0,49.17
0.020560,0.16499999999999915,75.0,49.30
0.020653,0.23100000000000165,72.0,59.77
0.020770,0.2989999999999995,101.0,68.56
0.020729,0.20599999999999952,131.0,63.34
0.020782,0.2140000000000022,118.0,66.85
0.020714,0.10699999999999932,72.0,59.03
0.020654,0.014000000000002899,34.0,53.12
0.020734,0.0799999999999983,46.0,59.01
0.020708,0.027000000000001023,46.0,56.53
0.020628,-0.21699999999999875,1.0,49.60
0.020663,-0.1769999999999996,18.0,52.35
0.020668,-0.16600000000000037,28.0,52.75
0.020638,-0.19099999999999895,8.0,50.06
0.020666,-0.1579999999999977,5.0,52.49
0.020703,-0.11599999999999966,8.0,55.58
0.020706,-0.10900000000000176,6.0,55.83
0.020705,-0.10499999999999687,6.0,55.72
0.020720,-0.08500000000000085,-13.0,57.12
0.020747,-0.053999999999998494,70.0,59.59
0.020783,-0.015000000000004121,129.0,62.68
0.020808,0.23000000000000043,128.0,64.70
0.020780,0.19699999999999918,42.0,60.74
0.020773,0.18599999999999994,-15.0,59.75
0.020845,0.24699999999999633,4.0,65.89
0.020764,0.14800000000000324,-64.0,55.62
0.020750,0.10099999999999909,-115.0,53.93
0.020687,0.02500000000000213,-183.0,47.03
0.020713,0.04199999999999804,-166.0,49.88
0.020707,0.022000000000002018,-125.0,49.22
0.020671,-0.22800000000000153,-111.0,45.35
0.020699,-0.19000000000000483,-101.0,48.73
0.020678,-0.20000000000000284,-72.0,46.41
0.020699,-0.1700000000000017,-47.0,49.02
0.020654,-0.20599999999999952,-122.0,44.07
0.020592,-0.2510000000000012,-108.0,38.32
0.020690,-0.13099999999999667,3.0,49.52
0.020729,-0.07199999999999918,70.0,53.17
0.020709,-0.07399999999999451,0.0,51.13
0.020719,-0.046999999999997044,20.0,52.12
0.020751,0.18099999999999739,38.0,55.24
0.020781,0.20000000000000284,60.0,58.00
0.020821,0.22299999999999542,88.0,61.42
0.020841,0.22099999999999653,94.0,63.04
0.020760,0.11900000000000333,44.0,53.28
0.020782,0.12199999999999989,26.0,55.31
0.020780,0.10300000000000153,41.0,55.07
0.020760,0.0660000000000025,23.0,52.68
0.020836,0.1280000000000001,43.0,59.83
0.020829,0.10699999999999932,54.0,58.94
0.020865,0.12600000000000122,53.0,62.05
0.020819,0.05799999999999628,20.0,56.20
0.020828,0.04899999999999949,3.0,57.05
0.020772,-0.1460000000000008,-8.0,50.47
0.020783,-0.12900000000000134,-15.0,51.65
0.020751,-0.15100000000000335,-19.0,48.06
0.020763,-0.12600000000000122,-21.0,49.48
0.020772,-0.10600000000000165,-12.0,50.57
0.020804,-0.06300000000000239,2.0,54.34
0.020782,-0.07600000000000051,-8.0,51.43
0.020772,-0.07700000000000173,-20.0,50.12
0.020783,-0.05799999999999983,-21.0,51.58
0.020779,-0.054000000000002046,-22.0,51.00
0.020767,-0.05900000000000105,-23.0,49.19
0.020775,-0.045000000000001705,-32.0,50.45
0.020782,-0.03200000000000003,-20.0,51.58
0.020828,0.08199999999999719,-1.0,58.31
0.020875,0.12400000000000233,18.0,63.84
0.020854,0.08800000000000452,10.0,59.74
0.020855,0.0799999999999983,20.0,59.87
0.020873,0.08899999999999864,27.0,62.27
0.020881,0.08699999999999974,31.0,63.33
0.020889,0.08200000000000429,42.0,64.39
0.020953,0.11200000000000188,143.0,71.54
0.021015,0.1390000000000029,127.0,76.47
0.021012,0.10200000000000031,118.0,75.78
0.021008,0.07099999999999795,67.0,74.82
0.020961,-0.10099999999999909,10.0,64.48
0.020988,-0.0710000000000015,21.0,67.28
0.020968,-0.08899999999999864,-5.0,63.30
0.021017,-0.036999999999999034,2.0,68.25
0.021040,-0.012000000000000455,3.0,70.28
0.021174,0.24099999999999966,73.0,78.78
0.021221,0.26500000000000057,116.0,80.85
0.021142,0.16499999999999915,59.0,68.72
0.021183,0.18500000000000227,57.0,71.14
0.021114,0.09600000000000364,4.0,62.39
0.021116,0.0779999999999994,-48.0,62.54
0.021165,0.10900000000000176,-33.0,65.97
0.021124,0.05000000000000071,-55.0,60.94
0.021082,-0.41799999999999926,-88.0,56.21
0.021106,-0.38500000000000156,-53.0,58.20
0.021088,-0.3940000000000019,-68.0,56.14
0.021053,-0.4100000000000037,-87.0,52.25
0.021042,-0.39299999999999713,-104.0,51.05
0.021038,-0.35999999999999943,-126.0,50.60
0.021029,-0.33399999999999963,-91.0,49.53
0.020994,-0.33800000000000097,-89.0,45.52
0.020934,-0.3549999999999969,-109.0,39.59
0.020993,-0.2569999999999979,-72.0,46.91
0.020971,-0.24399999999999977,-32.0,44.73
0.020993,-0.18999999999999773,-12.0,47.36
0.020977,-0.17800000000000082,5.0,45.66
0.020949,-0.18100000000000094,-9.0,42.76
0.020912,-0.1880000000000024,-29.0,39.22
0.020926,-0.14799999999999613,-10.0,41.21
0.020917,-0.1280000000000001,-19.0,40.30
0.020933,-0.08800000000000097,-3.0,42.72
0.020945,-0.05500000000000327,10.0,44.54
0.020936,-0.04499999999999815,-5.0,43.43
0.021011,0.14099999999999824,13.0,53.79
0.021044,0.16600000000000037,35.0,57.48
0.021007,0.12100000000000222,21.0,52.43
0.020999,0.10600000000000165,11.0,51.37
0.021057,0.15700000000000003,24.0,57.96
0.021100,0.18700000000000117,44.0,62.07
0.021052,0.1269999999999989,20.0,55.55
0.021058,0.12199999999999989,10.0,56.17
0.021039,0.09299999999999997,-4.0,53.62
0.021032,0.07600000000000051,-8.0,52.67
0.020987,0.021000000000000796,-15.0,46.92
0.020983,-0.1280000000000001,-22.0,46.44
0.020932,-0.17100000000000293,-32.0,40.67
0.020956,-0.14000000000000057,-11.0,44.18
0.020928,-0.16100000000000136,-17.0,41.12
0.020927,-0.15200000000000102,-32.0,41.01
0.020914,-0.15100000000000335,-44.0,39.54
0.020919,-0.11299999999999955,-16.0,40.49
0.020888,-0.12199999999999989,-33.0,36.64
0.020697,-0.2630000000000017,-73.0,22.46
0.020808,-0.09100000000000108,-7.0,37.58
0.020848,-0.0010000000000012221,22.0,41.97
0.020829,0.2079999999999984,47.0,40.51
0.020776,0.15000000000000213,18.0,36.68
0.020817,0.18499999999999872,66.0,41.30
0.020863,0.21999999999999886,97.0,46.06
0.020907,0.2430000000000021,109.0,50.22
0.020916,0.23199999999999932,79.0,51.05
0.020905,0.20200000000000173,47.0,49.95
0.020897,0.1769999999999996,19.0,49.12
0.020875,0.13800000000000168,8.0,46.83
0.020903,0.15000000000000213,15.0,50.03
0.020902,0.13500000000000156,21.0,49.91
0.020886,0.10499999999999687,11.0,48.00
0.020868,0.07400000000000162,-1.0,45.87
0.020903,0.09700000000000131,15.0,50.47
0.020935,0.11799999999999855,27.0,54.29
0.020963,0.134999999999998,32.0,57.39
0.020946,0.1039999999999992,34.0,54.96
0.020973,0.11899999999999622,36.0,58.00
0.020975,0.10999999999999943,32.0,58.23
0.020980,0.1039999999999992,7.0,58.82
0.020930,0.04400000000000048,-14.0,51.00
0.020944,0.04899999999999949,-18.0,52.89
0.020992,0.08899999999999864,-4.0,58.76
0.021016,0.10099999999999909,12.0,61.36
0.021051,0.1180000000000021,27.0,64.83
0.020975,0.038000000000000256,-21.0,53.57
0.021022,0.06199999999999761,-3.0,58.38
0.021019,0.039999999999995595,8.0,57.97
0.021027,0.04400000000000048,-15.0,58.81
0.021074,0.07499999999999929,2.0,63.42
0.021076,0.05900000000000105,31.0,63.60
0.021050,0.028999999999999915,6.0,59.36
0.021049,0.013000000000001677,26.0,59.20
0.021050,-0.06199999999999761,-10.0,59.32
