price,ema,volume,volume_ema,klinger,rsi,signal
0.017730,0.017741,697,278,-19.0,47.28,0
0.017719,0.017739,370,290,-14.0,44.28,1
0.017703,0.017735,199,248,-14.0,40.16,1
0.017721,0.017734,84,236,-10.0,46.23,1
0.017714,0.017732,181,235,-10.0,44.34,1
0.017707,0.017730,224,229,-11.0,42.48,1
0.017716,0.017728,380,240,-16.0,45.64,2
0.017730,0.017729,131,241,-8.0,50.23,2
0.017736,0.017730,401,251,-7.0,52.05,1
0.017750,0.017734,256,247,5.0,55.99,1
0.017779,0.017738,440,256,13.0,63.55,1
0.017765,0.017741,154,259,9.0,58.34,1
0.017767,0.017743,214,266,4.0,58.86,1
0.017762,0.017745,184,268,8.0,56.95,1
0.017756,0.017746,117,270,5.0,54.66,1
0.017770,0.017748,216,256,9.0,58.82,1
0.017760,0.017751,161,227,7.0,54.86,1
0.017750,0.017751,281,225,1.0,50.96,0
0.017741,0.017750,185,216,-2.0,47.68,0
0.017744,0.017749,445,228,7.0,48.86,1
0.017740,0.017748,229,235,2.0,47.33,1
0.017731,0.017747,462,249,-6.0,43.98,1
0.017742,0.017746,143,245,-1.0,48.75,1
0.017746,0.017746,169,244,6.0,50.66,1
0.017737,0.017745,286,238,10.0,46.47,1
0.017733,0.017744,194,241,6.0,44.69,1
0.017742,0.017743,347,246,11.0,49.37,1
0.017728,0.017742,257,237,4.0,43.25,1
0.017747,0.017742,191,239,7.0,51.96,1
0.017732,0.017741,468,252,-3.0,45.96,0
0.017690,0.017737,1339.0,309,-26.0,34.09,0
0.017673,0.017731,519,329,-29.0,30.64,0
0.017684,0.017722,450,361,-15.0,35.36,1
0.017686,0.017718,239,365,-14.0,36.24,1
0.017665,0.017713,261,364,-14.0,31.39,1
0.017671,0.017709,343,372,-14.0,34.11,1
0.017679,0.017701,286,357,6.0,37.97,1
0.017665,0.017697,328,366,1.0,34.00,1
0.017686,0.017696,280,363,10.0,43.54,1
0.017678,0.017694,278,367,15.0,41.10,1
0.017672,0.017691,190,378,4.0,39.19,1
0.017664,0.017688,333,385,0.0,36.74,1
0.017650,0.017685,371,386,-4.0,32.87,1
0.017661,0.017682,230,385,4.0,38.37,1
0.017672,0.017681,202,385,10.0,43.36,1
0.017690,0.017682,134,368,13.0,50.44,1
0.017713,0.017685,232,313,17.0,57.71,1
0.017710,0.017688,274,301,21.0,56.55,1
0.017709,0.017690,195,282,14.0,56.14,1
0.017729,0.017693,226,271,17.0,62.03,1
0.017727,0.017697,273,273,20.0,61.14,1
0.017720,0.017699,437,282,26.0,58.03,1
0.017712,0.017700,217,275,17.0,54.60,1
0.017690,0.017699,224,272,10.0,46.48,1
0.017667,0.017696,232,271,4.0,39.81,1
0.017677,0.017694,270,270,9.0,43.60,1
0.017673,0.017692,151,261,4.0,42.45,1
0.017671,0.017690,161,255,1.0,41.85,1
0.017679,0.017689,122,247,4.0,45.16,1
0.017696,0.017690,160,232,6.0,51.48,1
0.017690,0.017690,412,243,13.0,49.32,1
0.017676,0.017688,255,239,5.0,44.62,1
0.017689,0.017689,368,239,11.0,49.44,1
0.017669,0.017687,447,250,0.0,43.21,1
0.017678,0.017686,228,251,-4.0,46.48,1
0.017676,0.017685,215,255,0.0,45.85,1
0.017695,0.017686,170,252,3.0,52.46,1
0.017680,0.017685,447,265,-11.0,46.89,1
0.017678,0.017685,447,265,-11.0,46.89,1
0.017666,0.017681,668,286,-22.0,43.83,1
0.017665,0.017679,227,276,-22.0,43.53,1
0.017645,0.017676,239,277,-20.0,37.80,1
0.017627,0.017671,277,279,-20.0,33.53,1
0.017599,0.017664,856,310,-30.0,28.19,1
0.017616,0.017660,623,328,-33.0,34.96,1
0.017617,0.017656,322,337,-18.0,35.35,1
0.017562,0.017647,1430.0,400,-37.0,26.15,1
0.017579,0.017635,346,432,-14.0,32.64,1
0.017608,0.017632,1018.0,462,11.0,41.52,2
0.017593,0.017629,293,464,7.0,38.68,1
0.017570,0.017623,548,473,-1.0,34.75,1
0.017595,0.017620,368,469,9.0,41.68,1
0.017555,0.017614,317,474,5.0,35.23,1
0.017580,0.017611,1029.0,514,-12.0,41.34,2
0.017593,0.017609,413,527,3.0,44.28,1
0.017611,0.017609,784,551,20.0,48.16,2
0.017602,0.017609,232,541,15.0,46.42,1
0.017615,0.017609,317,544,20.0,49.27,1
0.017623,0.017611,301,526,24.0,51.00,1
0.017614,0.017611,171,523,25.0,48.98,1
0.017622,0.017612,211,521,18.0,50.84,1
0.017621,0.017613,327,524,22.0,50.59,1
0.017624,0.017615,280,475,24.0,51.38,1
0.017629,0.017616,246,471,25.0,52.80,1
0.017657,0.017620,321,416,26.0,59.87,1
0.017655,0.017623,211,398,25.0,59.18,1
0.017659,0.017627,121,386,21.0,60.16,1
0.017646,0.017629,67,339,15.0,55.51,1
0.017637,0.017629,191,334,8.0,52.49,1
0.017628,0.017629,162,314,2.0,49.58,1
0.017639,0.017630,126,302,3.0,53.01,1
0.017640,0.017631,142,294,4.0,53.32,1
0.017620,0.017630,499,267,-8.0,46.67,1
0.017590,0.017626,161,254,-10.0,38.85,1
0.017598,0.017624,562,243,2.0,41.65,1
0.017637,0.017625,227,243,5.0,52.99,1
0.017638,0.017626,344,244,8.0,53.24,1
0.017635,0.017628,172,252,0.0,52.33,1
0.017679,0.017632,330,258,5.0,62.80,1
0.017652,0.017634,263,255,-2.0,54.84,1
0.017642,0.017635,191,253,-7.0,52.20,1
0.017651,0.017637,176,248,-4.0,54.33,1
0.017642,0.017637,217,247,-8.0,51.84,1
0.017650,0.017638,266,244,-12.0,53.86,1
0.017624,0.017637,212,244,-15.0,46.96,1
0.017627,0.017636,133,245,-15.0,47.79,1
0.017580,0.017631,398,261,-20.0,37.79,1
0.017574,0.017625,341,269,-22.0,36.74,1
0.017560,0.017619,379,280,-24.0,34.33,1
0.017603,0.017618,427,295,-11.0,46.04,1
0.017584,0.017614,207,298,-12.0,42.44,1
0.017606,0.017614,257,286,-4.0,47.56,1
0.017598,0.017612,210,288,1.0,45.96,1
0.017614,0.017612,204,270,5.0,49.61,1
0.017635,0.017614,222,270,9.0,54.00,1
0.017610,0.017617,369,267,4.0,48.19,1
0.017612,0.017615,513,278,-11.0,48.89,1
0.017601,0.017614,239,277,-3.0,46.60,1
0.017626,0.017615,220,279,2.0,52.08,1
0.017634,0.017617,141,277,4.0,53.72,1
0.017623,0.017617,127,272,1.0,51.13,1
0.017613,0.017617,128,266,-1.0,48.83,1
0.017592,0.017615,324,271,-7.0,44.32,1
0.017597,0.017613,418,285,-13.0,45.61,1
0.017599,0.017612,176,274,-6.0,46.14,1
0.017590,0.017609,275,271,-9.0,44.04,1
0.017599,0.017608,212,263,-3.0,46.66,1
0.017569,0.017605,700,276,-14.0,39.94,1
0.017577,0.017602,271,280,-15.0,42.33,1
0.017565,0.017599,181,276,-14.0,39.77,1
0.017612,0.017600,631,297,2.0,51.98,2
0.017610,0.017601,145,294,6.0,51.50,1
0.017797,0.017619,3517.0,458,70.0,74.83,1
0.017785,0.017635,4324.0,657,135.0,72.42,1
0.017804,0.017665,1028.0,744,78.0,73.92,1
0.017752,0.017682,636,776,16.0,63.24,1
0.017762,0.017690,693,799,21.0,64.36,1
0.017779,0.017698,392,812,18.0,66.24,1
0.017777,0.017706,556,833,18.0,65.80,1
0.017785,0.017713,438,849,15.0,66.76,1
0.017767,0.017718,431,854,-2.0,62.54,1
0.017745,0.017721,311,849,-15.0,57.73,1
0.017742,0.017723,268,854,-23.0,57.09,1
0.017731,0.017724,898,885,-41.0,54.68,1
0.017717,0.017722,490,880,-49.0,51.69,1
0.017720,0.017722,231,878,-39.0,52.34,1
0.017697,0.017720,480,875,-43.0,46.80,1
0.017707,0.017718,211,878,-33.0,49.31,1
0.017684,0.017715,148,710,-32.0,44.15,1
0.017745,0.017718,302,508,-21.0,57.00,1
0.017722,0.017718,652,476,-7.0,52.13,1
0.017815,0.017728,625,456,4.0,65.11,1
0.017809,0.017742,292,436,3.0,62.66,1
0.017803,0.017742,292,436,3.0,62.66,1
0.017807,0.017748,228,412,4.0,63.17,1
0.017809,0.017754,1411.0,463,27.0,63.45,1
0.017794,0.017762,283,450,0.0,59.77,1
0.017799,0.017765,203,438,0.0,60.63,1
0.017787,0.017767,347,440,-9.0,57.47,1
0.017771,0.017768,175,435,-13.0,53.47,1
0.017780,0.017769,306,406,-19.0,55.35,1
0.017767,0.017769,162,398,-21.0,52.07,1
0.017787,0.017770,224,384,-14.0,56.35,1
0.017785,0.017772,332,389,-7.0,55.82,1
0.017790,0.017773,511,402,2.0,56.92,1
0.017799,0.017776,214,388,3.0,58.91,1
0.017798,0.017778,349,395,7.0,58.59,1
0.017809,0.017783,194,426,16.0,61.24,1
0.017800,0.017785,210,404,6.0,57.89,1
0.017814,0.017787,433,394,9.0,61.43,1
0.017817,0.017790,233,371,9.0,62.16,1
0.017819,0.017793,98,361,5.0,62.67,1
0.017809,0.017795,422,371,-7.0,58.43,1
0.017814,0.017796,124,306,-7.0,59.89,1
0.017810,0.017798,110,290,-10.0,58.13,1
0.017813,0.017799,127,282,-9.0,59.10,1
0.017809,0.017800,130,279,-12.0,57.20,1
0.017797,0.017800,271,275,-17.0,51.81,1
0.017810,0.017801,155,274,-14.0,56.58,1
0.017802,0.017801,302,274,-7.0,53.10,1
0.017808,0.017802,254,278,-3.0,55.32,1
0.017860,0.017807,3270.0,431,55.0,69.02,1
0.017808,0.017807,14392.0,1134,-225.0,51.89,0
0.017817,0.017808,322,1124,-181.0,54.01,1
0.017823,0.017810,312,1129,-132.0,55.43,1
0.017825,0.017811,222,1123,-94.0,55.92,1
0.017847,0.017814,247,1091,-62.0,60.97,1
0.017853,0.017818,767,1120,-26.0,62.24,1
0.017867,0.017826,526,1139,16.0,65.30,1
0.017879,0.017834,527,1174,22.0,62.63,1
0.017850,0.017836,455,1176,17.0,56.96,1
0.017834,0.017836,509,1195,12.0,51.90,1
0.017831,0.017835,317,1206,11.0,50.99,1
0.017834,0.017835,196,1209,20.0,51.90,1
0.017813,0.017833,193,1212,20.0,45.51,1
0.017815,0.017831,181,1208,20.0,46.19,1
0.017813,0.017829,364,1218,16.0,45.58,1
0.017828,0.017829,246,1214,30.0,50.96,1
0.017856,0.017831,359,1068,37.0,59.43,1
0.017878,0.017836,200,359,39.0,64.60,1
0.017891,0.017841,2265.0,456,78.0,67.26,1
0.017881,0.017845,259,453,60.0,63.32,1
0.017880,0.017848,262,455,47.0,62.93,1
0.017863,0.017850,253,456,35.0,56.45,1
0.017858,0.017852,229,413,19.0,54.54,1
0.017852,0.017852,687,421,4.0,52.25,1
0.017859,0.017852,705,431,-7.0,54.64,1
0.017856,0.017853,94,409,-2.0,53.41,1
0.017838,0.017851,353,404,-5.0,46.60,1
0.017823,0.017849,232,390,-6.0,41.82,1
0.017862,0.017850,855,417,14.0,54.81,1
0.017865,0.017851,660,440,25.0,55.63,1
0.017852,0.017851,117,436,19.0,51.28,1
0.017829,0.017849,219,425,9.0,44.24,1
0.017822,0.017847,315,430,3.0,42.32,1
0.017837,0.017846,209,428,8.0,47.56,1
0.017823,0.017843,287,425,1.0,43.58,1
0.017809,0.017838,108,311,0.0,39.72,1
0.017816,0.017836,175,307,-2.0,42.47,1
0.017814,0.017834,151,302,2.0,41.88,1
0.017847,0.017834,186,294,8.0,54.00,2
0.017838,0.017834,142,289,9.0,50.88,1
0.017822,0.017833,252,242,0.0,45.46,1
0.017837,0.017834,193,247,4.0,50.76,2
0.017845,0.017835,214,240,8.0,53.36,1
0.017842,0.017835,129,235,9.0,52.24,1
0.017849,0.017837,158,200,10.0,54.63,1
0.017846,0.017838,102,172,6.0,53.40,1
0.017850,0.017839,235,178,10.0,54.86,1
0.017859,0.017841,280,186,13.0,58.04,1
0.017871,0.017844,334,192,15.0,61.90,1
0.017874,0.017846,202,187,15.0,62.82,1
0.017888,0.017850,254,189,16.0,66.84,1
0.017895,0.017855,458,197,20.0,68.67,1
0.017919,0.017861,240,205,18.0,73.96,1
0.017926,0.017867,519,225,22.0,75.28,1
0.017879,0.017868,353,234,9.0,55.17,0
0.017840,0.017866,560,281,-23.0,43.52,1
0.017804,0.017860,9555.0,752,-196.0,35.76,1
0.017827,0.017857,984,792,-134.0,42.78,1
0.017822,0.017847,1385.0,875,-38.0,42.56,1
0.017820,0.017845,474,892,-15.0,42.09,1
0.017822,0.017843,238,896,0.0,42.78,1
0.017814,0.017840,2520.0,1017,-39.0,40.69,1
0.017809,0.017837,650,1038,-34.0,39.40,1
0.017810,0.017834,541,1051,-9.0,39.81,1
0.017819,0.017833,510,1060,11.0,43.53,1
0.017839,0.017833,678,1083,30.0,50.81,1
0.017838,0.017836,918,1259,10.0,49.98,1
0.017845,0.017837,178,1242,13.0,52.39,1
0.017824,0.017836,681,1258,6.0,45.33,1
0.017823,0.017834,749,1287,-1.0,45.01,1
0.017815,0.017833,344,1272,1.0,42.50,1
0.017813,0.017831,256,1257,4.0,41.87,1
0.017805,0.017828,359,797,5.0,39.36,1
0.017777,0.017823,228,759,9.0,32.10,1
0.017772,0.017819,280,752,10.0,31.00,1
0.017771,0.017810,251,688,21.0,31.02,1
0.017786,0.017805,276,677,36.0,39.12,1
0.017807,0.017805,248,564,39.0,48.40,1
0.017809,0.017805,237,543,42.0,49.19,1
0.017824,0.017807,165,505,41.0,55.19,1
0.017801,0.017807,130,478,35.0,46.19,1
0.017799,0.017806,254,471,28.0,45.49,1
0.017800,0.017805,180,323,22.0,45.93,1
0.017797,0.017804,212,284,15.0,44.71,1
0.017809,0.017805,114,255,17.0,50.51,1
0.017801,0.017804,384,236,13.0,47.06,1
0.017799,0.017803,197,233,10.0,46.14,1
0.017781,0.017801,247,228,6.0,38.79,1
0.017780,0.017799,265,230,1.0,38.42,1
0.017792,0.017799,277,229,9.0,45.12,1
0.017770,0.017796,159,219,6.0,37.14,1
0.017778,0.017794,144,214,4.0,41.21,1
0.017785,0.017793,409,223,13.0,44.59,1
0.017783,0.017792,506,235,3.0,43.82,1
0.017773,0.017790,152,230,0.0,40.07,1
0.017781,0.017790,178,227,6.0,44.18,1
0.017784,0.017789,638,252,18.0,45.69,1
0.017783,0.017788,286,258,20.0,45.25,1
0.017803,0.017790,170,260,20.0,54.63,1
0.017823,0.017793,524,274,26.0,61.69,1
0.017814,0.017795,213,275,24.0,57.36,1
0.017813,0.017797,209,281,14.0,56.89,1
0.017797,0.017797,266,283,5.0,49.75,1
0.017796,0.017797,166,286,0.0,49.33,1
0.017782,0.017795,245,282,-5.0,43.80,1
0.017812,0.017797,330,559,70.0,55.61,1
0.017796,0.017800,287,564,25.0,48.50,1
0.017801,0.017800,410,576,21.0,50.62,1
0.017772,0.017797,626,600,-2.0,40.25,1
0.017755,0.017793,220,591,-12.0,35.64,1
0.017760,0.017790,396,585,-23.0,37.90,1
0.017745,0.017786,141,585,-27.0,34.05,1
0.017758,0.017783,307,591,-21.0,39.76,1
0.017776,0.017782,328,576,-16.0,46.65,1
0.017767,0.017781,206,572,-15.0,43.94,1
0.017770,0.017780,222,574,-14.0,45.09,1
0.017765,0.017778,128,555,-18.0,43.49,1
0.017769,0.017778,111,549,-18.0,45.16,1
0.017776,0.017777,148,546,-17.0,48.05,1
0.017784,0.017778,170,542,-15.0,51.22,1
0.017763,0.017777,520,559,-27.0,43.69,0
0.017759,0.017775,255,560,-30.0,42.41,1
0.017742,0.017772,293,285,-33.0,37.40,0
0.017733,0.017768,573,297,-40.0,35.04,0
0.017734,0.017765,341,302,-29.0,35.53,1
0.017721,0.017761,229,295,-30.0,32.16,1
0.017716,0.017756,242,293,-31.0,30.94,1
0.017698,0.017751,332,289,-32.0,26.98,1
0.017686,0.017745,247,270,-32.0,24.71,1
0.017690,0.017739,245,272,-31.0,26.92,1
0.017694,0.017735,337,269,-19.0,29.16,1
0.017683,0.017727,189,271,-14.0,32.75,1
0.017687,0.017723,207,264,-14.0,31.01,1
0.017671,0.017718,235,266,-16.0,27.41,1
0.017693,0.017716,686,289,0.0,38.05,1
0.017688,0.017713,350,300,7.0,36.73,1
0.017685,0.017710,238,307,1.0,35.93,1
0.017669,0.017706,310,315,-4.0,31.92,1
0.017665,0.017702,238,318,-8.0,30.98,1
0.017682,0.017699,155,299,2.0,39.49,1
0.017675,0.017697,292,299,-3.0,37.47,1
0.017667,0.017694,706,305,-16.0,35.25,1
0.017671,0.017692,460,311,-3.0,37.25,1
0.017672,0.017690,204,310,2.0,37.77,1
0.017625,0.017684,631,330,-9.0,26.64,1
0.017632,0.017679,1253.0,376,-30.0,29.95,1
0.017619,0.017673,357,381,-28.0,27.47,1
0.017646,0.017670,966,417,-3.0,38.80,1
0.017645,0.017668,186,410,3.0,38.56,1
0.017658,0.017667,367,413,11.0,43.47,1
0.017655,0.017666,555,432,20.0,42.62,1
0.017656,0.017665,555,449,7.0,43.02,1
0.017668,0.017665,378,456,14.0,47.70,1
0.017649,0.017664,156,430,8.0,41.84,1
0.017645,0.017660,332,449,5.0,41.44,1
0.017617,0.017655,783,476,-13.0,33.92,1
0.017605,0.017650,601,498,-21.0,31.28,1
0.017633,0.017648,393,504,-7.0,42.54,1
0.017621,0.017644,272,469,-4.0,39.33,1
0.017620,0.017642,581,488,-12.0,39.07,1
0.017615,0.017639,225,468,-12.0,37.71,1
0.017597,0.017635,955,453,-25.0,33.22,1
0.017610,0.017632,1240.0,583,-26.0,40.08,1
0.017588,0.017628,1102.0,629,-37.0,35.01,1
0.017587,0.017620,385,621,-15.0,34.78,1
0.017588,0.017617,351,611,0.0,35.24,1
0.017591,0.017615,244,604,9.0,36.69,1
0.017612,0.017614,165,605,16.0,45.83,2
0.017629,0.017616,305,603,22.0,51.88,2
0.017653,0.017619,290,586,27.0,58.87,1
0.017666,0.017624,334,586,32.0,62.08,1
0.017670,0.017628,207,586,33.0,63.04,1
0.017677,0.017633,333,563,35.0,64.72,1
0.017653,0.017635,1033.0,585,11.0,55.43,1
0.017616,0.017633,372,584,5.0,44.76,0
0.017605,0.017630,253,586,2.0,42.16,1
0.017604,0.017628,434,594,13.0,41.93,1
0.017627,0.017628,351,582,19.0,49.05,1
0.017600,0.017625,759,609,3.0,42.46,0
0.017604,0.017623,262,574,0.0,43.67,1
0.017619,0.017623,222,451,6.0,48.07,1
0.017597,0.017620,332,406,1.0,42.79,0
0.017601,0.017618,186,360,0.0,44.00,1
0.017585,0.017615,196,351,-1.0,40.34,1
0.017578,0.017609,179,335,3.0,38.75,1
0.017583,0.017606,247,335,9.0,40.60,1
0.017574,0.017603,127,333,7.0,38.36,1
0.017575,0.017601,250,331,4.0,38.76,1
0.017562,0.017595,616,384,10.0,36.07,1
0.017546,0.017590,424,395,2.0,32.43,1
0.017517,0.017583,695,413,-11.0,27.10,1
0.017509,0.017576,374,380,-13.0,25.84,1
0.017531,0.017572,553,389,2.0,34.83,1
0.017517,0.017567,329,393,-2.0,32.16,1
0.017528,0.017563,1190.0,431,22.0,36.29,1
0.017529,0.017560,610,443,30.0,36.67,1
0.017521,0.017556,1395.0,475,-1.0,34.89,1
0.017510,0.017552,319,478,-5.0,32.54,1
0.017504,0.017547,634,499,-15.0,31.31,1
0.017470,0.017540,1396.0,552,-36.0,25.42,1
0.017471,0.017533,555,570,-36.0,25.86,1
0.017473,0.017528,364,579,-19.0,26.80,1
0.017474,0.017522,346,584,-5.0,27.29,1
0.017469,0.017517,397,595,-8.0,26.33,1
0.017473,0.017513,217,593,1.0,28.49,1
0.017481,0.017510,184,596,7.0,32.73,1
0.017479,0.017507,242,596,13.0,32.22,1
0.017477,0.017504,314,558,19.0,31.68,1
0.017542,0.017504,819,582,21.0,57.01,2
0.017533,0.017507,776,586,33.0,54.39,1
0.017510,0.017507,413,588,20.0,48.29,1
0.017507,0.017507,175,569,14.0,47.54,1
0.017519,0.017508,281,567,18.0,50.83,2
0.017529,0.017510,443,530,23.0,53.45,2
0.017517,0.017511,245,512,14.0,50.01,1
0.017519,0.017512,481,466,2.0,50.58,1
0.017538,0.017514,425,471,11.0,55.75,1
0.017543,0.017517,224,451,13.0,57.02,1
0.017530,0.017518,121,387,7.0,52.77,1
0.017573,0.017524,194,357,6.0,62.95,2
0.017541,0.017526,559,367,-6.0,53.66,1
0.017543,0.017529,115,350,-4.0,53.77,1
0.017532,0.017530,131,347,-5.0,50.77,1
0.017536,0.017530,429,356,-12.0,51.82,1
0.017523,0.017531,220,346,-3.0,47.97,1
0.017524,0.017530,93,310,-4.0,48.26,1
0.017530,0.017530,216,282,0.0,50.03,1
0.017497,0.017527,279,275,-5.0,41.60,1
0.017498,0.017524,643,299,-15.0,41.92,1
0.017501,0.017521,129,279,-9.0,43.33,1
0.017518,0.017520,154,274,-3.0,48.73,1
0.017534,0.017522,256,263,2.0,53.24,2
0.017575,0.017527,501,267,12.0,62.38,2
0.017582,0.017532,288,270,15.0,63.68,1
0.017583,0.017537,317,280,17.0,63.87,1
0.017580,0.017541,154,281,16.0,62.80,1
0.017592,0.017546,322,288,18.0,65.32,1
0.017595,0.017551,152,267,16.0,65.94,1
0.017545,0.017554,588,289,-2.0,48.99,0
0.017552,0.017553,264,287,-3.0,51.03,1
0.017542,0.017552,220,268,-7.0,48.07,1
0.017554,0.017552,325,273,0.0,51.69,1
0.017538,0.017551,121,274,-5.0,46.98,1
0.017534,0.017549,405,284,-12.0,45.86,0
0.017543,0.017549,131,276,-8.0,48.83,1
0.017551,0.017549,266,257,-3.0,51.38,1
0.017535,0.017547,454,270,-11.0,46.40,0
0.017527,0.017546,299,279,-15.0,44.09,1
0.017502,0.017539,406,299,-23.0,37.55,1
0.017519,0.017537,272,288,-14.0,43.85,1
0.017508,0.017534,196,283,-14.0,40.97,1
0.017517,0.017533,205,277,-6.0,44.20,1
0.017540,0.017533,235,282,0.0,51.50,1
0.017527,0.017533,331,282,-6.0,47.70,1
0.017516,0.017531,349,292,-10.0,44.70,1
0.017517,0.017530,782,325,-22.0,45.04,2
0.017538,0.017531,176,304,-13.0,51.73,2
