price,boillinger_top,boillinger_bottom,klinger,rsi
0.017815,0.017870,0.017755,20.0,46.19
0.017813,0.017865,0.017764,16.0,45.58
0.017823,0.017865,0.017764,24.0,49.20
0.017828,0.017866,0.017764,30.0,50.96
0.017856,0.017868,0.017764,37.0,59.43
0.017878,0.017873,0.017762,39.0,64.60
0.017891,0.017878,0.017760,78.0,67.26
0.017881,0.017882,0.017759,61.0,63.32
0.017880,0.017886,0.017759,47.0,62.93
0.017863,0.017888,0.017759,35.0,56.45
0.017858,0.017890,0.017764,18.0,54.54
0.017852,0.017890,0.017767,4.0,52.25
0.017859,0.017890,0.017771,-8.0,54.64
0.017856,0.017890,0.017773,-2.0,53.41
0.017838,0.017890,0.017776,-6.0,46.60
0.017823,0.017889,0.017778,-6.0,41.82
0.017862,0.017890,0.017779,14.0,54.81
0.017865,0.017891,0.017781,25.0,55.63
0.017852,0.017891,0.017783,20.0,51.28
0.017850,0.017891,0.017784,15.0,50.63
0.017829,0.017891,0.017786,10.0,44.24
0.017822,0.017891,0.017786,3.0,42.32
0.017823,0.017890,0.017787,2.0,43.58
0.017809,0.017890,0.017788,-1.0,39.72
0.017816,0.017890,0.017788,-2.0,42.47
0.017814,0.017890,0.017788,2.0,41.88
0.017815,0.017890,0.017789,5.0,42.31
0.017847,0.017889,0.017791,8.0,54.00
0.017838,0.017889,0.017793,10.0,50.88
0.017822,0.017888,0.017796,0.0,45.46
0.017837,0.017887,0.017796,4.0,50.76
0.017845,0.017887,0.017798,8.0,53.36
0.017842,0.017887,0.017799,9.0,52.24
0.017849,0.017887,0.017800,10.0,54.63
0.017846,0.017887,0.017800,6.0,53.40
0.017850,0.017887,0.017801,10.0,54.86
0.017859,0.017887,0.017800,13.0,58.04
0.017871,0.017888,0.017800,15.0,61.90
0.017874,0.017889,0.017800,15.0,62.82
0.017888,0.017890,0.017799,15.0,66.84
0.017895,0.017892,0.017798,20.0,68.67
0.017919,0.017898,0.017795,18.0,73.96
0.017926,0.017905,0.017792,22.0,75.28
0.017879,0.017906,0.017792,9.0,55.17
0.017861,0.017908,0.017795,-13.0,49.32
0.017840,0.017907,0.017796,-23.0,43.52
0.017804,0.017908,0.017795,-196.0,35.76
0.017827,0.017908,0.017795,-134.0,42.78
0.017813,0.017908,0.017793,-90.0,39.71
0.017822,0.017907,0.017792,-38.0,42.56
0.017820,0.017905,0.017792,-15.0,42.09
0.017822,0.017903,0.017791,0.0,42.78
0.017814,0.017902,0.017790,-39.0,40.69
0.017809,0.017901,0.017788,-34.0,39.40
0.017810,0.017901,0.017786,-9.0,39.81
0.017819,0.017901,0.017785,11.0,43.53
0.017839,0.017900,0.017785,30.0,50.81
0.017852,0.017900,0.017785,39.0,54.88
0.017842,0.017899,0.017785,-19.0,51.36
0.017838,0.017899,0.017785,10.0,49.98
0.017845,0.017900,0.017785,13.0,52.39
0.017824,0.017899,0.017785,6.0,45.33
0.017823,0.017898,0.017784,-1.0,45.01
0.017815,0.017897,0.017783,1.0,42.50
0.017813,0.017897,0.017782,5.0,41.87
0.017805,0.017898,0.017780,5.0,39.36
0.017777,0.017899,0.017777,9.0,32.10
0.017772,0.017901,0.017773,10.0,31.00
0.017773,0.017903,0.017769,9.0,31.51
0.017771,0.017904,0.017765,21.0,31.02
0.017774,0.017905,0.017763,28.0,32.71
0.017786,0.017906,0.017761,35.0,39.12
0.017807,0.017906,0.017761,40.0,48.40
0.017809,0.017906,0.017760,42.0,49.19
0.017824,0.017905,0.017759,41.0,55.19
0.017801,0.017905,0.017758,35.0,46.19
0.017799,0.017905,0.017757,28.0,45.49
0.017800,0.017905,0.017755,22.0,45.93
0.017799,0.017904,0.017754,20.0,45.53
0.017797,0.017904,0.017753,15.0,44.71
0.017809,0.017903,0.017752,17.0,50.51
0.017800,0.017902,0.017751,22.0,46.56
0.017801,0.017901,0.017750,14.0,47.06
0.017799,0.017900,0.017749,9.0,46.14
0.017781,0.017898,0.017747,6.0,38.79
0.017780,0.017895,0.017746,2.0,38.42
0.017792,0.017891,0.017747,9.0,45.12
0.017770,0.017886,0.017746,6.0,37.14
0.017778,0.017877,0.017750,4.0,41.21
0.017785,0.017865,0.017756,13.0,44.59
0.017783,0.017860,0.017758,3.0,43.82
0.017773,0.017854,0.017759,0.0,40.07
0.017781,0.017851,0.017760,5.0,44.18
0.017784,0.017849,0.017759,18.0,45.69
0.017783,0.017849,0.017758,20.0,45.25
0.017803,0.017848,0.017758,20.0,54.63
0.017823,0.017847,0.017759,26.0,61.69
0.017814,0.017847,0.017759,24.0,57.36
0.017813,0.017847,0.017759,14.0,56.89
0.017797,0.017846,0.017758,5.0,49.75
0.017796,0.017845,0.017758,0.0,49.33
0.017782,0.017845,0.017757,-5.0,43.80
0.017801,0.017845,0.017757,102.0,51.71
0.017812,0.017845,0.017757,70.0,55.61
0.017796,0.017838,0.017760,25.0,48.50
0.017801,0.017835,0.017761,21.0,50.62
0.017772,0.017833,0.017761,-2.0,40.25
0.017755,0.017830,0.017760,-12.0,35.64
0.017760,0.017830,0.017759,-23.0,37.90
0.017745,0.017830,0.017755,-27.0,34.05
0.017758,0.017829,0.017753,-21.0,39.76
0.017776,0.017828,0.017753,-16.0,46.65
0.017767,0.017828,0.017752,-15.0,43.94
0.017770,0.017828,0.017751,-14.0,45.09
0.017765,0.017828,0.017751,-19.0,43.49
0.017769,0.017828,0.017751,-18.0,45.16
0.017776,0.017828,0.017751,-17.0,48.05
0.017784,0.017828,0.017751,-15.0,51.22
0.017763,0.017828,0.017750,-27.0,43.69
0.017759,0.017828,0.017749,-30.0,42.41
0.017742,0.017829,0.017745,-33.0,37.40
0.017733,0.017829,0.017742,-40.0,35.04
0.017734,0.017829,0.017739,-29.0,35.53
0.017721,0.017830,0.017734,-30.0,32.16
0.017716,0.017832,0.017729,-31.0,30.94
0.017698,0.017835,0.017722,-32.0,26.98
0.017686,0.017839,0.017714,-32.0,24.71
0.017690,0.017841,0.017707,-31.0,26.92
0.017694,0.017842,0.017701,-19.0,29.16
0.017683,0.017844,0.017695,-21.0,26.73
0.017694,0.017844,0.017690,-13.0,32.75
0.017687,0.017845,0.017685,-14.0,31.01
0.017671,0.017847,0.017678,-16.0,27.41
0.017693,0.017848,0.017674,0.0,38.05
0.017688,0.017848,0.017670,7.0,36.73
0.017685,0.017849,0.017666,1.0,35.93
0.017669,0.017850,0.017660,-4.0,31.92
0.017665,0.017851,0.017655,-8.0,30.98
0.017685,0.017850,0.017651,-2.0,40.36
0.017682,0.017850,0.017648,2.0,39.49
0.017675,0.017850,0.017644,-3.0,37.47
0.017667,0.017849,0.017639,-16.0,35.25
0.017671,0.017849,0.017636,-3.0,37.25
0.017672,0.017847,0.017633,2.0,37.77
0.017625,0.017845,0.017626,-9.0,26.64
0.017632,0.017843,0.017621,-30.0,29.95
0.017619,0.017841,0.017615,-28.0,27.47
0.017646,0.017839,0.017612,-3.0,38.80
0.017645,0.017836,0.017608,3.0,38.56
0.017658,0.017833,0.017606,11.0,43.47
0.017655,0.017829,0.017604,20.0,42.62
0.017656,0.017824,0.017603,7.0,43.02
0.017668,0.017818,0.017603,14.0,47.70
0.017649,0.017812,0.017603,8.0,41.84
0.017658,0.017800,0.017603,14.0,45.52
0.017645,0.017797,0.017601,5.0,41.44
0.017641,0.017795,0.017599,1.0,40.24
0.017617,0.017793,0.017595,-13.0,33.92
0.017605,0.017792,0.017590,-21.0,31.28
0.017633,0.017789,0.017588,-7.0,42.54
0.017621,0.017780,0.017586,-4.0,39.33
0.017620,0.017775,0.017585,-13.0,39.07
0.017615,0.017770,0.017583,-12.0,37.71
0.017597,0.017765,0.017581,-25.0,33.22
0.017621,0.017758,0.017582,-66.0,42.97
0.017610,0.017750,0.017584,-26.0,40.08
0.017588,0.017744,0.017582,-37.0,35.01
0.017587,0.017734,0.017579,-15.0,34.78
0.017588,0.017731,0.017577,0.0,35.24
0.017591,0.017726,0.017576,9.0,36.69
0.017612,0.017722,0.017576,16.0,45.83
0.017629,0.017717,0.017577,22.0,51.88
0.017653,0.017715,0.017578,27.0,58.87
0.017666,0.017714,0.017578,32.0,62.08
0.017670,0.017712,0.017578,33.0,63.04
0.017677,0.017711,0.017579,35.0,64.72
0.017653,0.017710,0.017579,11.0,55.43
0.017616,0.017707,0.017579,5.0,44.76
0.017605,0.017705,0.017578,2.0,42.16
0.017604,0.017704,0.017576,13.0,41.93
0.017627,0.017701,0.017577,19.0,49.05
0.017600,0.017698,0.017576,3.0,42.46
0.017604,0.017695,0.017575,0.0,43.67
0.017619,0.017694,0.017575,6.0,48.07
0.017597,0.017693,0.017573,1.0,42.79
0.017601,0.017690,0.017573,0.0,44.00
0.017585,0.017687,0.017571,-1.0,40.34
0.017582,0.017685,0.017570,-3.0,39.67
0.017578,0.017684,0.017567,3.0,38.75
0.017583,0.017682,0.017566,9.0,40.60
0.017574,0.017680,0.017564,7.0,38.36
0.017575,0.017681,0.017561,4.0,38.76
0.017580,0.017681,0.017559,25.0,40.86
0.017562,0.017682,0.017556,10.0,36.07
0.017546,0.017683,0.017551,2.0,32.43
0.017517,0.017686,0.017542,-11.0,27.10
0.017509,0.017688,0.017534,-13.0,25.84
0.017531,0.017688,0.017529,2.0,34.83
0.017517,0.017688,0.017524,-2.0,32.16
0.017528,0.017686,0.017520,22.0,36.29
0.017529,0.017686,0.017516,30.0,36.67
0.017521,0.017685,0.017511,-1.0,34.89
0.017510,0.017684,0.017506,-5.0,32.54
0.017504,0.017684,0.017501,-15.0,31.31
0.017470,0.017686,0.017492,-36.0,25.42
0.017471,0.017689,0.017483,-36.0,25.86
0.017473,0.017691,0.017476,-19.0,26.80
0.017474,0.017692,0.017469,-5.0,27.29
0.017469,0.017692,0.017462,-8.0,26.33
0.017473,0.017692,0.017456,1.0,28.49
0.017481,0.017692,0.017451,7.0,32.73
0.017479,0.017691,0.017446,13.0,32.22
0.017477,0.017691,0.017441,19.0,31.68
0.017460,0.017691,0.017435,4.0,27.49
0.017542,0.017689,0.017434,21.0,57.01
0.017533,0.017688,0.017433,33.0,54.39
0.017510,0.017687,0.017431,20.0,48.29
0.017507,0.017686,0.017429,14.0,47.54
0.017519,0.017684,0.017427,18.0,50.83
0.017529,0.017683,0.017426,23.0,53.45
0.017517,0.017680,0.017425,14.0,50.01
0.017519,0.017676,0.017425,2.0,50.58
0.017538,0.017670,0.017426,11.0,55.75
0.017543,0.017663,0.017429,13.0,57.02
0.017530,0.017654,0.017432,7.0,52.77
0.017527,0.017643,0.017437,4.0,51.81
0.017573,0.017637,0.017440,6.0,62.95
0.017541,0.017632,0.017441,-6.0,53.66
0.017549,0.017629,0.017442,-8.0,55.43
0.017543,0.017626,0.017443,-4.0,53.77
0.017532,0.017619,0.017446,-5.0,50.77
0.017536,0.017616,0.017447,-12.0,51.82
0.017547,0.017612,0.017448,1.0,54.69
0.017523,0.017606,0.017451,-3.0,47.97
0.017524,0.017601,0.017452,-4.0,48.26
0.017530,0.017596,0.017454,0.0,50.03
0.017497,0.017593,0.017454,-5.0,41.60
0.017498,0.017589,0.017455,-15.0,41.92
0.017508,0.017586,0.017455,-8.0,45.15
0.017501,0.017582,0.017456,-9.0,43.33
0.017518,0.017578,0.017457,-3.0,48.73
0.017534,0.017575,0.017459,2.0,53.24
0.017575,0.017575,0.017459,12.0,62.38
0.017582,0.017577,0.017458,15.0,63.68
0.017583,0.017580,0.017456,17.0,63.87
0.017580,0.017584,0.017455,16.0,62.80
0.017592,0.017589,0.017453,18.0,65.32
0.017595,0.017594,0.017451,16.0,65.94
0.017545,0.017599,0.017449,-2.0,48.99
0.017552,0.017600,0.017450,-3.0,51.03
0.017542,0.017601,0.017450,-7.0,48.07
0.017554,0.017602,0.017451,0.0,51.69
0.017538,0.017602,0.017454,-5.0,46.98
0.017534,0.017601,0.017458,-12.0,45.86
0.017543,0.017601,0.017461,-8.0,48.83
0.017551,0.017600,0.017464,-3.0,51.38
0.017535,0.017599,0.017468,-11.0,46.40
0.017527,0.017597,0.017472,-15.0,44.09
0.017516,0.017596,0.017474,-20.0,41.08
0.017502,0.017595,0.017476,-23.0,37.55
0.017519,0.017594,0.017480,-14.0,43.85
0.017508,0.017590,0.017485,-14.0,40.97
0.017517,0.017590,0.017484,-6.0,44.20
0.017540,0.017590,0.017484,0.0,51.50
0.017527,0.017590,0.017485,-6.0,47.70
0.017516,0.017590,0.017486,-10.0,44.70
0.017517,0.017590,0.017485,-22.0,45.04
0.017538,0.017590,0.017486,-13.0,51.73
0.017563,0.017591,0.017487,-6.0,58.24
0.017577,0.017593,0.017487,5.0,61.39
0.017565,0.017594,0.017487,-1.0,57.40
0.017595,0.017598,0.017486,7.0,63.74
0.017599,0.017601,0.017485,12.0,64.50
0.017582,0.017603,0.017485,5.0,58.86
0.017575,0.017603,0.017485,-2.0,56.66
0.017556,0.017604,0.017485,-4.0,51.09
0.017564,0.017604,0.017485,1.0,53.18
0.017570,0.017605,0.017485,6.0,54.74
0.017571,0.017607,0.017485,8.0,55.01
0.017581,0.017608,0.017486,10.0,57.72
0.017579,0.017610,0.017486,12.0,56.98
0.017566,0.017610,0.017487,5.0,52.29
0.017564,0.017611,0.017488,-1.0,51.59
0.017576,0.017612,0.017488,10.0,55.46
0.017577,0.017612,0.017492,10.0,55.78
0.017579,0.017612,0.017495,11.0,56.44
0.017592,0.017613,0.017497,13.0,60.61
0.017596,0.017615,0.017502,18.0,61.91
0.017592,0.017616,0.017503,7.0,59.78
0.017595,0.017618,0.017502,8.0,60.87
0.017596,0.017619,0.017502,11.0,61.24
0.017602,0.017620,0.017501,11.0,63.50
0.017592,0.017621,0.017501,-2.0,57.49
0.017593,0.017621,0.017501,-7.0,57.91
0.017594,0.017621,0.017501,-4.0,58.37
0.017592,0.017620,0.017501,-11.0,57.05
0.017594,0.017622,0.017502,-13.0,58.07
0.017598,0.017624,0.017502,-8.0,60.12
0.017616,0.017627,0.017501,-2.0,67.74
0.017612,0.017629,0.017502,3.0,64.78
0.017574,0.017630,0.017502,-4.0,44.74
0.017594,0.017631,0.017503,-1.0,52.98
0.017605,0.017632,0.017505,3.0,56.80
0.017599,0.017634,0.017506,-4.0,54.22
0.017618,0.017636,0.017506,-2.0,60.37
0.017623,0.017639,0.017506,1.0,61.82
0.017626,0.017641,0.017508,5.0,62.71
0.017634,0.017643,0.017511,6.0,65.03
0.017629,0.017644,0.017515,10.0,62.41
0.017627,0.017645,0.017519,1.0,61.35
0.017629,0.017645,0.017524,-4.0,62.04
0.017633,0.017645,0.017528,-1.0,63.46
0.017640,0.017649,0.017532,7.0,65.20
0.017632,0.017647,0.017544,-8.0,59.80
0.017637,0.017648,0.017547,-3.0,61.92
0.017639,0.017650,0.017548,-1.0,62.77
0.017637,0.017652,0.017549,-8.0,61.30
0.017634,0.017653,0.017550,-11.0,59.06
0.017626,0.017654,0.017550,-14.0,53.47
0.017632,0.017655,0.017550,-9.0,56.78
0.017640,0.017657,0.017551,-2.0,60.78
0.017631,0.017658,0.017552,3.0,54.65
0.017622,0.017658,0.017555,-5.0,49.29
0.017613,0.017657,0.017558,-8.0,44.59
0.017615,0.017657,0.017560,-12.0,45.82
0.017614,0.017656,0.017562,-3.0,45.28
0.017610,0.017656,0.017564,-10.0,43.07
0.017602,0.017656,0.017565,-17.0,38.98
0.017599,0.017655,0.017567,-18.0,37.54
0.017607,0.017653,0.017571,-6.0,43.53
0.017599,0.017652,0.017572,2.0,39.46
0.017580,0.017652,0.017573,-5.0,31.84
0.017577,0.017652,0.017572,-9.0,30.83
0.017579,0.017653,0.017571,-2.0,32.37
0.017584,0.017654,0.017570,6.0,36.48
0.017588,0.017654,0.017569,9.0,39.64
0.017597,0.017654,0.017569,14.0,46.13
0.017606,0.017654,0.017570,16.0,51.73
0.017602,0.017654,0.017570,6.0,49.28
0.017600,0.017653,0.017570,2.0,48.05
0.017599,0.017653,0.017571,-4.0,47.42
0.017600,0.017653,0.017571,-8.0,48.16
0.017599,0.017653,0.017571,-3.0,47.44
0.017592,0.017653,0.017571,-4.0,42.65
0.017591,0.017653,0.017571,-13.0,42.00
0.017579,0.017654,0.017569,-15.0,35.08
0.017589,0.017654,0.017568,-5.0,43.45
0.017587,0.017653,0.017569,-6.0,42.27
0.017575,0.017654,0.017568,-11.0,35.99
0.017562,0.017655,0.017564,-14.0,30.67
0.017569,0.017656,0.017562,-2.0,36.14
0.017572,0.017656,0.017560,4.0,38.39
0.017556,0.017657,0.017557,2.0,31.94
0.017554,0.017658,0.017553,-1.0,31.23
0.017566,0.017657,0.017551,4.0,39.83
0.017561,0.017657,0.017549,6.0,37.71
0.017527,0.017659,0.017543,1.0,27.15
0.017539,0.017659,0.017539,-3.0,34.16
0.017534,0.017659,0.017535,1.0,32.75
0.017533,0.017658,0.017532,-2.0,32.46
0.017528,0.017657,0.017528,-9.0,30.98
0.017538,0.017656,0.017525,0.0,37.13
0.017549,0.017654,0.017524,9.0,43.13
0.017546,0.017652,0.017522,22.0,41.96
0.017545,0.017649,0.017521,6.0,41.55
0.017524,0.017645,0.017518,-20.0,33.61
0.017525,0.017643,0.017515,-20.0,34.26
0.017533,0.017641,0.017514,-11.0,39.33
0.017553,0.017637,0.017514,2.0,49.76
0.017574,0.017630,0.017516,11.0,58.16
0.017564,0.017628,0.017516,5.0,53.39
0.017569,0.017626,0.017517,0.0,55.36
0.017548,0.017623,0.017517,-5.0,46.47
0.017550,0.017621,0.017517,-7.0,47.33
0.017537,0.017620,0.017515,-11.0,42.51
0.017538,0.017618,0.017514,-20.0,42.99
0.017550,0.017616,0.017514,-11.0,48.56
0.017559,0.017614,0.017515,-4.0,52.32
0.017556,0.017613,0.017514,2.0,50.98
0.017562,0.017613,0.017514,23.0,53.54
0.017574,0.017612,0.017514,16.0,58.56
0.017577,0.017612,0.017514,16.0,59.73
0.017584,0.017612,0.017514,19.0,62.40
0.017594,0.017611,0.017514,21.0,65.88
0.017588,0.017610,0.017515,20.0,62.16
0.017566,0.017608,0.017516,9.0,50.83
0.017560,0.017605,0.017517,3.0,48.25
0.017545,0.017603,0.017517,-95.0,42.45
0.017532,0.017601,0.017516,-81.0,38.16
0.017521,0.017599,0.017515,-78.0,34.95
0.017531,0.017597,0.017515,-50.0,39.90
0.017535,0.017595,0.017514,-24.0,41.81
0.017522,0.017594,0.017513,-22.0,37.63
0.017506,0.017593,0.017510,-21.0,33.22
0.017471,0.017596,0.017503,-26.0,26.04
0.017495,0.017596,0.017499,-37.0,36.22
0.017480,0.017599,0.017494,-16.0,33.15
0.017489,0.017599,0.017490,11.0,36.62
0.017494,0.017599,0.017487,20.0,38.53
0.017489,0.017600,0.017484,16.0,37.32
0.017479,0.017601,0.017480,14.0,34.95
0.017482,0.017601,0.017476,13.0,36.26
0.017490,0.017601,0.017473,19.0,39.74
0.017474,0.017602,0.017470,15.0,35.56
0.017472,0.017604,0.017466,13.0,35.06
0.017486,0.017604,0.017463,20.0,41.24
0.017505,0.017604,0.017462,39.0,48.42
0.017503,0.017604,0.017461,31.0,47.76
0.017487,0.017604,0.017459,24.0,42.73
0.017475,0.017605,0.017456,19.0,39.38
0.017476,0.017605,0.017453,14.0,39.81
0.017473,0.017605,0.017450,11.0,38.93
0.017478,0.017605,0.017447,15.0,41.25
0.017446,0.017607,0.017442,6.0,32.68
0.017421,0.017611,0.017430,-7.0,27.50
0.017425,0.017612,0.017418,-23.0,29.57
0.017431,0.017611,0.017414,-6.0,32.68
0.017410,0.017611,0.017407,-6.0,28.02
0.017444,0.017609,0.017405,6.0,42.35
0.017443,0.017608,0.017402,13.0,42.08
0.017451,0.017606,0.017400,19.0,45.05
0.017428,0.017605,0.017396,14.0,38.88
0.017415,0.017605,0.017391,9.0,35.89
0.017409,0.017604,0.017386,7.0,34.57
0.017406,0.017603,0.017382,4.0,33.90
0.017421,0.017600,0.017379,12.0,40.16
0.017426,0.017597,0.017377,16.0,42.13
0.017454,0.017593,0.017376,19.0,51.71
0.017448,0.017587,0.017377,25.0,49.81
0.017446,0.017581,0.017377,12.0,49.16
0.017445,0.017574,0.017379,17.0,48.82
0.017412,0.017566,0.017380,11.0,39.12
0.017398,0.017558,0.017381,4.0,35.87
0.017382,0.017553,0.017378,1.0,32.54
0.017381,0.017548,0.017376,34.0,32.34
0.017370,0.017545,0.017372,20.0,30.12
0.017421,0.017541,0.017372,37.0,47.94
0.017429,0.017537,0.017372,37.0,50.09
0.017409,0.017532,0.017372,20.0,45.08
0.017411,0.017527,0.017372,5.0,45.66
0.017429,0.017522,0.017373,17.0,50.75
0.017439,0.017519,0.017374,18.0,53.36
0.017429,0.017518,0.017373,6.0,50.48
0.017428,0.017515,0.017373,-4.0,50.19
0.017451,0.017514,0.017373,9.0,56.43
0.017441,0.017511,0.017374,-1.0,53.30
0.017417,0.017508,0.017374,-7.0,46.62
0.017424,0.017506,0.017374,-11.0,48.64
0.017423,0.017504,0.017374,-17.0,48.36
0.017416,0.017501,0.017373,-20.0,46.34
0.017414,0.017498,0.017373,-19.0,45.75
0.017411,0.017496,0.017373,-41.0,44.83
0.017410,0.017494,0.017372,-19.0,44.51
0.017411,0.017485,0.017374,-12.0,44.96
0.017419,0.017475,0.017379,3.0,48.88
0.017410,0.017472,0.017379,-2.0,45.00
0.017412,0.017468,0.017380,7.0,46.03
0.017416,0.017464,0.017382,7.0,48.11
0.017415,0.017458,0.017384,6.0,47.58
0.017410,0.017457,0.017384,0.0,44.90
0.017419,0.017457,0.017383,13.0,50.69
0.017423,0.017457,0.017383,13.0,53.05
0.017410,0.017456,0.017383,-7.0,45.44
0.017411,0.017456,0.017383,-19.0,46.08
0.017412,0.017455,0.017383,-22.0,46.75
0.017411,0.017454,0.017383,-29.0,46.13
0.017412,0.017452,0.017384,-17.0,46.89
0.017411,0.017451,0.017383,61.0,46.19
0.017412,0.017451,0.017383,67.0,47.04
0.017406,0.017451,0.017383,44.0,42.67
0.017432,0.017452,0.017384,38.0,60.01
0.017424,0.017452,0.017384,51.0,54.54
0.017420,0.017452,0.017384,29.0,51.99
0.017427,0.017448,0.017386,12.0,56.15
0.017443,0.017447,0.017386,13.0,63.86
0.017449,0.017448,0.017385,8.0,66.26
0.017440,0.017449,0.017385,-17.0,59.85
0.017437,0.017450,0.017386,-23.0,57.84
0.017431,0.017449,0.017389,-28.0,53.94
0.017442,0.017449,0.017391,-20.0,59.35
0.017434,0.017446,0.017397,-15.0,54.35
0.017409,0.017446,0.017396,-21.0,42.35
0.017428,0.017446,0.017396,-15.0,51.17
0.017419,0.017446,0.017397,-13.0,47.47
0.017404,0.017446,0.017396,-19.0,41.64
0.017392,0.017446,0.017394,-23.0,37.65
0.017386,0.017447,0.017390,-24.0,35.67
0.017394,0.017445,0.017390,-15.0,40.19
0.017436,0.017445,0.017390,1.0,57.18
0.017401,0.017445,0.017389,-23.0,45.56
0.017421,0.017445,0.017389,-18.0,51.61
0.017416,0.017444,0.017389,-12.0,50.11
0.017419,0.017444,0.017389,-6.0,51.03
0.017422,0.017445,0.017389,-2.0,51.99
0.017417,0.017445,0.017389,-7.0,50.23
0.017412,0.017445,0.017389,-9.0,48.47
0.017417,0.017445,0.017390,-16.0,50.34
0.017402,0.017445,0.017389,-21.0,45.05
0.017408,0.017445,0.017389,-13.0,47.43
0.017416,0.017445,0.017389,-7.0,50.51
0.017427,0.017445,0.017389,11.0,54.74
0.017449,0.017447,0.017389,20.0,61.78
0.017444,0.017449,0.017388,8.0,59.51
0.017426,0.017449,0.017388,-2.0,52.11
0.017422,0.017449,0.017389,-6.0,50.60
0.017444,0.017451,0.017389,1.0,57.82
0.017426,0.017451,0.017389,10.0,51.22
0.017425,0.017451,0.017389,2.0,50.88
0.017395,0.017451,0.017388,-12.0,41.73
0.017414,0.017451,0.017388,-6.0,48.10
0.017413,0.017451,0.017388,-10.0,47.80
0.017422,0.017452,0.017388,-5.0,50.74
0.017423,0.017452,0.017388,6.0,51.07
0.017427,0.017452,0.017389,17.0,52.44
0.017422,0.017452,0.017389,10.0,50.53
0.017438,0.017453,0.017390,14.0,56.04
0.017390,0.017453,0.017388,4.0,41.22
0.017377,0.017455,0.017384,-5.0,38.27
0.017363,0.017457,0.017380,-11.0,35.33
0.017374,0.017458,0.017376,-6.0,39.27
0.017388,0.017458,0.017375,2.0,43.95
0.017394,0.017457,0.017374,6.0,45.88
0.017402,0.017455,0.017374,6.0,48.42
0.017370,0.017455,0.017372,-1.0,40.27
0.017388,0.017454,0.017371,0.0,45.80
0.017371,0.017454,0.017368,-3.0,41.86
