price,ema20,vol,vol_ema,sar,rsi
0.020210,0.020221,2233.0,451,-2.3999999999999716e-05,42.63
0.020228,0.020221,262,457,-1.000000000001e-06,50.42
0.020244,0.020224,406,464,0.00013400000000000217,56.13
0.020234,0.020226,430,483,0.00011199999999999752,51.81
0.020225,0.020226,888,517,9.699999999999986e-05,48.21
0.020187,0.020222,880,541,5.3999999999998494e-05,36.64
0.020171,0.020218,610,560,3.200000000000078e-05,33.04
0.020176,0.020214,886,533,3.200000000000078e-05,35.18
0.020242,0.020216,2077.0,610,9.299999999999933e-05,55.44
0.020219,0.020217,716,631,6.600000000000009e-05,49.62
0.020249,0.020220,900,665,9.10000000000008e-05,56.09
0.020241,0.020222,473,683,7.899999999999921e-05,54.10
0.020235,0.020223,1034.0,722,6.700000000000109e-05,52.59
0.020257,0.020226,751,739,8.299999999999974e-05,57.30
0.020260,0.020229,521,753,7.700000000000068e-05,57.91
0.020256,0.020232,374,762,6.600000000000009e-05,56.74
0.020266,0.020235,496,774,6.899999999999962e-05,58.97
0.020294,0.020241,1981.0,843,8.700000000000027e-05,64.50
0.020337,0.020250,931,865,0.00011399999999999952,70.97
0.020405,0.020265,2434.0,875,0.00015099999999999836,77.85
0.020440,0.020281,1847.0,954,0.0001549999999999989,80.42
0.020438,0.020296,676,968,0.0001260000000000011,79.85
0.020448,0.020311,2127.0,1052.0,0.00010900000000000146,80.59
0.020449,0.020324,732,1067.0,8.099999999999774e-05,80.67
0.020436,0.020335,436,1044.0,4.60000000000009e-05,76.45
0.020459,0.020346,594,1030.0,5.100000000000243e-05,78.58
0.020454,0.020357,485,1024.0,3.200000000000078e-05,76.95
0.020433,0.020364,934,1026.0,-4.70000000000019e-05,70.33
0.020441,0.020371,878,966,-3.799999999999984e-05,71.34
0.020452,0.020379,572,959,-2.4999999999997247e-05,72.72
0.020456,0.020386,369,932,-2.0000000000002655e-05,73.22
0.020477,0.020395,529,935,6.0999999999998555e-05,75.75
0.020451,0.020400,626,915,3.399999999999931e-05,67.28
0.020466,0.020407,359,895,4.70000000000019e-05,69.40
0.020439,0.020410,473,893,1.8999999999998185e-05,61.64
0.020426,0.020411,467,897,4.9999999999980616e-06,58.26
0.020428,0.020414,428,818,-5.3999999999998494e-05,58.66
0.020438,0.020416,401,791,-4.200000000000037e-05,60.71
0.020403,0.020415,424,691,-7.399999999999768e-05,51.15
0.020426,0.020416,487,623,-4.799999999999943e-05,56.05
0.020413,0.020416,685,623,-5.7999999999999025e-05,52.83
0.020417,0.020416,892,562,-5.099999999999896e-05,53.71
0.020407,0.020415,541,552,-5.9000000000000025e-05,51.13
0.020410,0.020415,385,549,-5.099999999999896e-05,51.88
0.020411,0.020414,344,537,-4.70000000000019e-05,52.14
0.020400,0.020413,307,528,-5.199999999999996e-05,48.98
0.020410,0.020413,477,505,-3.599999999999784e-05,51.84
0.020437,0.020415,392,481,-4.000000000000531e-06,58.58
0.020427,0.020416,490,477,3.700000000000231e-05,55.48
0.020413,0.020416,372,477,2.2000000000001185e-05,51.38
0.020414,0.020416,304,466,2.2000000000001185e-05,51.66
0.020405,0.020415,602,464,1.1999999999998123e-05,48.98
0.020400,0.020413,1029.0,498,-4.799999999999943e-05,47.50
0.020408,0.020413,497,499,-3.900000000000084e-05,50.09
0.020411,0.020413,288,490,-3.500000000000031e-05,51.07
0.020404,0.020412,277,481,-4.000000000000184e-05,48.68
0.020393,0.020410,508,485,-4.999999999999796e-05,45.11
0.020415,0.020410,1614.0,546,-2.6000000000001716e-05,52.60
0.020417,0.020411,545,552,-2.1999999999997716e-05,53.22
0.020425,0.020412,545,555,3.999999999999837e-05,55.74
0.020416,0.020413,416,541,2.9999999999998778e-05,52.33
0.020417,0.020413,635,528,3.0000000000002247e-05,52.68
0.020415,0.020413,335,518,2.6999999999999247e-05,51.86
0.020397,0.020412,276,513,-4.60000000000009e-05,45.13
0.020407,0.020411,350,513,-3.499999999999684e-05,49.08
0.020396,0.020410,622,529,-4.39999999999989e-05,45.22
0.020398,0.020409,522,531,-3.799999999999984e-05,46.05
0.020386,0.020407,395,531,-4.39999999999989e-05,41.94
0.020483,0.020414,1052.0,559,0.00012200000000000058,67.33
0.020652,0.020437,4990.0,790,0.00027699999999999947,82.06
0.020714,0.020463,4137.0,982,0.0003149999999999993,84.77
0.020716,0.020487,874,995.0,0.0002939999999999991,84.85
0.020710,0.020508,773,982,0.0002659999999999989,83.44
0.020752,0.020531,1122.0,1014.0,0.00028800000000000006,85.28
0.020731,0.020550,1079.0,1053.0,0.00024099999999999816,80.46
0.020740,0.020569,1136.0,1096.0,0.0002260000000000005,80.96
0.020731,0.020584,1185.0,1130.0,0.00019500000000000073,78.80
0.020745,0.020599,1031.0,1101.0,0.00018800000000000067,79.71
0.020752,0.020614,623,1105.0,0.00017599999999999907,80.17
0.020744,0.020626,791,1117.0,0.00015099999999999836,78.01
0.020750,0.020648,650,1133.0,0.0001270000000000021,78.51
0.020752,0.020658,559,1145.0,0.00011500000000000052,78.69
0.020757,0.020668,548,1158.0,0.00010800000000000046,79.14
0.020752,0.020676,892,1185.0,9.199999999999833e-05,77.36
0.020879,0.020695,4128.0,1361.0,0.0001940000000000032,86.01
0.020890,0.020714,769,1373.0,0.00017700000000000007,86.49
0.020863,0.020728,837,1395.0,0.0001250000000000001,79.28
0.020848,0.020739,918,1388.0,8.89999999999988e-05,75.51
0.020839,0.020749,837,1181.0,6.0999999999998555e-05,73.26
0.020853,0.020759,1058.0,1027.0,5.7999999999999025e-05,74.53
0.020854,0.020768,810,1024.0,4.49999999999999e-05,74.63
0.020813,0.020772,615,1016.0,-0.00010399999999999993,64.29
0.020808,0.020775,390,979,-0.00010399999999999993,63.14
0.020817,0.020779,462,948,-9.10000000000008e-05,64.37
0.020844,0.020786,608,922,-5.9999999999997555e-05,67.85
0.020828,0.020790,621,894,-7.199999999999915e-05,63.87
0.020826,0.020793,472,866,-7.000000000000062e-05,63.37
0.020834,0.020797,462,858,-5.8000000000002494e-05,64.57
0.020803,0.020798,1134.0,875,-8.400000000000074e-05,56.83
0.020805,0.020798,690,873,-7.499999999999868e-05,57.18
0.020837,0.020802,675,874,-3.599999999999784e-05,62.52
0.020867,0.020808,597,876,7.100000000000162e-05,66.71
0.020883,0.020815,627,880,8.299999999999974e-05,68.71
0.020914,0.020825,687,870,0.00010699999999999946,72.21
0.020935,0.020835,1014.0,714,0.00011699999999999905,74.31
0.020925,0.020844,666,709,9.400000000000033e-05,71.54
0.020913,0.020850,465,690,7.000000000000062e-05,68.26
0.020914,0.020856,627,676,5.9999999999997555e-05,68.39
0.020921,0.020863,460,657,5.7999999999999025e-05,69.33
0.020916,0.020868,712,640,4.39999999999989e-05,67.77
0.020912,0.020872,546,626,3.200000000000078e-05,66.48
0.020940,0.020878,582,625,5.300000000000096e-05,70.69
0.020935,0.020884,1586.0,685,3.999999999999837e-05,69.02
0.020910,0.020886,543,689,8.000000000001062e-06,61.24
0.020947,0.020892,947,706,3.799999999999984e-05,67.15
0.020936,0.020896,524,701,2.1000000000000185e-05,64.02
0.020910,0.020898,913,723,-4.599999999999743e-05,57.25
0.020875,0.020895,682,734,-7.699999999999721e-05,49.64
0.020862,0.020892,494,702,-8.400000000000074e-05,47.13
0.020866,0.020890,689,702,-7.500000000000215e-05,48.00
0.020863,0.020887,342,685,-7.300000000000015e-05,47.37
0.020869,0.020885,418,676,-6.200000000000302e-05,48.82
0.020874,0.020884,614,676,-5.199999999999996e-05,50.05
0.020880,0.020884,573,670,-4.200000000000037e-05,51.56
0.020858,0.020881,464,642,-5.7999999999999025e-05,46.07
0.020865,0.020880,970,658,-4.39999999999989e-05,47.96
0.020853,0.020877,422,655,-5.000000000000143e-05,45.04
0.020871,0.020877,525,650,-2.6999999999999247e-05,49.97
0.020892,0.020878,391,647,-4.000000000000531e-06,55.04
0.020889,0.020879,402,631,-5.999999999999062e-06,54.19
0.020865,0.020878,493,629,-2.4999999999997247e-05,47.86
0.020870,0.020877,684,634,-1.4000000000000123e-05,49.20
0.020884,0.020878,314,570,4.39999999999989e-05,52.83
0.020871,0.020877,303,558,2.9000000000001247e-05,49.30
0.020862,0.020876,485,535,1.7999999999997185e-05,46.97
0.020873,0.020875,222,520,2.8000000000000247e-05,50.08
0.020865,0.020874,290,489,1.8000000000000654e-05,47.88
0.020866,0.020873,181,451,1.5999999999998654e-05,48.21
0.020874,0.020873,236,428,2.2999999999998716e-05,50.89
0.020862,0.020872,292,425,8.999999999998592e-06,46.96
0.020883,0.020873,232,416,2.8000000000000247e-05,53.69
0.020898,0.020875,367,404,3.900000000000084e-05,57.81
0.020904,0.020878,202,385,3.999999999999837e-05,59.37
0.020892,0.020879,317,378,2.3000000000002185e-05,55.00
0.020893,0.020882,219,328,1.5999999999998654e-05,55.32
0.020887,0.020882,217,313,7.000000000000062e-06,52.90
0.020913,0.020885,373,312,2.9000000000001247e-05,60.87
0.020896,0.020886,480,316,-2.2999999999998716e-05,54.39
0.020897,0.020887,270,305,-2.1000000000000185e-05,54.70
0.020905,0.020889,253,283,-1.2999999999999123e-05,57.17
0.020915,0.020891,200,278,-2.000000000002e-06,60.10
0.020909,0.020893,176,271,2.6999999999999247e-05,57.55
0.020917,0.020895,171,256,3.400000000000278e-05,59.99
0.020921,0.020898,315,260,3.599999999999784e-05,61.19
0.020909,0.020899,131,252,2.2000000000001185e-05,55.79
0.020899,0.020899,253,254,1.1000000000000593e-05,51.70
0.020900,0.020899,176,253,9.999999999999593e-06,52.08
0.020909,0.020900,106,247,1.6999999999999654e-05,55.46
0.020917,0.020902,216,243,2.4000000000003185e-05,58.28
0.020919,0.020903,497,256,-2.3999999999999716e-05,58.98
0.020942,0.020907,250,250,5.3999999999998494e-05,66.03
0.020899,0.020906,431,262,9.999999999999593e-06,49.05
0.020916,0.020907,230,257,2.5000000000000716e-05,54.08
0.020919,0.020908,188,258,2.5000000000000716e-05,54.92
0.020891,0.020907,403,267,-5.9000000000000025e-05,46.35
0.020909,0.020907,162,264,-3.799999999999984e-05,51.58
0.020921,0.020908,147,253,-2.3999999999999716e-05,54.75
0.020914,0.020909,141,236,-2.8000000000000247e-05,52.59
0.020923,0.020910,251,235,-1.6999999999999654e-05,55.05
0.020935,0.020912,172,231,-4.000000000000531e-06,58.16
0.020936,0.020915,240,233,5.4999999999999494e-05,58.42
0.020928,0.020916,181,233,4.599999999999743e-05,55.47
0.020927,0.020917,80,228,4.300000000000137e-05,55.09
0.020922,0.020917,155,220,3.699999999999884e-05,53.16
0.020924,0.020918,489,238,3.800000000000331e-05,53.86
0.020918,0.020918,121,232,3.099999999999978e-05,51.38
0.020884,0.020915,205,233,-6.0999999999998555e-05,40.13
0.020918,0.020915,312,244,-2.6000000000001716e-05,51.56
0.020931,0.020917,139,240,5.100000000000243e-05,55.08
0.020940,0.020919,123,221,5.9000000000000025e-05,57.40
0.020957,0.020923,265,222,7.300000000000015e-05,61.44
0.020951,0.020925,618,231,6.199999999999956e-05,59.30
0.020967,0.020929,298,235,7.000000000000062e-05,63.00
0.020969,0.020933,109,231,6.400000000000156e-05,63.44
0.020950,0.020935,128,217,3.799999999999984e-05,56.47
0.020956,0.020937,127,215,3.699999999999884e-05,58.04
0.020929,0.020936,277,222,5.999999999999062e-06,49.40
0.020913,0.020934,190,224,-6.699999999999762e-05,45.12
0.020915,0.020932,303,227,-6.199999999999956e-05,45.75
0.020907,0.020930,115,224,-6.600000000000009e-05,43.59
0.020919,0.020929,367,230,-4.799999999999943e-05,47.59
0.020906,0.020926,253,234,-5.4999999999999494e-05,43.95
0.020940,0.020928,342,247,-1.6999999999999654e-05,53.89
0.020949,0.020930,328,255,4.900000000000043e-05,56.11
0.020975,0.020934,424,252,7.199999999999915e-05,61.83
0.020940,0.020935,226,258,3.399999999999931e-05,52.01
0.020887,0.020930,415,268,-9.299999999999933e-05,41.31
0.020894,0.020927,286,267,-8.200000000000221e-05,42.98
0.020925,0.020926,264,273,-4.70000000000019e-05,49.79
0.020916,0.020925,200,277,-5.199999999999996e-05,47.99
0.020955,0.020928,674,297,-9.999999999999593e-06,55.47
0.020934,0.020929,493,291,-2.6999999999999247e-05,51.20
0.020973,0.020933,588,305,9.399999999999686e-05,57.71
0.020948,0.020934,197,310,6.500000000000256e-05,52.85
0.020915,0.020933,231,315,2.8000000000000247e-05,47.19
0.020945,0.020934,520,335,5.3999999999998494e-05,52.20
0.020955,0.020936,232,332,6.1000000000002025e-05,53.77
0.020952,0.020937,502,348,5.3999999999998494e-05,53.21
0.020936,0.020937,692,367,3.500000000000031e-05,50.17
0.020923,0.020936,412,382,1.9000000000001654e-05,47.79
0.020918,0.020934,314,380,1.1000000000000593e-05,46.87
0.020907,0.020932,233,379,-7.400000000000115e-05,44.82
0.020929,0.020931,194,371,-5.000000000000143e-05,49.57
0.020932,0.020931,183,364,-4.60000000000009e-05,50.20
0.020959,0.020934,410,363,-1.8000000000000654e-05,55.57
0.020977,0.020938,573,381,7.199999999999915e-05,58.77
0.020974,0.020942,475,384,6.600000000000009e-05,58.02
0.020979,0.020945,293,384,6.800000000000209e-05,58.96
0.020981,0.020949,512,397,6.499999999999909e-05,59.35
0.020963,0.020950,219,397,4.29999999999979e-05,54.32
0.020942,0.020949,318,380,1.7999999999997185e-05,49.10
0.020966,0.020951,1067.0,408,3.799999999999984e-05,54.49
0.020990,0.020954,1582.0,458,5.6000000000000494e-05,59.14
0.021003,0.020959,1938.0,545,6.1000000000002025e-05,61.44
0.021001,0.020963,390,553,5.199999999999996e-05,60.87
0.020985,0.020965,446,549,2.9000000000001247e-05,56.39
0.020965,0.020965,328,554,7.000000000000062e-06,51.29
0.020951,0.020964,450,552,-6.399999999999809e-05,48.02
0.020940,0.020962,368,535,-7.199999999999915e-05,45.57
0.020935,0.020959,274,528,-7.200000000000262e-05,44.45
0.020937,0.020957,246,525,-6.499999999999909e-05,45.03
0.020934,0.020955,311,529,-6.0999999999998555e-05,44.29
0.020937,0.020953,251,532,-5.199999999999996e-05,45.26
0.020890,0.020947,1154.0,580,-8.800000000000127e-05,34.94
0.020889,0.020942,377,579,-7.799999999999821e-05,34.76
0.020886,0.020936,244,562,-7.200000000000262e-05,34.18
0.020896,0.020932,366,557,-5.099999999999896e-05,37.87
0.020902,0.020926,194,539,-2.6999999999999247e-05,40.20
0.020884,0.020920,131,527,-3.099999999999978e-05,35.56
0.020905,0.020919,188,483,-5.000000000001531e-06,43.72
0.020904,0.020917,210,414,3.599999999999784e-05,43.44
0.020908,0.020916,309,333,3.799999999999984e-05,44.97
0.020902,0.020915,122,319,2.9999999999998778e-05,43.08
0.020887,0.020912,249,310,1.2999999999999123e-05,38.72
0.020878,0.020909,212,304,2.999999999999531e-06,36.34
0.020898,0.020908,427,303,2.1000000000000185e-05,44.50
0.020895,0.020907,240,296,1.5999999999998654e-05,43.60
0.020912,0.020907,216,293,3.200000000000078e-05,49.81
0.020905,0.020907,153,289,2.2999999999998716e-05,47.49
0.020892,0.020906,222,284,9.000000000002062e-06,43.44
0.020887,0.020904,133,278,-3.0000000000002247e-05,41.96
0.020877,0.020901,221,232,-3.799999999999984e-05,39.09
0.020893,0.020898,271,224,-1.6000000000002124e-05,45.95
0.020903,0.020899,186,215,-1.9999999999985307e-06,49.76
0.020913,0.020900,345,220,4.60000000000009e-05,53.30
0.020922,0.020902,292,225,5.300000000000096e-05,56.29
0.020934,0.020905,370,235,6.0000000000001025e-05,59.97
0.020935,0.020908,225,240,5.6999999999998024e-05,60.27
0.020933,0.020911,258,243,5.099999999999896e-05,59.31
0.020924,0.020912,498,258,3.900000000000084e-05,55.07
0.020921,0.020913,523,268,3.199999999999731e-05,53.69
0.020937,0.020915,372,281,4.49999999999999e-05,59.51
0.020927,0.020916,1404.0,339,3.200000000000078e-05,54.87
0.020923,0.020917,448,350,2.3999999999999716e-05,53.09
0.020915,0.020917,399,349,1.1999999999998123e-05,49.62
0.020937,0.020919,308,352,3.099999999999978e-05,57.79
0.020932,0.020920,269,355,2.2999999999998716e-05,55.58
0.020927,0.020921,331,364,1.5000000000001124e-05,53.39
0.020925,0.020921,211,363,-2.1000000000000185e-05,52.49
0.020917,0.020921,223,368,-2.7999999999996777e-05,48.96
0.020929,0.020921,1146.0,414,1.8000000000000654e-05,53.97
0.020935,0.020923,549,431,2.2999999999998716e-05,56.27
0.020913,0.020922,368,436,0.0,46.98
0.020917,0.020921,191,436,-3.699999999999884e-05,48.64
0.020902,0.020919,235,431,-4.999999999999796e-05,43.17
0.020908,0.020918,184,426,-4.200000000000037e-05,45.80
0.020913,0.020918,167,415,-3.399999999999931e-05,47.95
0.020917,0.020918,139,411,-2.7999999999996777e-05,49.68
0.020908,0.020917,191,408,-3.500000000000031e-05,45.99
0.020918,0.020917,159,391,-2.3999999999999716e-05,50.40
0.020933,0.020918,272,378,3.600000000000131e-05,56.18
0.020925,0.020920,286,315,2.5999999999998247e-05,52.40
0.020924,0.020921,179,302,2.4000000000003185e-05,51.93
0.020934,0.020922,227,293,3.300000000000178e-05,56.16
0.020975,0.020927,607,308,7.100000000000162e-05,68.44
0.020970,0.020931,232,306,6.0999999999998555e-05,66.01
0.020978,0.020936,195,300,6.400000000000156e-05,67.97
0.020959,0.020938,260,302,4.099999999999937e-05,59.24
0.020963,0.020940,140,298,4.099999999999937e-05,60.39
0.020968,0.020943,326,257,4.200000000000037e-05,61.85
0.020988,0.020947,338,246,5.6999999999998024e-05,67.05
0.021004,0.020953,300,243,6.499999999999909e-05,70.52
0.020996,0.020957,261,246,4.799999999999943e-05,66.74
0.021007,0.020961,331,251,5.199999999999996e-05,69.19
0.021004,0.020966,478,266,3.999999999999837e-05,67.72
0.020990,0.020968,1316.0,323,1.9000000000001654e-05,61.22
0.020961,0.020967,435,338,-5.4999999999999494e-05,50.42
0.020962,0.020967,199,339,-5.2999999999997494e-05,50.74
0.020954,0.020966,296,345,-5.7999999999999025e-05,48.04
0.020963,0.020965,159,340,-4.70000000000019e-05,51.18
0.020961,0.020965,273,338,-4.39999999999989e-05,50.40
0.020949,0.020963,213,340,-5.300000000000096e-05,45.85
0.020965,0.020963,325,345,-3.299999999999831e-05,52.06
0.020983,0.020965,355,332,-1.1999999999998123e-05,57.91
0.020962,0.020965,373,339,-2.9999999999998778e-05,50.21
0.020961,0.020965,142,337,-2.8000000000000247e-05,49.87
0.020969,0.020965,263,337,-1.7999999999997185e-05,52.64
0.020975,0.020966,159,338,-9.999999999999593e-06,54.65
0.020978,0.020967,164,330,-5.000000000001531e-06,55.67
0.020949,0.020965,583,342,-3.099999999999978e-05,45.13
0.020951,0.020964,359,345,-2.5999999999998247e-05,45.89
0.020958,0.020963,361,350,-1.4999999999997654e-05,48.58
0.020963,0.020963,419,354,-7.000000000000062e-06,50.47
0.020965,0.020964,164,338,-2.999999999999531e-06,51.25
0.020948,0.020962,416,293,-1.6999999999999654e-05,44.84
0.020945,0.020959,259,283,-1.5000000000001124e-05,43.72
0.020956,0.020959,143,276,-2.999999999999531e-06,48.77
0.020975,0.020960,265,281,4.099999999999937e-05,56.09
0.020972,0.020962,140,278,3.600000000000131e-05,54.76
0.020960,0.020961,207,274,2.2000000000001185e-05,49.68
0.020971,0.020962,339,277,2.9999999999998778e-05,54.20
0.020937,0.020960,1075.0,313,-4.49999999999999e-05,41.73
0.020965,0.020960,218,305,-1.5999999999998654e-05,51.60
0.020955,0.020960,220,309,-2.4999999999997247e-05,48.45
0.020956,0.020959,247,308,-2.3000000000002185e-05,48.78
0.020927,0.020956,347,318,-4.999999999999796e-05,40.50
0.020881,0.020949,395,329,-8.99999999999998e-05,31.40
0.020882,0.020943,518,326,-8.299999999999974e-05,31.76
0.020883,0.020937,337,325,-7.400000000000115e-05,32.14
0.020892,0.020933,269,320,-5.7999999999999025e-05,35.64
0.020893,0.020929,297,314,-5.000000000000143e-05,36.03
0.020879,0.020924,345,323,-5.7999999999999025e-05,32.99
0.020873,0.020919,506,328,-5.6000000000000494e-05,31.75
0.020889,0.020916,343,336,-3.199999999999731e-05,38.39
0.020884,0.020913,301,338,-2.9999999999998778e-05,37.18
0.020889,0.020911,302,346,-1.8999999999998185e-05,39.25
0.020885,0.020909,727,369,-1.8000000000000654e-05,38.16
0.020873,0.020905,359,380,-2.5000000000000716e-05,35.03
0.020887,0.020903,410,390,3.399999999999931e-05,41.11
0.020890,0.020902,316,394,3.399999999999931e-05,42.35
0.020889,0.020901,518,403,3.099999999999978e-05,42.03
0.020868,0.020898,269,362,8.000000000001062e-06,35.92
0.020865,0.020895,247,364,-5.2999999999997494e-05,35.13
0.020874,0.020893,683,387,-4.300000000000137e-05,39.42
0.020849,0.020889,382,394,-6.499999999999909e-05,32.91
0.020851,0.020885,139,383,-5.9999999999997555e-05,33.85
0.020861,0.020883,257,376,-4.699999999999843e-05,38.49
0.020840,0.020879,214,361,-6.399999999999809e-05,33.22
0.020847,0.020876,162,352,-5.199999999999996e-05,36.35
0.020864,0.020874,438,361,-2.9999999999998778e-05,43.30
0.020857,0.020873,349,363,-3.200000000000078e-05,41.30
0.020861,0.020872,444,368,-2.3999999999999716e-05,42.92
0.020858,0.020870,552,371,-2.2999999999998716e-05,41.99
0.020861,0.020870,393,373,-1.6999999999999654e-05,43.32
0.020849,0.020868,208,368,-2.5000000000000716e-05,39.42
0.020841,0.020865,411,374,-3.0000000000002247e-05,37.03
0.020840,0.020863,190,347,-2.6999999999999247e-05,36.73
0.020846,0.020861,296,344,-1.6999999999999654e-05,39.87
0.020847,0.020860,267,337,-1.1999999999998123e-05,40.41
0.020853,0.020859,302,336,2.2000000000001185e-05,43.63
0.020850,0.020858,372,329,1.8000000000000654e-05,42.40
0.020917,0.020864,970,364,8.200000000000221e-05,65.73
0.020870,0.020864,762,389,2.9000000000001247e-05,50.33
0.020874,0.020865,229,367,2.6999999999999247e-05,51.37
0.020851,0.020864,308,363,2.000000000002e-06,45.46
0.020827,0.020860,614,387,-0.00010800000000000046,40.25
0.020824,0.020857,302,389,-0.00010900000000000146,39.63
0.020831,0.020854,220,389,-9.699999999999986e-05,41.85
0.020842,0.020853,277,395,-8.200000000000221e-05,45.26
0.020831,0.020851,333,390,-8.800000000000127e-05,42.57
0.020823,0.020848,367,391,-8.99999999999998e-05,40.68
0.020807,0.020845,608,399,-9.500000000000133e-05,37.13
0.020818,0.020842,405,392,-7.499999999999868e-05,40.95
0.020835,0.020841,956,420,-4.900000000000043e-05,46.37
0.020839,0.020841,397,429,-3.699999999999884e-05,47.59
0.020826,0.020840,351,426,-4.29999999999979e-05,44.08
0.020831,0.020839,406,437,-3.099999999999978e-05,45.74
0.020840,0.020839,759,460,-1.4999999999997654e-05,48.68
0.020854,0.020840,504,472,7.100000000000162e-05,52.96
0.020875,0.020844,320,473,8.800000000000127e-05,58.55
0.020891,0.020848,399,474,9.800000000000086e-05,62.23
0.020893,0.020852,309,441,9.099999999999733e-05,62.67
0.020896,0.020857,363,421,8.299999999999974e-05,63.37
0.020933,0.020864,397,430,0.00010500000000000093,70.66
0.020924,0.020870,495,439,7.900000000000268e-05,67.16
0.020954,0.020878,456,431,8.89999999999988e-05,72.12
0.020945,0.020884,473,440,5.7999999999999025e-05,68.76
0.020982,0.020893,455,452,7.700000000000068e-05,74.10
0.020963,0.020900,570,466,4.099999999999937e-05,67.70
0.020976,0.020907,637,481,4.100000000000284e-05,69.64
0.020973,0.020914,524,489,2.5999999999998247e-05,68.62
0.020978,0.020920,360,477,2.2000000000001185e-05,69.42
0.020997,0.020932,1247.0,489,-1.9000000000001654e-05,72.52
0.020995,0.020938,450,491,-1.9999999999999185e-05,71.70
0.020994,0.020943,1856.0,566,-1.9000000000001654e-05,71.26
0.020990,0.020948,570,575,-2.1999999999997716e-05,69.44
0.020998,0.020953,418,558,-1.2999999999999123e-05,71.03
0.020969,0.020954,841,574,-4.099999999999937e-05,59.02
0.020961,0.020955,517,584,-4.799999999999943e-05,56.20
0.020994,0.020959,546,592,-1.3000000000002593e-05,63.88
0.020975,0.020960,284,590,-3.099999999999978e-05,57.61
0.020993,0.020963,934,619,-1.1999999999998123e-05,61.47
0.020990,0.020966,298,614,-1.3999999999996654e-05,60.48
0.020986,0.020968,197,599,-1.6999999999999654e-05,59.12
0.020982,0.020969,239,588,-1.9999999999999185e-05,57.72
0.020983,0.020972,394,572,-1.6999999999999654e-05,58.01
0.020988,0.020973,927,590,3.699999999999884e-05,59.49
0.020994,0.020976,1157.0,601,3.999999999999837e-05,61.40
0.021006,0.020979,278,597,4.799999999999943e-05,64.95
0.021010,0.020982,1071.0,633,4.60000000000009e-05,66.07
0.021013,0.020985,331,587,4.39999999999989e-05,66.92
0.020986,0.020985,778,604,1.2000000000001593e-05,53.80
0.020993,0.020986,454,534,-3.699999999999884e-05,56.20
0.020989,0.020986,372,524,-3.999999999999837e-05,54.46
0.020997,0.020987,200,513,-3.100000000000325e-05,57.31
0.020990,0.020987,244,483,-3.699999999999884e-05,54.12
0.020974,0.020986,244,469,-5.099999999999896e-05,47.61
0.020972,0.020984,160,451,-4.900000000000043e-05,46.79
0.020984,0.020984,188,413,-3.399999999999931e-05,52.10
0.020993,0.020985,176,407,-2.2999999999998716e-05,55.67
0.020995,0.020986,148,405,-1.9000000000001654e-05,56.45
0.021002,0.020987,400,413,-9.999999999999593e-06,59.15
0.020970,0.020986,220,413,-4.000000000000184e-05,45.32
0.021006,0.020988,491,418,4.200000000000037e-05,57.39
0.021015,0.020990,211,383,4.999999999999796e-05,59.78
0.021017,0.020993,599,401,4.900000000000043e-05,60.31
0.021018,0.020995,231,355,4.799999999999943e-05,60.59
0.021012,0.020997,243,353,3.900000000000084e-05,57.94
0.021022,0.020999,703,334,4.49999999999999e-05,61.00
0.021017,0.021001,615,349,3.700000000000231e-05,58.70
0.021030,0.021004,146,317,4.699999999999843e-05,62.65
0.021007,0.021004,496,319,2.1000000000000185e-05,53.00
0.021011,0.021005,355,318,2.1999999999997716e-05,54.32
0.021008,0.021005,150,316,1.5999999999998654e-05,53.11
0.021010,0.021005,303,319,1.6000000000002124e-05,53.85
0.021006,0.021005,371,325,9.999999999999593e-06,52.09
0.020993,0.021004,167,319,-4.099999999999937e-05,46.76
0.020988,0.021003,102,316,-4.39999999999989e-05,44.85
0.020999,0.021002,141,313,-3.099999999999978e-05,49.70
0.020995,0.021002,94,309,-3.300000000000178e-05,48.05
0.020992,0.021001,94,307,-3.399999999999931e-05,46.79
0.020980,0.020999,244,299,-4.300000000000137e-05,42.05
0.020972,0.020996,147,295,-4.699999999999843e-05,39.19
0.020978,0.020994,146,278,-3.699999999999884e-05,42.35
0.020985,0.020994,164,276,-2.6999999999999247e-05,45.88
0.021000,0.020994,211,256,3.0000000000002247e-05,52.59
0.020981,0.020993,136,251,9.999999999999593e-06,44.99
0.021001,0.020994,127,246,2.8999999999997778e-05,52.73
0.021034,0.020998,718,246,5.9000000000000025e-05,62.19
0.021022,0.021000,237,228,4.200000000000037e-05,57.67
0.021043,0.021004,115,226,5.7999999999999025e-05,62.77
0.021042,0.021008,429,223,5.100000000000243e-05,62.39
0.021049,0.021012,135,212,5.2999999999997494e-05,64.05
0.021042,0.021014,111,210,4.100000000000284e-05,61.14
0.021034,0.021016,257,207,2.8000000000000247e-05,57.90
0.021048,0.021019,140,196,3.700000000000231e-05,61.72
0.021062,0.021026,218,202,4.300000000000137e-05,65.37
0.021041,0.021027,250,208,1.6000000000002124e-05,56.65
0.021035,0.021028,153,211,9.000000000002062e-06,54.41
0.021027,0.021028,169,214,-3.999999999999837e-05,51.50
0.021021,0.021027,115,208,-4.49999999999999e-05,49.36
0.021015,0.021026,243,213,-4.799999999999943e-05,47.25
0.020999,0.021024,85,210,-6.199999999999956e-05,42.08
