price,ema20,ema25,ema30,ema35,ema40,ema45,ema50,vol,vol_ema,predict
0.017838,0.017851,0.017848,0.017845,0.017841,0.017837,0.017833,0.017828,353,405,0.0178372
0.017823,0.017849,0.017846,0.017843,0.017840,0.017836,0.017832,0.017828,232,391,0.017836499999999998
0.017862,0.017850,0.017848,0.017845,0.017841,0.017837,0.017834,0.017829,855,418,0.0178317
0.017865,0.017851,0.017849,0.017846,0.017843,0.017839,0.017835,0.017831,660,441,0.017826699999999997
0.017852,0.017851,0.017849,0.017846,0.017843,0.017839,0.017836,0.017832,117,438,0.0178262
0.017850,0.017851,0.017849,0.017847,0.017843,0.017840,0.017836,0.017832,108,434,0.017825
0.017829,0.017849,0.017848,0.017845,0.017843,0.017839,0.017836,0.017832,219,427,0.017824299999999998
0.017822,0.017847,0.017846,0.017844,0.017841,0.017839,0.017835,0.017832,315,431,0.017825799999999996
0.017837,0.017846,0.017845,0.017843,0.017841,0.017839,0.017835,0.017832,209,429,0.017826599999999998
0.017823,0.017843,0.017843,0.017842,0.017840,0.017838,0.017835,0.017832,287,426,0.0178285
0.017809,0.017838,0.017839,0.017839,0.017838,0.017836,0.017833,0.017830,108,313,0.017832499999999998
0.017816,0.017836,0.017837,0.017837,0.017836,0.017835,0.017832,0.017830,175,309,0.017835499999999997
0.017814,0.017834,0.017836,0.017836,0.017835,0.017834,0.017832,0.017829,151,303,0.0178391
0.017815,0.017832,0.017834,0.017835,0.017834,0.017833,0.017831,0.017829,90,295,0.0178435
0.017847,0.017834,0.017835,0.017835,0.017835,0.017833,0.017832,0.017829,186,295,0.0178459
0.017838,0.017834,0.017835,0.017835,0.017835,0.017834,0.017832,0.017830,142,289,0.017849499999999997
0.017822,0.017833,0.017834,0.017835,0.017834,0.017833,0.017832,0.017830,252,242,0.017856100000000003
0.017837,0.017834,0.017835,0.017835,0.017835,0.017834,0.017832,0.017830,193,247,0.017861900000000003
0.017845,0.017835,0.017835,0.017836,0.017835,0.017834,0.017833,0.017831,214,240,0.017869299999999998
0.017842,0.017835,0.017836,0.017836,0.017835,0.017834,0.017833,0.017831,129,235,0.0178777
0.017849,0.017837,0.017837,0.017837,0.017836,0.017835,0.017834,0.017832,158,200,0.0178807
0.017846,0.017838,0.017838,0.017837,0.017837,0.017836,0.017834,0.017832,102,172,0.017882199999999997
0.017850,0.017839,0.017839,0.017838,0.017838,0.017836,0.017835,0.017833,235,178,0.0178812
0.017859,0.017841,0.017840,0.017840,0.017839,0.017837,0.017836,0.017834,280,186,0.0178757
0.017871,0.017844,0.017843,0.017842,0.017841,0.017839,0.017837,0.017835,334,192,0.0178713
0.017874,0.017846,0.017845,0.017844,0.017842,0.017841,0.017839,0.017837,202,187,0.017865200000000005
0.017888,0.017850,0.017848,0.017847,0.017845,0.017843,0.017841,0.017839,254,189,0.017858600000000002
0.017895,0.017855,0.017852,0.017850,0.017848,0.017846,0.017844,0.017841,458,197,0.0178511
0.017919,0.017861,0.017857,0.017854,0.017852,0.017849,0.017847,0.017844,240,205,0.0178414
0.017926,0.017867,0.017862,0.017859,0.017856,0.017853,0.017850,0.017847,519,225,0.017830199999999997
0.017879,0.017868,0.017864,0.017860,0.017857,0.017854,0.017851,0.017849,353,234,0.017823199999999997
0.017861,0.017868,0.017865,0.017861,0.017858,0.017856,0.017853,0.017850,635,263,0.0178181
0.017840,0.017866,0.017863,0.017860,0.017857,0.017855,0.017852,0.017850,560,281,0.017816
0.017804,0.017860,0.017858,0.017856,0.017854,0.017852,0.017850,0.017848,9555.0,752,0.0178195
0.017827,0.017857,0.017856,0.017854,0.017853,0.017851,0.017849,0.017847,984,792,0.017821999999999998
0.017813,0.017850,0.017850,0.017850,0.017849,0.017848,0.017847,0.017845,514,816,0.017824899999999998
0.017822,0.017847,0.017848,0.017848,0.017848,0.017847,0.017846,0.017844,1385.0,875,0.0178265
0.017820,0.017845,0.017846,0.017846,0.017846,0.017846,0.017845,0.017843,474,892,0.017829
0.017822,0.017843,0.017844,0.017845,0.017845,0.017844,0.017844,0.017842,238,896,0.0178292
0.017814,0.017840,0.017842,0.017843,0.017843,0.017843,0.017842,0.017841,2520.0,1016.9999999999999,0.0178301
0.017809,0.017837,0.017839,0.017841,0.017841,0.017841,0.017841,0.017840,650,1038.0,0.017830699999999998
0.017810,0.017834,0.017837,0.017839,0.017840,0.017840,0.017840,0.017839,541,1051.0,0.017831
0.017819,0.017833,0.017836,0.017837,0.017838,0.017839,0.017839,0.017838,510,1060.0,0.0178296
0.017839,0.017833,0.017836,0.017838,0.017838,0.017839,0.017839,0.017838,678,1083.0,0.0178234
0.017852,0.017835,0.017837,0.017838,0.017839,0.017839,0.017839,0.017839,391,1090.0,0.0178154
0.017842,0.017836,0.017838,0.017839,0.017839,0.017840,0.017839,0.017839,3149.0,1225.0,0.0178085
0.017838,0.017836,0.017838,0.017839,0.017839,0.017840,0.017839,0.017839,918,1259.0,0.0178018
0.017845,0.017837,0.017838,0.017839,0.017840,0.017840,0.017840,0.017839,178,1242.0,0.017794700000000004
0.017824,0.017836,0.017837,0.017838,0.017839,0.017839,0.017839,0.017838,681,1258.0,0.017790900000000002
0.017823,0.017834,0.017836,0.017837,0.017838,0.017838,0.017838,0.017838,749,1287.0,0.017789299999999997
0.017815,0.017833,0.017834,0.017836,0.017837,0.017837,0.017837,0.017837,347,1272.0,0.017788699999999998
0.017813,0.017831,0.017833,0.017834,0.017835,0.017836,0.017836,0.017836,256,1257.0,0.017789799999999998
0.017805,0.017828,0.017831,0.017832,0.017834,0.017834,0.017835,0.017835,359,797,0.0177894
0.017777,0.017823,0.017826,0.017829,0.017830,0.017832,0.017832,0.017833,228,759,0.0177916
0.017772,0.017819,0.017822,0.017825,0.017827,0.017829,0.017830,0.017830,280,752,0.017794400000000005
0.017773,0.017814,0.017818,0.017822,0.017824,0.017826,0.017827,0.017828,365,745,0.017797
0.017771,0.017810,0.017815,0.017818,0.017821,0.017823,0.017825,0.017826,251,688,0.017799600000000002
0.017774,0.017807,0.017812,0.017816,0.017819,0.017821,0.017823,0.017824,224,676,0.0178031
0.017786,0.017805,0.017810,0.017814,0.017817,0.017819,0.017821,0.017822,276,677,0.017804499999999997
0.017807,0.017805,0.017810,0.017813,0.017816,0.017819,0.017820,0.017822,248,564,0.0178039
0.017809,0.017805,0.017809,0.017813,0.017816,0.017818,0.017820,0.017821,237,543,0.017802900000000003
0.017824,0.017807,0.017811,0.017813,0.017816,0.017818,0.017820,0.017821,165,506,0.017798599999999998
0.017801,0.017807,0.017810,0.017813,0.017815,0.017817,0.017819,0.017820,130,478,0.0177965
0.017799,0.017806,0.017809,0.017812,0.017814,0.017816,0.017818,0.017819,254,471,0.017795799999999997
0.017800,0.017805,0.017808,0.017811,0.017813,0.017815,0.017817,0.017818,180,323,0.0177928
0.017799,0.017805,0.017808,0.017810,0.017813,0.017815,0.017816,0.017818,101,282,0.0177907
0.017797,0.017804,0.017807,0.017809,0.017812,0.017814,0.017816,0.017817,212,284,0.0177895
0.017809,0.017805,0.017807,0.017809,0.017812,0.017814,0.017815,0.017817,114,255,0.0177869
0.017800,0.017804,0.017806,0.017809,0.017811,0.017813,0.017815,0.017816,330,234,0.017784200000000003
0.017801,0.017804,0.017806,0.017808,0.017810,0.017812,0.017814,0.017815,384,236,0.0177822
0.017799,0.017803,0.017805,0.017808,0.017810,0.017812,0.017813,0.017815,197,233,0.0177807
0.017781,0.017801,0.017804,0.017806,0.017808,0.017810,0.017812,0.017813,247,228,0.0177809
0.017780,0.017799,0.017802,0.017804,0.017807,0.017809,0.017811,0.017812,265,230,0.0177832
0.017792,0.017799,0.017801,0.017803,0.017806,0.017808,0.017810,0.017811,277,229,0.017786299999999998
0.017770,0.017796,0.017799,0.017801,0.017804,0.017806,0.017808,0.017810,159,219,0.0177907
0.017778,0.017794,0.017797,0.017800,0.017802,0.017805,0.017807,0.017808,144,214,0.0177942
0.017785,0.017793,0.017796,0.017799,0.017801,0.017804,0.017806,0.017807,409,223,0.0177954
0.017783,0.017792,0.017795,0.017798,0.017800,0.017803,0.017805,0.017807,506,235,0.017796700000000002
0.017773,0.017790,0.017793,0.017796,0.017799,0.017801,0.017803,0.017805,152,230,0.0177976
0.017781,0.017790,0.017792,0.017795,0.017798,0.017800,0.017802,0.017804,178,227,0.017799600000000002
0.017784,0.017789,0.017792,0.017795,0.017797,0.017799,0.017802,0.017803,638,252,0.0178024
0.017783,0.017788,0.017791,0.017794,0.017796,0.017799,0.017801,0.017803,286,258,0.0178037
0.017803,0.017790,0.017792,0.017794,0.017797,0.017799,0.017801,0.017803,170,260,0.017803500000000003
0.017823,0.017793,0.017794,0.017796,0.017798,0.017800,0.017802,0.017803,524,274,0.017798400000000002
0.017814,0.017795,0.017796,0.017797,0.017799,0.017801,0.017802,0.017804,213,275,0.017792500000000003
0.017813,0.017797,0.017797,0.017798,0.017800,0.017801,0.017803,0.017804,209,281,0.0177872
0.017797,0.017797,0.017797,0.017798,0.017800,0.017801,0.017803,0.017804,266,283,0.017782
0.017796,0.017797,0.017797,0.017798,0.017799,0.017801,0.017802,0.017804,166,286,0.0177782
0.017782,0.017795,0.017796,0.017797,0.017798,0.017800,0.017801,0.017803,245,282,0.017777599999999998
0.017801,0.017796,0.017796,0.017797,0.017799,0.017800,0.017801,0.017803,5793.0,552,0.017774199999999997
0.017812,0.017797,0.017798,0.017798,0.017799,0.017801,0.017802,0.017803,330,559,0.01777
0.017796,0.017800,0.017799,0.017800,0.017800,0.017801,0.017802,0.017803,287,564,0.0177669
0.017801,0.017800,0.017800,0.017800,0.017800,0.017801,0.017802,0.017803,410,576,0.0177637
0.017772,0.017797,0.017797,0.017798,0.017799,0.017800,0.017801,0.017802,626,600,0.017764099999999998
0.017755,0.017793,0.017794,0.017795,0.017796,0.017798,0.017799,0.017800,220,591,0.017767
0.017760,0.017790,0.017792,0.017793,0.017794,0.017796,0.017797,0.017799,396,585,0.017767300000000003
0.017745,0.017786,0.017788,0.017790,0.017792,0.017793,0.017795,0.017797,141,585,0.017768700000000002
0.017758,0.017783,0.017786,0.017788,0.017790,0.017792,0.017793,0.017795,307,591,0.0177671
0.017776,0.017782,0.017785,0.017787,0.017789,0.017791,0.017793,0.017794,328,576,0.017762800000000002
0.017767,0.017781,0.017784,0.017786,0.017788,0.017790,0.017792,0.017793,206,572,0.0177595
0.017770,0.017780,0.017782,0.017785,0.017787,0.017789,0.017791,0.017792,222,574,0.0177546
0.017765,0.017778,0.017781,0.017783,0.017786,0.017788,0.017790,0.017791,128,555,0.0177497
0.017769,0.017778,0.017780,0.017783,0.017785,0.017787,0.017789,0.017790,111,549,0.017742600000000004
0.017776,0.017777,0.017780,0.017782,0.017784,0.017786,0.017788,0.017790,148,546,0.0177336
0.017784,0.017778,0.017780,0.017782,0.017784,0.017786,0.017788,0.017790,170,542,0.017724200000000002
0.017763,0.017777,0.017779,0.017781,0.017783,0.017785,0.017787,0.017789,520,559,0.017717300000000002
0.017759,0.017775,0.017777,0.017780,0.017782,0.017784,0.017786,0.017787,255,560,0.017709700000000002
0.017742,0.017772,0.017775,0.017777,0.017779,0.017782,0.017784,0.017786,293,285,0.017704900000000003
0.017733,0.017768,0.017771,0.017774,0.017777,0.017779,0.017782,0.017784,573,297,0.017700300000000002
0.017734,0.017765,0.017769,0.017772,0.017775,0.017777,0.017779,0.017782,341,302,0.017693999999999998
0.017721,0.017761,0.017765,0.017768,0.017772,0.017774,0.017777,0.017779,229,295,0.0176912
0.017716,0.017756,0.017761,0.017765,0.017768,0.017772,0.017774,0.017777,242,293,0.0176884
0.017698,0.017751,0.017756,0.017761,0.017765,0.017768,0.017771,0.017774,332,289,0.017687100000000004
0.017686,0.017745,0.017751,0.017756,0.017760,0.017764,0.017767,0.017770,247,270,0.017685399999999997
0.017690,0.017739,0.017746,0.017752,0.017756,0.017760,0.017764,0.017767,245,272,0.0176829
0.017694,0.017735,0.017742,0.017748,0.017753,0.017757,0.017761,0.017764,337,269,0.017681999999999996
0.017683,0.017730,0.017738,0.017744,0.017749,0.017753,0.017757,0.017761,295,276,0.0176819
0.017694,0.017727,0.017734,0.017741,0.017746,0.017751,0.017755,0.017758,189,271,0.01768
0.017687,0.017723,0.017731,0.017737,0.017743,0.017747,0.017752,0.017756,207,264,0.017678
0.017671,0.017718,0.017726,0.017733,0.017739,0.017744,0.017748,0.017752,235,266,0.017677999999999996
0.017693,0.017716,0.017723,0.017730,0.017736,0.017741,0.017746,0.017750,686,289,0.017675899999999998
0.017688,0.017713,0.017721,0.017728,0.017733,0.017739,0.017743,0.017748,350,300,0.0176696
0.017685,0.017710,0.017718,0.017725,0.017731,0.017736,0.017741,0.017745,238,307,0.0176643
0.017669,0.017706,0.017714,0.017721,0.017727,0.017733,0.017738,0.017742,310,315,0.0176593
0.017665,0.017702,0.017710,0.017718,0.017724,0.017729,0.017735,0.017739,238,318,0.017657399999999997
0.017685,0.017701,0.017708,0.017715,0.017722,0.017727,0.017732,0.017737,234,304,0.0176534
0.017682,0.017699,0.017706,0.017713,0.017719,0.017725,0.017730,0.017735,155,299,0.017651
0.017675,0.017697,0.017704,0.017711,0.017717,0.017723,0.017728,0.017732,292,299,0.017648999999999998
0.017667,0.017694,0.017701,0.017708,0.017714,0.017720,0.017725,0.017730,706,305,0.0176479
0.017671,0.017692,0.017699,0.017706,0.017712,0.017718,0.017723,0.017728,460,311,0.0176476
0.017672,0.017690,0.017697,0.017703,0.017710,0.017715,0.017721,0.017725,204,310,0.0176453
0.017625,0.017684,0.017691,0.017698,0.017705,0.017711,0.017716,0.017721,631,330,0.0176486
0.017632,0.017679,0.017687,0.017694,0.017701,0.017707,0.017713,0.017718,1253.0,376,0.017649900000000003
0.017619,0.017673,0.017682,0.017689,0.017696,0.017703,0.017709,0.017714,357,381,0.017652099999999997
0.017646,0.017670,0.017679,0.017686,0.017694,0.017700,0.017706,0.017711,966,417,0.017649199999999997
0.017645,0.017668,0.017676,0.017684,0.017691,0.017697,0.017703,0.017709,186,410,0.0176452
0.017658,0.017667,0.017675,0.017682,0.017689,0.017695,0.017701,0.017707,367,413,0.017642700000000004
0.017655,0.017666,0.017673,0.017680,0.017687,0.017693,0.017699,0.017705,555,432,0.017639300000000004
0.017656,0.017665,0.017672,0.017679,0.017685,0.017692,0.017697,0.017703,555,449,0.017635699999999997
0.017668,0.017665,0.017672,0.017678,0.017684,0.017690,0.017696,0.017701,378,456,0.017630399999999997
0.017649,0.017664,0.017670,0.017676,0.017682,0.017688,0.017694,0.017699,156,430,0.0176252
0.017658,0.017662,0.017667,0.017673,0.017679,0.017685,0.017691,0.017696,627,448,0.0176215
0.017645,0.017660,0.017666,0.017672,0.017677,0.017683,0.017689,0.017694,332,449,0.017618
0.017641,0.017658,0.017664,0.017670,0.017675,0.017681,0.017687,0.017692,224,449,0.0176127
0.017617,0.017655,0.017660,0.017666,0.017672,0.017678,0.017684,0.017689,783,476,0.0176097
0.017605,0.017650,0.017656,0.017662,0.017668,0.017674,0.017680,0.017686,601,498,0.017608
0.017633,0.017648,0.017654,0.017660,0.017666,0.017672,0.017678,0.017684,393,504,0.017603799999999996
0.017621,0.017644,0.017650,0.017656,0.017662,0.017668,0.017674,0.017679,272,469,0.017602899999999998
0.017620,0.017642,0.017648,0.017654,0.017660,0.017666,0.017671,0.017677,581,488,0.017603799999999996
0.017615,0.017639,0.017645,0.017651,0.017657,0.017663,0.017669,0.017674,225,468,0.017607599999999998
0.017597,0.017635,0.017642,0.017648,0.017654,0.017660,0.017666,0.017671,955,453,0.017614499999999998
0.017621,0.017634,0.017640,0.017646,0.017652,0.017658,0.017664,0.017669,2682.0,569,0.0176194
0.017610,0.017632,0.017638,0.017644,0.017650,0.017656,0.017662,0.017667,1240.0,583,0.0176261
0.017588,0.017628,0.017634,0.017640,0.017646,0.017652,0.017658,0.017664,1102.0,629,0.017632600000000002
0.017587,0.017620,0.017627,0.017634,0.017640,0.017646,0.017652,0.017658,385,621,0.017635500000000002
0.017588,0.017617,0.017624,0.017631,0.017637,0.017643,0.017650,0.017655,351,611,0.0176372
0.017591,0.017615,0.017621,0.017628,0.017635,0.017641,0.017647,0.017653,244,604,0.0176385
0.017612,0.017614,0.017621,0.017627,0.017633,0.017639,0.017645,0.017651,165,605,0.017640000000000003
0.017629,0.017616,0.017621,0.017627,0.017633,0.017639,0.017645,0.017650,305,603,0.0176371
0.017653,0.017619,0.017624,0.017629,0.017634,0.017640,0.017645,0.017650,290,586,0.0176322
0.017666,0.017624,0.017627,0.017631,0.017636,0.017641,0.017646,0.017651,334,586,0.0176275
0.017670,0.017628,0.017630,0.017634,0.017638,0.017642,0.017647,0.017652,207,586,0.017620200000000003
0.017677,0.017633,0.017634,0.017637,0.017640,0.017644,0.017648,0.017653,333,563,0.0176126
0.017653,0.017635,0.017635,0.017638,0.017641,0.017644,0.017649,0.017653,1033.0,585,0.017605799999999998
0.017616,0.017633,0.017634,0.017636,0.017639,0.017643,0.017647,0.017651,372,584,0.0176024
0.017605,0.017630,0.017632,0.017634,0.017637,0.017641,0.017645,0.017650,253,586,0.0175997
0.017604,0.017628,0.017630,0.017632,0.017636,0.017639,0.017644,0.017648,434,594,0.0175976
0.017627,0.017628,0.017629,0.017632,0.017635,0.017639,0.017643,0.017647,351,582,0.0175923
0.017600,0.017625,0.017627,0.017630,0.017633,0.017637,0.017641,0.017645,759,609,0.017589800000000003
0.017604,0.017623,0.017625,0.017628,0.017632,0.017635,0.017639,0.017644,262,574,0.017587399999999996
0.017619,0.017623,0.017625,0.017628,0.017631,0.017635,0.017638,0.017643,222,451,0.0175817
0.017597,0.017620,0.017623,0.017626,0.017629,0.017633,0.017637,0.017641,332,406,0.0175766
0.017601,0.017618,0.017621,0.017624,0.017627,0.017631,0.017635,0.017639,186,360,0.017568200000000003
0.017585,0.017615,0.017618,0.017622,0.017625,0.017629,0.017633,0.017637,196,351,0.017560600000000003
0.017582,0.017612,0.017615,0.017619,0.017623,0.017627,0.017631,0.017635,247,344,0.017555499999999998
0.017578,0.017609,0.017613,0.017616,0.017620,0.017624,0.017628,0.017633,179,335,0.0175494
0.017583,0.017606,0.017610,0.017614,0.017618,0.017622,0.017626,0.017631,247,335,0.017543899999999998
0.017574,0.017603,0.017608,0.017612,0.017616,0.017620,0.017624,0.017629,127,333,0.017539399999999997
0.017575,0.017601,0.017605,0.017609,0.017613,0.017618,0.017622,0.017626,250,331,0.017534
0.017580,0.017599,0.017603,0.017607,0.017612,0.017616,0.017620,0.017625,1074.0,370,0.017527
0.017562,0.017595,0.017600,0.017604,0.017609,0.017613,0.017618,0.017622,616,384,0.0175212
0.017546,0.017590,0.017596,0.017601,0.017605,0.017610,0.017615,0.017619,424,395,0.0175136
0.017517,0.017583,0.017590,0.017595,0.017600,0.017605,0.017610,0.017615,695,413,0.017509000000000004
0.017509,0.017576,0.017584,0.017590,0.017595,0.017601,0.017606,0.017611,374,380,0.0175054
0.017531,0.017572,0.017579,0.017586,0.017592,0.017597,0.017603,0.017608,553,389,0.017499699999999997
0.017517,0.017567,0.017575,0.017581,0.017588,0.017593,0.017599,0.017604,329,393,0.017494899999999997
0.017528,0.017563,0.017571,0.017578,0.017584,0.017590,0.017596,0.017601,1190.0,431,0.017489399999999995
0.017529,0.017560,0.017568,0.017575,0.017581,0.017587,0.017593,0.017598,610,443,0.0174846
0.017521,0.017556,0.017564,0.017571,0.017578,0.017584,0.017590,0.017595,1395.0,475,0.0174804
0.017510,0.017552,0.017560,0.017567,0.017574,0.017580,0.017586,0.017592,319,478,0.0174771
0.017504,0.017547,0.017556,0.017563,0.017570,0.017577,0.017583,0.017589,634,499,0.0174727
0.017470,0.017540,0.017549,0.017557,0.017565,0.017571,0.017578,0.017584,1396.0,552,0.0174799
0.017471,0.017533,0.017543,0.017552,0.017559,0.017567,0.017573,0.017580,555,570,0.017486099999999997
0.017473,0.017528,0.017538,0.017547,0.017555,0.017562,0.017569,0.017575,364,579,0.0174898
0.017474,0.017522,0.017533,0.017542,0.017550,0.017558,0.017565,0.017571,346,584,0.017493099999999998
0.017469,0.017517,0.017528,0.017537,0.017546,0.017553,0.017561,0.017567,397,595,0.0174981
0.017473,0.017513,0.017524,0.017533,0.017542,0.017549,0.017557,0.017564,217,593,0.0175037
0.017481,0.017510,0.017520,0.017530,0.017538,0.017546,0.017553,0.017560,184,596,0.0175073
0.017479,0.017507,0.017517,0.017526,0.017535,0.017543,0.017550,0.017557,242,596,0.0175113
0.017477,0.017504,0.017514,0.017523,0.017532,0.017540,0.017547,0.017554,314,558,0.0175174
0.017460,0.017500,0.017510,0.017519,0.017528,0.017536,0.017543,0.017550,715,563,0.017525699999999998
0.017542,0.017504,0.017512,0.017521,0.017529,0.017536,0.017543,0.017550,819,582,0.017524500000000002
0.017533,0.017507,0.017514,0.017521,0.017529,0.017536,0.017543,0.017549,776,586,0.0175239
0.017510,0.017507,0.017514,0.017521,0.017528,0.017535,0.017541,0.017548,413,588,0.017530200000000003
0.017507,0.017507,0.017513,0.017520,0.017527,0.017533,0.017540,0.017546,175,569,0.017533600000000003
0.017519,0.017508,0.017514,0.017520,0.017526,0.017533,0.017539,0.017545,281,567,0.017536600000000003
0.017529,0.017510,0.017515,0.017520,0.017526,0.017532,0.017539,0.017545,443,530,0.017538
0.017517,0.017511,0.017515,0.017520,0.017526,0.017532,0.017538,0.017543,245,512,0.017539500000000003
0.017519,0.017512,0.017515,0.017520,0.017525,0.017531,0.017537,0.017543,481,466,0.0175412
0.017538,0.017514,0.017517,0.017521,0.017526,0.017531,0.017537,0.017542,425,471,0.017542099999999998
0.017543,0.017517,0.017519,0.017523,0.017527,0.017532,0.017537,0.017542,224,451,0.017540100000000003
0.017530,0.017518,0.017520,0.017523,0.017527,0.017532,0.017537,0.017542,121,387,0.017539500000000003
0.017527,0.017519,0.017520,0.017523,0.017527,0.017532,0.017536,0.017541,123,365,0.0175398
0.017573,0.017524,0.017524,0.017527,0.017530,0.017534,0.017538,0.017543,194,357,0.017532199999999998
0.017541,0.017526,0.017526,0.017528,0.017530,0.017534,0.017538,0.017542,559,367,0.017527900000000003
0.017549,0.017528,0.017528,0.017529,0.017531,0.017535,0.017539,0.017543,148,355,0.0175238
0.017543,0.017529,0.017529,0.017530,0.017532,0.017535,0.017539,0.017543,115,350,0.0175196
0.017532,0.017530,0.017529,0.017530,0.017532,0.017535,0.017538,0.017542,131,347,0.0175182
0.017536,0.017530,0.017530,0.017530,0.017532,0.017535,0.017538,0.017542,429,356,0.017518
0.017547,0.017532,0.017531,0.017531,0.017533,0.017536,0.017539,0.017542,603,371,0.0175208
0.017523,0.017531,0.017530,0.017531,0.017533,0.017535,0.017538,0.017542,220,346,0.0175267
0.017524,0.017530,0.017530,0.017530,0.017532,0.017534,0.017537,0.017541,93,310,0.017532600000000002
0.017530,0.017530,0.017530,0.017530,0.017532,0.017534,0.017537,0.017540,216,282,0.017537599999999997
0.017497,0.017527,0.017527,0.017528,0.017530,0.017532,0.017535,0.017539,279,275,0.0175471
0.017498,0.017524,0.017525,0.017526,0.017528,0.017531,0.017534,0.017537,643,299,0.017556799999999997
0.017508,0.017523,0.017524,0.017525,0.017527,0.017530,0.017533,0.017536,195,294,0.0175605
0.017501,0.017521,0.017522,0.017524,0.017526,0.017528,0.017531,0.017535,129,279,0.0175656
0.017518,0.017520,0.017522,0.017523,0.017525,0.017528,0.017531,0.017534,154,274,0.017568
0.017534,0.017522,0.017523,0.017524,0.017526,0.017528,0.017531,0.017534,256,263,0.017570000000000002
0.017575,0.017527,0.017527,0.017527,0.017528,0.017530,0.017533,0.017536,501,267,0.0175663
0.017582,0.017532,0.017531,0.017531,0.017531,0.017533,0.017535,0.017537,288,270,0.0175615
0.017583,0.017537,0.017535,0.017534,0.017534,0.017535,0.017537,0.017539,317,280,0.0175575
0.017580,0.017541,0.017538,0.017537,0.017537,0.017537,0.017539,0.017541,154,281,0.0175546
0.017592,0.017546,0.017542,0.017541,0.017540,0.017540,0.017541,0.017543,322,288,0.0175489
0.017595,0.017551,0.017547,0.017544,0.017543,0.017543,0.017543,0.017545,152,267,0.017542099999999998
0.017545,0.017554,0.017550,0.017547,0.017546,0.017545,0.017546,0.017547,588,289,0.0175392
0.017552,0.017553,0.017550,0.017547,0.017546,0.017546,0.017546,0.017547,264,287,0.0175342
0.017542,0.017552,0.017549,0.017547,0.017546,0.017545,0.017546,0.017547,220,268,0.017531899999999996
0.017554,0.017552,0.017549,0.017548,0.017546,0.017546,0.017546,0.017547,325,273,0.017527300000000003
0.017538,0.017551,0.017549,0.017547,0.017546,0.017546,0.017546,0.017547,121,274,0.017525199999999998
0.017534,0.017549,0.017547,0.017546,0.017545,0.017545,0.017545,0.017546,405,284,0.0175258
0.017543,0.017549,0.017547,0.017546,0.017545,0.017545,0.017545,0.017546,131,276,0.0175242
0.017551,0.017549,0.017547,0.017546,0.017545,0.017545,0.017545,0.017546,266,257,0.017520700000000004
0.017535,0.017547,0.017546,0.017545,0.017545,0.017545,0.017545,0.017546,454,270,0.0175189
0.017527,0.017546,0.017545,0.017544,0.017544,0.017544,0.017544,0.017545,299,279,0.01752
0.017516,0.017543,0.017543,0.017542,0.017542,0.017542,0.017543,0.017544,409,292,0.017524699999999997
0.017502,0.017539,0.017540,0.017540,0.017540,0.017540,0.017541,0.017542,406,299,0.017532200000000005
0.017519,0.017537,0.017538,0.017539,0.017539,0.017539,0.017540,0.017541,272,288,0.0175368
0.017508,0.017534,0.017536,0.017537,0.017537,0.017538,0.017539,0.017540,196,283,0.0175455
0.017517,0.017533,0.017534,0.017535,0.017536,0.017537,0.017538,0.017539,205,277,0.0175537
0.017540,0.017533,0.017535,0.017536,0.017536,0.017537,0.017538,0.017539,235,282,0.017557899999999998
0.017527,0.017533,0.017534,0.017535,0.017536,0.017537,0.017537,0.017539,331,282,0.017562699999999997
0.017516,0.017531,0.017533,0.017534,0.017535,0.017536,0.017537,0.017538,349,292,0.017566699999999998
0.017517,0.017530,0.017532,0.017533,0.017534,0.017535,0.017536,0.017537,782,325,0.017571399999999997
0.017538,0.017531,0.017532,0.017533,0.017534,0.017535,0.017536,0.017537,176,304,0.0175746
0.017563,0.017534,0.017534,0.017535,0.017536,0.017536,0.017537,0.017538,198,302,0.0175754
0.017577,0.017538,0.017538,0.017538,0.017538,0.017538,0.017539,0.017540,444,311,0.017575799999999996
0.017565,0.017540,0.017540,0.017539,0.017539,0.017539,0.017540,0.017541,387,320,0.017577199999999998
0.017595,0.017546,0.017544,0.017543,0.017542,0.017542,0.017542,0.017543,436,325,0.0175743
0.017599,0.017551,0.017548,0.017547,0.017546,0.017545,0.017545,0.017545,219,330,0.0175708
0.017582,0.017554,0.017551,0.017549,0.017548,0.017547,0.017546,0.017546,260,323,0.0175702
0.017575,0.017556,0.017553,0.017551,0.017549,0.017548,0.017548,0.017547,369,335,0.017570400000000003
0.017556,0.017556,0.017553,0.017551,0.017550,0.017549,0.017548,0.017548,197,331,0.017572700000000004
0.017564,0.017556,0.017554,0.017552,0.017550,0.017549,0.017549,0.017548,201,319,0.0175755
0.017570,0.017558,0.017555,0.017553,0.017551,0.017550,0.017550,0.017549,186,313,0.0175781
0.017571,0.017559,0.017556,0.017554,0.017552,0.017551,0.017551,0.017550,157,300,0.017580199999999997
0.017581,0.017561,0.017558,0.017556,0.017554,0.017553,0.017552,0.017551,197,290,0.017581599999999996
0.017579,0.017563,0.017560,0.017557,0.017555,0.017554,0.017553,0.017552,171,285,0.0175833
0.017566,0.017563,0.017560,0.017558,0.017556,0.017555,0.017554,0.017553,237,287,0.0175869
0.017564,0.017563,0.017561,0.017558,0.017556,0.017555,0.017554,0.017553,340,294,0.0175897
