close_price,open_price,high_price,low_price,ema_dif,rsi
767.76,766.84,767.76,766.4300000000001,0.7399999999998954,62.98
766.92,767.77,767.79,766.1,0.7299999999999045,58.43
767.3399999999999,766.92,767.9999999999999,766.68,0.7500000000001137,59.99
766.26,767.4,767.71,765.42,0.5399999999999636,54.36
767.98,766.26,768.1300000000001,766.0799999999999,0.6600000000000819,60.69
768.01,767.99,769.4399999999999,767.76,0.6900000000000546,60.79
771.2099999999999,768.07,771.71,768.07,1.1499999999999773,69.80
771.3499999999999,771.2099999999999,771.92,770.34,1.3500000000000227,70.12
771.81,771.49,773.35,771.28,1.4500000000001592,71.21
772.5500000000001,771.79,774.0,771.58,1.5299999999999727,72.92
772.9999999999999,772.5600000000001,773.42,772.23,1.5500000000000682,73.94
775.42,772.9999999999999,775.86,772.92,1.830000000000041,78.59
774.19,775.45,775.9399999999999,773.5300000000001,1.6900000000000546,71.60
774.6400000000001,774.03,775.48,773.78,1.5699999999999363,72.56
774.4399999999999,774.62,775.2199999999999,774.23,1.3799999999999955,71.40
774.1800000000001,774.58,774.6999999999999,773.78,1.1600000000000819,69.84
774.47,774.2,774.9499999999999,773.95,1.0100000000001046,70.61
774.3800000000001,774.47,775.2199999999999,773.95,0.8599999999999,70.01
772.22,774.3800000000001,774.9100000000001,772.21,0.38999999999998636,57.44
772.1500000000001,772.21,772.96,771.9399999999999,0.10000000000013642,57.08
772.65,772.11,772.95,771.92,0.009999999999990905,59.04
773.7900000000001,772.66,774.13,772.38,0.13999999999998636,63.18
772.9,773.8100000000001,773.9799999999999,772.71,0.06000000000005912,58.23
773.15,772.88,773.43,772.3299999999999,0.06000000000005912,59.20
771.57,773.23,773.29,771.2199999999999,-0.19000000000005457,51.15
771.81,771.54,772.5600000000001,771.0,-0.2800000000000864,52.21
771.63,771.66,771.76,771.0699999999999,-0.32999999999992724,51.31
771.6,771.74,771.8800000000001,770.78,-0.3500000000001364,51.15
772.48,771.64,773.24,771.0300000000001,-0.1999999999999318,55.50
773.14,772.51,773.4399999999999,772.5,-0.009999999999990905,58.48
774.27,773.2,774.66,772.64,0.2599999999998772,63.05
773.6600000000001,774.19,774.6999999999999,773.43,0.3100000000000591,59.26
773.43,773.6700000000001,774.0,773.35,0.2799999999999727,57.85
773.16,773.41,773.5799999999999,772.97,0.21000000000015007,56.15
772.3199999999999,773.04,773.1899999999999,772.3199999999999,0.020000000000095497,51.15
773.03,772.3199999999999,773.29,772.0100000000001,0.029999999999972715,54.81
772.4100000000001,773.04,773.1899999999999,770.6300000000001,-0.06000000000005912,51.20
772.0,772.39,772.9,771.3000000000001,-0.16000000000008185,48.90
771.4200000000001,771.9,772.21,771.26,-0.29999999999984084,45.77
772.31,771.4300000000001,772.5400000000001,771.3299999999999,-0.22000000000002728,50.96
771.87,772.3199999999999,774.0,771.6199999999999,-0.2299999999999045,48.49
773.34,771.9,774.0,771.51,-0.009999999999990905,56.13
775.0799999999999,773.35,775.52,772.4499999999999,0.38999999999998636,63.11
774.9599999999999,775.14,775.58,774.16,0.5599999999999454,62.38
775.0500000000001,774.9200000000001,775.44,774.59,0.6299999999999955,62.73
772.84,775.14,775.15,772.5500000000001,0.3000000000000682,50.30
768.69,772.9,772.93,767.4699999999999,-0.5299999999999727,35.91
768.73,768.69,770.0,766.2900000000001,-0.9399999999999409,36.10
767.94,768.78,768.78,766.77,-1.240000000000009,33.96
769.59,767.97,769.77,767.9,-1.0600000000001728,41.73
770.21,769.6999999999999,770.4999999999999,769.19,-0.82000000000005,44.37
769.81,770.1800000000001,770.28,769.15,-0.6899999999999409,43.01
768.36,769.9300000000001,770.2,767.36,-0.8000000000000682,38.43
768.07,768.33,769.42,767.8599999999999,-0.8599999999999,37.56
769.9599999999999,768.03,770.58,767.1500000000001,-0.5499999999999545,46.07
771.3499999999999,770.0,771.81,769.61,-0.12999999999999545,51.32
773.3199999999999,771.3399999999999,773.43,770.62,0.39999999999997726,57.61
772.5400000000001,773.23,773.61,772.2900000000001,0.5399999999999636,54.60
771.15,772.5400000000001,773.47,770.58,0.37999999999999545,49.62
772.5400000000001,771.5,772.97,771.12,0.4799999999999045,54.13
771.72,772.5799999999999,772.9999999999999,771.02,0.37999999999999545,51.22
769.6600000000001,771.5500000000001,771.72,768.64,-0.009999999999990905,44.72
770.2,769.59,770.6300000000001,768.31,-0.13999999999998636,46.63
768.7199999999999,770.42,771.0500000000001,768.6800000000001,-0.43000000000006366,42.31
769.21,769.02,769.76,767.22,-0.4799999999999045,44.15
770.46,769.07,770.8,769.0600000000001,-0.2900000000000773,48.66
769.03,770.46,770.46,768.7900000000001,-0.38999999999998636,44.26
770.14,769.16,770.61,769.0600000000001,-0.25,48.18
771.39,770.14,771.66,769.8399999999999,0.02999999999985903,52.25
771.13,771.3399999999999,771.89,770.9000000000001,0.13999999999998636,51.35
772.3,771.41,772.4699999999999,771.12,0.37000000000011823,55.11
772.22,772.39,773.29,772.22,0.4600000000000364,54.80
771.8,772.1899999999999,772.38,771.54,0.4199999999999591,53.10
771.63,771.71,771.98,771.3299999999999,0.33999999999991815,52.39
772.06,771.81,772.74,771.65,0.34999999999990905,54.06
771.92,772.1,772.1,771.3299999999999,0.3100000000000591,53.40
773.16,771.93,773.1899999999999,771.57,0.46000000000015007,58.24
772.3299999999999,773.16,773.41,772.03,0.39000000000010004,54.19
772.4499999999999,772.3299999999999,773.6600000000001,771.1700000000001,0.33999999999991815,54.68
772.12,772.4200000000001,772.78,771.39,0.25,52.99
771.26,772.1,772.78,771.1,0.03999999999996362,48.78
770.07,771.26,771.26,769.86,-0.25,43.61
771.51,770.0400000000001,772.17,770.0400000000001,-0.17000000000007276,50.45
771.45,771.57,773.37,770.9499999999999,-0.12999999999999545,50.18
772.3399999999999,771.63,772.3399999999999,770.93,0.030000000000086402,54.15
772.85,772.36,773.24,772.22,0.20000000000004547,56.29
771.59,772.8000000000001,772.97,771.5600000000001,0.08999999999991815,50.06
773.47,771.57,773.7900000000001,771.3000000000001,0.30999999999994543,57.60
772.2800000000001,773.49,773.5699999999999,772.2800000000001,0.2299999999999045,52.22
772.88,772.2800000000001,772.95,771.84,0.2599999999999909,54.53
770.07,772.9,772.9,770.0,-0.16999999999995907,43.85
767.9999999999999,770.1700000000001,771.3100000000001,767.5999999999999,-0.7000000000000455,37.96
767.4,767.9999999999999,768.9799999999999,767.4,-1.0299999999999727,36.43
764.11,767.4,767.4599999999999,763.6600000000001,-1.6599999999999682,29.43
765.47,764.15,765.66,763.35,-1.6900000000000546,34.99
764.85,765.55,766.26,764.5799999999999,-1.7000000000000455,33.69
763.65,764.6899999999999,765.0600000000001,763.64,-1.7800000000000864,31.26
765.03,763.63,765.26,763.42,-1.509999999999991,36.89
762.91,764.8399999999999,765.03,761.97,-1.5899999999999181,32.49
762.63,762.92,763.64,762.22,-1.5900000000001455,31.95
762.82,762.5400000000001,763.38,762.1,-1.4599999999999227,32.77
762.83,762.84,763.22,762.2099999999999,-1.2899999999999636,32.81
763.29,762.88,763.74,761.8800000000001,-1.0600000000000591,35.01
763.12,763.21,763.6800000000001,762.53,-0.8899999999998727,34.56
761.0500000000001,763.12,763.12,760.3699999999999,-1.0599999999999454,29.58
758.29,760.89,761.23,756.34,-1.4999999999998863,24.50
759.3900000000001,758.29,759.3900000000001,756.12,-1.4900000000001228,29.68
760.12,759.32,760.14,758.5,-1.2799999999999727,32.97
761.1,760.1099999999999,761.8,759.63,-0.9399999999999409,37.21
760.71,761.0300000000001,761.3000000000001,760.33,-0.75,36.22
759.03,760.71,760.9100000000001,758.78,-0.8700000000001182,32.27
759.27,758.9799999999999,759.99,758.17,-0.8400000000000318,33.39
757.24,759.2,759.63,757.1500000000001,-1.080000000000041,29.03
756.77,757.14,757.52,754.8000000000001,-1.2099999999999227,28.11
758.1899999999999,756.85,758.82,754.9699999999999,-1.0,34.81
760.3100000000001,758.1899999999999,760.39,758.07,-0.5,43.30
760.8199999999999,760.3,760.86,759.23,-0.12000000000011823,45.15
761.8800000000001,760.89,762.39,760.0,0.2599999999999909,48.88
762.3399999999999,762.0100000000001,763.15,761.5,0.5099999999999909,50.46
764.27,762.2900000000001,764.53,762.2900000000001,0.9199999999999591,56.52
764.76,764.2500000000001,764.89,763.75,1.1499999999999773,57.92
764.99,764.86,765.22,764.08,1.25,58.60
764.8000000000001,764.9699999999999,765.25,764.5100000000001,1.1899999999999409,57.77
764.75,764.7900000000001,765.14,764.18,1.080000000000041,57.54
765.29,764.94,765.54,764.7099999999999,1.0400000000000773,59.42
766.58,765.2299999999999,767.2099999999999,765.0,1.150000000000091,63.57
764.11,766.2900000000001,767.96,764.0,0.7699999999999818,52.50
764.43,764.32,765.57,764.0,0.5600000000000591,53.63
764.76,764.43,765.0,763.36,0.4600000000000364,54.82
764.61,764.76,765.13,763.94,0.35999999999989996,54.14
764.37,764.63,765.2399999999999,763.9899999999999,0.25,53.00
765.59,764.36,765.6,764.18,0.3500000000001364,57.84
765.19,765.6,765.6,764.59,0.3300000000000409,55.81
765.71,765.02,766.1,764.77,0.36999999999989086,57.88
765.39,765.5000000000001,766.1999999999999,764.9300000000001,0.3300000000000409,56.14
766.9399999999999,765.43,768.16,763.1300000000001,0.5199999999999818,62.08
771.01,767.2800000000001,773.8000000000001,764.99,1.2000000000000455,72.59
771.46,770.9499999999999,772.3,768.36,1.5699999999999363,73.46
769.27,771.46,771.8,768.82,1.3500000000000227,62.93
766.78,769.28,769.89,765.51,0.7700000000000955,53.53
762.72,766.6,766.95,760.9000000000001,-0.2099999999999227,42.41
768.76,762.4699999999999,770.0,762.14,0.1899999999998272,56.79
766.69,769.04,770.0,766.2099999999999,0.07999999999992724,52.00
765.1800000000001,766.89,767.1600000000001,763.1899999999999,-0.22000000000002728,48.77
765.45,765.19,766.68,762.91,-0.3300000000001546,49.37
764.1,765.45,765.84,763.39,-0.5600000000000591,46.42
762.85,764.1199999999999,764.32,762.5500000000001,-0.8500000000000227,43.80
762.8699999999999,763.08,764.0600000000001,761.9399999999999,-0.9599999999999227,43.85
765.9000000000001,762.53,766.1999999999999,762.4599999999999,-0.5,51.53
765.6,765.92,766.8,765.0,-0.2600000000001046,50.79
767.0699999999999,765.7700000000001,767.12,764.21,0.11000000000001364,54.25
768.43,766.95,768.9899999999999,766.73,0.5000000000001137,57.25
770.83,768.4000000000001,771.3000000000001,768.1,1.0599999999999454,61.99
770.29,770.8,771.0500000000001,769.5200000000001,1.2099999999999227,60.37
769.99,770.29,770.3599999999999,768.88,1.17999999999995,59.44
769.04,769.72,770.61,768.3199999999999,0.9500000000000455,56.47
768.18,768.88,769.54,767.2099999999999,0.6300000000001091,53.85
767.94,768.28,768.36,766.19,0.37999999999999545,53.11
767.78,767.94,768.6,767.0100000000001,0.20000000000004547,52.59
768.38,767.9,769.76,767.0,0.1799999999998363,54.39
767.51,768.38,769.76,767.38,0.01999999999998181,51.35
769.27,767.4699999999999,770.02,767.4699999999999,0.2099999999999227,56.64
768.56,769.23,769.48,768.28,0.19000000000005457,54.08
770.45,768.5500000000001,770.8199999999999,767.7,0.4499999999999318,59.34
769.34,770.53,770.83,768.5,0.39999999999997726,55.33
768.6999999999999,769.36,769.6999999999999,768.18,0.2499999999998863,53.11
768.95,768.7099999999999,769.54,767.94,0.18999999999994088,53.89
770.47,768.96,770.8900000000001,768.4599999999999,0.38000000000010914,58.42
772.5400000000001,770.53,772.88,770.3599999999999,0.7699999999999818,63.66
770.4999999999999,772.4300000000001,773.18,770.01,0.6299999999999955,56.15
770.85,770.35,771.4,770.0,0.5599999999999454,57.09
770.4999999999999,770.64,771.99,769.42,0.44000000000005457,55.80
772.13,769.9100000000001,772.94,769.8399999999999,0.6000000000001364,60.28
772.37,772.09,772.99,771.4300000000001,0.67999999999995,60.90
769.22,772.49,772.61,768.88,0.21000000000003638,49.79
769.15,769.08,770.81,768.18,-0.07000000000005002,49.57
768.78,769.14,769.68,767.62,-0.2799999999999727,48.37
770.24,768.7900000000001,770.7,768.25,-0.14999999999997726,53.18
769.61,770.21,770.42,768.74,-0.17000000000007276,50.98
770.0400000000001,769.62,771.49,768.64,-0.10000000000002274,52.43
767.5899999999999,769.7900000000001,770.0,767.4499999999999,-0.43000000000006366,44.37
769.32,767.65,769.3800000000001,767.3299999999999,-0.32000000000005,50.19
767.7299999999999,769.0,770.73,767.31,-0.4900000000001228,45.48
768.8399999999999,768.07,768.9300000000001,767.4200000000001,-0.36999999999989086,49.07
769.27,768.76,769.47,768.28,-0.2299999999999045,50.44
769.02,769.22,769.23,768.47,-0.17999999999994998,49.61
770.9599999999999,768.9799999999999,772.08,768.22,0.15999999999996817,55.70
770.92,770.9599999999999,771.64,770.16,0.3300000000000409,55.55
770.38,770.93,771.23,770.0600000000001,0.32000000000005,53.47
771.51,770.45,772.8100000000001,770.33,0.4600000000000364,57.10
771.81,771.1800000000001,772.0699999999999,771.0500000000001,0.5599999999999454,58.03
771.74,771.82,772.24,771.51,0.57000000000005,57.72
772.62,771.98,772.9,770.49,0.6699999999999591,60.62
770.68,772.6800000000001,772.6800000000001,770.68,0.39999999999997726,52.12
772.7299999999999,770.68,772.7299999999999,770.07,0.5299999999999727,58.71
772.5999999999999,772.4599999999999,772.9,771.5,0.5500000000000682,58.16
773.55,772.5999999999999,773.5799999999999,772.4200000000001,0.6700000000000728,61.02
772.1600000000001,773.56,773.56,772.1500000000001,0.4900000000001228,55.09
771.54,772.1500000000001,772.23,770.68,0.2700000000000955,52.64
770.53,771.3499999999999,771.58,770.44,-0.029999999999972715,48.82
770.6300000000001,770.53,770.97,769.8399999999999,-0.17000000000007276,49.21
770.74,770.66,771.5500000000001,770.28,-0.22000000000002728,49.67
771.0799999999999,770.9100000000001,771.12,769.6400000000001,-0.18000000000006366,51.14
771.93,771.0699999999999,772.7,771.0,-0.01999999999998181,54.69
771.32,771.95,772.52,770.53,-0.030000000000086402,51.78
770.56,771.3000000000001,771.77,770.19,-0.14000000000010004,48.33
773.5200000000001,770.48,774.7900000000001,770.2299999999999,0.25,59.61
764.8199999999999,773.5400000000001,775.72,764.0,-0.8700000000000045,35.25
760.0,765.0400000000001,765.65,755.0,-2.1499999999999773,28.34
758.4499999999999,760.0,762.98,758.3299999999999,-2.9600000000000364,26.54
758.79,758.4499999999999,761.28,756.66,-3.1700000000000728,27.62
758.0099999999999,758.6800000000001,759.75,758.0000000000001,-3.2100000000000364,26.65
754.0,758.15,758.6700000000001,753.29,-3.6499999999999773,22.30
755.99,754.03,757.99,753.51,-3.3600000000000136,28.54
749.04,755.9399999999999,756.8800000000001,748.49,-4.0499999999999545,21.92
753.64,749.43,754.09,749.21,-3.490000000000009,32.99
755.2399999999999,753.69,756.1700000000001,753.0000000000001,-2.730000000000132,36.38
755.7800000000001,755.29,757.11,754.9799999999999,-2.0599999999999454,37.52
755.3100000000001,755.75,756.5600000000001,754.01,-1.6499999999999773,36.90
758.0000000000001,755.3100000000001,758.38,753.63,-0.9200000000000728,42.76
759.8100000000001,758.0000000000001,759.9,755.73,-0.19000000000005457,46.36
758.83,759.8100000000001,759.87,758.43,0.08000000000004093,44.72
762.23,758.83,763.28,757.27,0.7300000000000182,51.19
763.76,762.14,764.0,761.0899999999999,1.2700000000000955,53.80
764.23,763.5500000000001,765.79,762.75,1.5600000000000591,54.61
764.0600000000001,764.23,764.6999999999999,761.65,1.599999999999909,54.24
762.37,764.0600000000001,764.63,761.26,1.2700000000000955,50.59
759.75,762.44,762.76,758.82,0.6199999999998909,45.47
761.23,759.8100000000001,763.21,759.64,0.4499999999998181,48.63
761.0400000000001,760.97,762.24,760.59,0.29999999999984084,48.25
761.4300000000001,761.0400000000001,762.5999999999999,760.15,0.2599999999999909,49.14
762.1,761.33,763.29,761.13,0.31999999999993634,50.71
760.62,762.0699999999999,762.4200000000001,760.3699999999999,0.10999999999989996,47.24
761.0799999999999,760.65,761.9499999999999,760.56,0.05999999999994543,48.42
760.6,761.1,761.99,759.48,-0.04000000000007731,47.23
761.59,760.6,761.85,760.16,0.049999999999954525,49.96
760.3,761.64,761.86,760.3,-0.09999999999990905,46.58
760.02,760.3,761.2900000000001,759.51,-0.2099999999999227,45.85
757.78,760.0400000000001,760.0899999999999,757.26,-0.599999999999909,40.42
753.84,757.4,757.4799999999999,753.38,-1.3799999999999955,33.02
756.1600000000001,753.9,757.0,752.3299999999999,-1.3600000000001273,39.99
757.91,756.1700000000001,759.04,755.72,-0.9999999999998863,44.67
757.89,757.92,758.64,756.64,-0.75,44.62
760.0400000000001,757.86,760.19,757.69,-0.2399999999998954,50.16
759.23,760.01,760.2,758.61,-0.07999999999992724,48.20
761.51,758.96,761.8,758.9300000000001,0.36000000000001364,53.67
760.55,761.51,762.8,760.3699999999999,0.44000000000005457,51.22
759.86,760.46,760.88,758.94,0.3500000000001364,49.47
759.3,759.8299999999999,760.6999999999999,758.61,0.1999999999999318,48.04
758.35,759.28,759.89,758.03,-0.04999999999984084,45.62
758.05,758.29,758.37,756.53,-0.22000000000014097,44.85
759.63,757.8699999999999,761.45,757.59,-0.05999999999994543,49.65
759.47,759.64,760.86,758.3199999999999,0.0,49.19
761.44,759.6,761.63,759.54,0.33999999999991815,54.82
759.7800000000001,761.23,761.61,759.54,0.2399999999998954,49.81
759.8399999999999,759.74,760.35,758.47,0.19000000000005457,49.99
760.16,759.9,760.45,758.7099999999999,0.1999999999998181,50.99
758.0000000000001,760.17,760.43,757.06,-0.12999999999988177,44.52
757.4799999999999,757.91,758.5799999999999,756.0,-0.38999999999998636,43.11
760.0899999999999,757.35,760.52,756.78,-0.11000000000001364,51.46
759.4499999999999,760.0500000000001,761.74,759.17,-0.049999999999954525,49.54
760.08,759.4499999999999,760.6999999999999,758.38,0.08000000000015461,51.46
760.8,760.0899999999999,761.15,759.43,0.2699999999999818,53.63
759.27,760.81,761.0699999999999,758.6600000000001,0.11000000000001364,48.65
760.12,759.27,761.0,759.22,0.15000000000009095,51.35
761.59,760.1099999999999,762.35,759.4,0.38999999999998636,55.69
762.88,761.78,762.91,760.85,0.6900000000000546,59.14
763.61,762.6800000000001,763.74,762.36,0.9199999999999591,60.99
762.49,763.61,764.14,761.78,0.8199999999999363,56.75
763.05,762.05,763.36,761.2900000000001,0.8100000000000591,58.31
764.28,763.28,764.48,762.3199999999999,0.92999999999995,61.59
765.6899999999999,764.34,766.61,763.62,1.1600000000000819,64.99
765.25,765.9399999999999,766.0,763.8599999999999,1.1400000000001,63.11
765.61,765.28,765.73,764.39,1.1200000000000045,64.03
766.0500000000001,765.59,766.74,765.3100000000001,1.1100000000000136,65.17
766.0899999999999,766.24,767.64,765.33,1.0400000000000773,65.27
766.02,766.38,767.51,765.58,0.92999999999995,64.90
766.24,766.02,766.4300000000001,765.0,0.7299999999999045,65.62
765.58,766.44,767.11,765.58,0.5399999999999636,61.52
765.92,765.74,766.0400000000001,765.0,0.4600000000000364,62.81
766.0,765.92,766.27,765.33,0.39999999999997726,63.12
764.18,766.0,766.37,763.3,0.07000000000005002,52.32
763.5699999999999,764.19,765.2,762.91,-0.2099999999999227,49.27
763.69,763.51,764.13,762.2099999999999,-0.3300000000000409,49.89
762.3000000000001,763.5799999999999,764.5699999999999,761.83,-0.5899999999999181,43.31
763.0000000000001,762.31,763.5799999999999,761.4,-0.5900000000000318,47.09
761.0500000000001,763.2600000000001,763.7199999999999,760.25,-0.8400000000000318,39.24
761.98,760.75,762.5600000000001,760.66,-0.7999999999999545,44.03
761.65,762.0100000000001,763.03,761.5600000000001,-0.7700000000000955,42.74
761.8800000000001,761.5600000000001,762.89,761.37,-0.6800000000000637,43.97
761.4899999999999,762.0300000000001,763.2,761.4899999999999,-0.6399999999998727,42.31
760.25,761.4300000000001,761.54,760.0,-0.7700000000000955,37.47
760.0500000000001,760.35,761.1700000000001,759.63,-0.8199999999999363,36.74
759.04,760.17,760.8,758.91,-0.9500000000000455,33.21
760.9000000000001,759.05,761.59,759.0,-0.6900000000000546,43.89
761.0400000000001,760.89,761.27,760.28,-0.4900000000001228,44.60
761.79,761.0300000000001,762.63,760.5000000000001,-0.2199999999999136,48.41
760.55,762.0200000000001,762.0799999999999,760.0400000000001,-0.2599999999999909,43.13
760.73,760.56,761.26,759.5699999999999,-0.2400000000000091,44.09
760.9399999999999,760.8299999999999,761.3499999999999,756.4,-0.17000000000007276,45.24
760.42,760.9599999999999,761.52,759.46,-0.2099999999999227,42.88
760.86,760.49,761.53,760.12,-0.14999999999997726,45.47
758.95,761.01,762.6800000000001,758.52,-0.39999999999997726,37.52
759.08,758.94,760.02,758.78,-0.4899999999998954,38.31
760.0999999999999,759.1,760.55,759.1,-0.36000000000001364,44.27
759.9499999999999,760.07,760.6,759.14,-0.2799999999999727,43.60
761.2199999999999,760.13,762.09,759.6,-0.03999999999996362,50.42
762.1600000000001,761.23,763.2600000000001,761.13,0.2399999999998954,54.77
762.25,762.27,763.37,761.55,0.39999999999997726,55.18
762.4599999999999,762.23,763.9,761.45,0.4800000000000182,56.17
762.12,762.5,763.75,762.0200000000001,0.4600000000000364,54.09
760.8299999999999,762.17,762.75,760.17,0.2099999999999227,46.98
762.3399999999999,760.61,763.0000000000001,760.3100000000001,0.3100000000000591,54.51
762.88,762.39,762.88,761.3599999999999,0.40999999999996817,56.87
763.5799999999999,763.0000000000001,764.01,761.9399999999999,0.5500000000000682,59.79
