price,supertrendSell,supertrendBuy,rsi,ema
0.067495,0.07,n/a,79.42,0.067555
0.067395,0.07,n/a,76.80,0.067553
0.067399,0.07,n/a,75.86,0.067552
0.067359,0.07,n/a,63.42,0.067550
0.067355,0.07,n/a,58.42,0.067548
0.067336,0.07,n/a,50.67,0.067546
0.067453,0.07,n/a,55.61,0.067545
0.067383,0.07,n/a,49.31,0.067543
0.067433,0.07,n/a,53.62,0.067542
0.067535,0.07,n/a,63.57,0.067542
0.067583,n/a,0.07,85.11,0.067543
0.067384,n/a,0.07,70.29,0.067541
0.067295,n/a,0.07,36.96,0.067539
0.067321,n/a,0.07,6.71,0.067536
0.067403,n/a,0.07,15.57,0.067535
0.067330,n/a,0.07,20.22,0.067533
0.067269,n/a,0.07,17.14,0.067530
0.067336,n/a,0.07,12.45,0.067528
0.067411,n/a,0.07,23.76,0.067527
0.067588,n/a,0.07,55.92,0.067528
0.067844,n/a,0.07,81.45,0.067531
0.067788,n/a,0.07,94.55,0.067534
0.068066,n/a,0.07,95.72,0.067539
0.068081,n/a,0.07,95.72,0.067544
0.068128,n/a,0.07,100.00,0.067550
0.067989,n/a,0.07,91.30,0.067554
0.068049,n/a,0.07,84.47,0.067559
0.068285,n/a,0.07,84.00,0.067567
0.068553,n/a,0.07,92.70,0.067576
0.068409,n/a,0.07,92.70,0.067585
0.068390,n/a,0.07,84.50,0.067593
0.068296,n/a,0.07,68.90,0.067600
0.068426,n/a,0.07,58.95,0.067608
0.068428,n/a,0.07,44.13,0.067616
0.068383,n/a,0.07,30.35,0.067624
0.068490,n/a,0.07,23.50,0.067632
0.068389,n/a,0.07,13.66,0.067640
0.068489,n/a,0.07,16.32,0.067648
0.068495,n/a,0.07,20.24,0.067665
0.068534,n/a,0.07,23.52,0.067674
0.068578,n/a,0.07,30.03,0.067683
0.068589,n/a,0.07,51.05,0.067692
0.068573,n/a,0.07,66.96,0.067700
0.068500,n/a,0.07,53.84,0.067708
0.068433,n/a,0.07,25.79,0.067716
0.068434,n/a,0.07,0.15,0.067723
0.068408,n/a,0.07,0.15,0.067730
0.068528,n/a,0.07,15.46,0.067738
0.068454,n/a,0.07,17.06,0.067745
0.068507,n/a,0.07,25.54,0.067752
0.068433,n/a,0.07,10.22,0.067759
0.068426,n/a,0.07,8.47,0.067766
0.068433,n/a,0.07,0.91,0.067772
0.068384,n/a,0.07,0.91,0.067778
0.068364,n/a,0.07,0.91,0.067784
0.068336,n/a,0.07,0.00,0.067790
0.068312,n/a,0.07,0.00,0.067795
0.068314,n/a,0.07,0.34,0.067800
0.068319,n/a,0.07,1.60,0.067805
0.068343,n/a,0.07,7.35,0.067811
0.068274,n/a,0.07,7.00,0.067815
0.068280,n/a,0.07,6.95,0.067820
0.068289,n/a,0.07,4.28,0.067825
0.068396,n/a,0.07,36.84,0.067830
0.068422,n/a,0.07,68.97,0.067836
0.068348,n/a,0.07,81.85,0.067841
0.068461,n/a,0.07,82.63,0.067847
0.068342,n/a,0.07,61.34,0.067852
0.068375,n/a,0.07,62.72,0.067857
0.068383,n/a,0.07,48.03,0.067863
0.068316,n/a,0.07,43.15,0.067867
0.068298,n/a,0.07,30.04,0.067871
0.068226,n/a,0.07,11.40,0.067875
0.068355,n/a,0.07,23.13,0.067880
0.068287,n/a,0.07,29.26,0.067884
0.068280,n/a,0.07,38.77,0.067888
0.068237,n/a,0.07,24.10,0.067891
0.068285,n/a,0.07,25.22,0.067895
0.068277,n/a,0.07,26.13,0.067899
0.068310,n/a,0.07,37.48,0.067903
0.068309,n/a,0.07,50.28,0.067907
0.068376,n/a,0.07,73.20,0.067912
0.068333,n/a,0.07,81.72,0.067916
0.068340,n/a,0.07,82.96,0.067920
0.068385,n/a,0.07,82.96,0.067925
0.068408,n/a,0.07,92.20,0.067930
0.068276,n/a,0.07,72.16,0.067933
0.068268,n/a,0.07,42.88,0.067936
0.068258,n/a,0.07,11.71,0.067940
0.068270,n/a,0.07,11.32,0.067943
0.068170,n/a,0.07,7.27,0.067945
0.068147,0.07,n/a,5.11,0.067947
0.068164,0.07,n/a,3.10,0.067949
0.068021,0.07,n/a,3.10,0.067950
0.068032,0.07,n/a,4.61,0.067951
0.068039,0.07,n/a,4.02,0.067952
0.068098,0.07,n/a,14.70,0.067953
0.068133,0.07,n/a,28.32,0.067955
0.068056,0.07,n/a,34.47,0.067956
0.068060,0.07,n/a,39.73,0.067957
0.068000,0.07,n/a,32.53,0.067957
0.068052,0.07,n/a,43.96,0.067958
0.067941,0.07,n/a,33.99,0.067958
0.067932,0.07,n/a,32.28,0.067958
0.067990,0.07,n/a,34.88,0.067958
0.068010,0.07,n/a,57.02,0.067959
0.068191,0.07,n/a,84.14,0.067961
0.067977,0.07,n/a,76.41,0.067961
0.067947,0.07,n/a,60.47,0.067961
0.067862,0.07,n/a,33.29,0.067960
0.067982,0.07,n/a,36.47,0.067960
0.067916,0.07,n/a,37.78,0.067960
0.067951,0.07,n/a,48.47,0.067960
0.067959,0.07,n/a,47.94,0.067960
0.067879,0.07,n/a,46.00,0.067959
0.067997,0.07,n/a,52.12,0.067959
0.068057,0.07,n/a,62.58,0.067960
0.068038,0.07,n/a,75.91,0.067961
0.068074,0.07,n/a,81.73,0.067962
0.068066,0.07,n/a,81.45,0.067963
0.068025,0.07,n/a,82.99,0.067964
0.068113,0.07,n/a,87.54,0.067965
0.068137,0.07,n/a,93.06,0.067967
0.068109,0.07,n/a,95.57,0.067968
0.068166,0.07,n/a,95.57,0.067970
0.068212,0.07,n/a,95.57,0.067973
0.068162,0.07,n/a,93.18,0.067975
0.068176,0.07,n/a,87.85,0.067977
0.068116,0.07,n/a,66.13,0.067978
0.068251,0.07,n/a,72.95,0.067981
0.068383,n/a,0.07,78.28,0.067985
0.068369,n/a,0.07,97.83,0.067989
0.068342,n/a,0.07,91.38,0.067992
0.068283,n/a,0.07,75.92,0.067995
0.068312,n/a,0.07,63.02,0.067998
0.068301,n/a,0.07,52.27,0.068001
0.068249,n/a,0.07,40.59,0.068004
0.068168,n/a,0.07,22.32,0.068005
0.068232,n/a,0.07,14.44,0.068008
0.068242,n/a,0.07,17.75,0.068010
0.068268,n/a,0.07,30.59,0.068012
0.068314,n/a,0.07,40.89,0.068015
0.068328,n/a,0.07,51.65,0.068019
0.068366,n/a,0.07,63.67,0.068022
0.068417,n/a,0.07,77.87,0.068026
0.068308,n/a,0.07,70.31,0.068029
0.068316,n/a,0.07,59.26,0.068032
0.068236,n/a,0.07,27.17,0.068034
0.068250,n/a,0.07,17.37,0.068036
0.068141,n/a,0.07,3.54,0.068037
0.068017,0.07,n/a,2.89,0.068037
0.068043,0.07,n/a,2.52,0.068037
0.067972,0.07,n/a,2.52,0.068036
0.067967,0.07,n/a,2.52,0.068035
0.067944,0.07,n/a,0.00,0.068035
0.067969,0.07,n/a,2.61,0.068034
0.068030,0.07,n/a,11.26,0.068034
0.068022,0.07,n/a,19.36,0.068034
0.067932,0.07,n/a,20.22,0.068033
0.067912,0.07,n/a,13.42,0.068031
0.068056,0.07,n/a,32.40,0.068032
0.067949,0.07,n/a,43.70,0.068031
0.067932,0.07,n/a,57.85,0.068030
0.067884,0.07,n/a,40.64,0.068028
0.067882,0.07,n/a,35.46,0.068027
0.067989,0.07,n/a,50.48,0.068027
0.067960,0.07,n/a,67.22,0.068026
0.068006,0.07,n/a,90.95,0.068026
0.067962,0.07,n/a,85.94,0.068025
0.067814,0.07,n/a,64.88,0.068023
0.067784,0.07,n/a,33.56,0.068021
0.067755,0.07,n/a,7.56,0.068018
0.067776,0.07,n/a,6.63,0.068016
0.067749,0.07,n/a,5.88,0.068013
0.067728,0.07,n/a,5.88,0.068010
0.067734,0.07,n/a,2.74,0.068007
0.067835,0.07,n/a,25.52,0.068006
0.067930,0.07,n/a,58.85,0.068005
0.067803,0.07,n/a,75.52,0.068003
0.067797,0.07,n/a,68.96,0.068001
0.067734,0.07,n/a,46.45,0.067998
0.067651,0.07,n/a,31.37,0.067995
0.067566,0.07,n/a,13.88,0.067990
0.067496,0.07,n/a,3.05,0.067986
0.067541,0.07,n/a,5.87,0.067981
0.067650,0.07,n/a,24.40,0.067978
0.067717,0.07,n/a,49.70,0.067975
0.067731,0.07,n/a,70.52,0.067973
0.067759,0.07,n/a,81.50,0.067971
0.067724,0.07,n/a,82.42,0.067968
0.067776,0.07,n/a,87.40,0.067966
0.067850,0.07,n/a,91.22,0.067965
0.067813,0.07,n/a,94.94,0.067964
0.067828,0.07,n/a,94.49,0.067962
0.067667,0.07,n/a,79.23,0.067959
0.067778,0.07,n/a,76.59,0.067958
0.067773,0.07,n/a,72.29,0.067956
0.067760,0.07,n/a,78.74,0.067954
0.067709,0.07,n/a,62.50,0.067951
0.067687,0.07,n/a,39.76,0.067949
0.067786,0.07,n/a,39.12,0.067947
0.067813,0.07,n/a,56.80,0.067946
0.067810,0.07,n/a,80.74,0.067944
0.067807,0.07,n/a,84.32,0.067943
0.067780,0.07,n/a,76.78,0.067941
0.067619,0.07,n/a,48.66,0.067938
0.067493,0.07,n/a,21.21,0.067934
0.067528,0.07,n/a,4.97,0.067930
0.067617,0.07,n/a,21.56,0.067927
0.067555,0.07,n/a,32.66,0.067923
0.067682,0.07,n/a,53.25,0.067921
0.067712,0.07,n/a,65.27,0.067918
0.067783,n/a,0.07,87.51,0.067917
0.067695,n/a,0.07,86.77,0.067915
0.067728,n/a,0.07,86.09,0.067913
0.067649,n/a,0.07,73.39,0.067910
0.067507,n/a,0.07,58.23,0.067906
0.067537,n/a,0.07,43.11,0.067903
0.067455,n/a,0.07,29.46,0.067898
0.067396,0.07,n/a,22.93,0.067893
0.067516,0.07,n/a,24.06,0.067890
0.067549,0.07,n/a,34.50,0.067886
0.067438,0.07,n/a,39.79,0.067882
0.067166,0.07,n/a,25.86,0.067875
0.067130,0.07,n/a,8.42,0.067867
0.067082,0.07,n/a,0.00,0.067859
0.067001,0.07,n/a,0.00,0.067851
0.067100,0.07,n/a,8.83,0.067843
0.067234,0.07,n/a,32.50,0.067837
0.067203,0.07,n/a,55.53,0.067831
0.067318,0.07,n/a,80.03,0.067826
0.067288,0.07,n/a,87.52,0.067820
0.067385,0.07,n/a,97.82,0.067816
0.067432,0.07,n/a,97.82,0.067812
0.067460,0.07,n/a,100.00,0.067809
0.067399,0.07,n/a,95.99,0.067805
0.067283,0.07,n/a,85.10,0.067800
0.067404,0.07,n/a,82.01,0.067796
0.067429,0.07,n/a,84.43,0.067792
0.067398,0.07,n/a,91.72,0.067788
0.067308,0.07,n/a,82.62,0.067783
0.067190,0.07,n/a,53.23,0.067777
0.067260,0.07,n/a,35.81,0.067772
0.067142,0.07,n/a,14.67,0.067766
0.067236,0.07,n/a,25.30,0.067761
0.067399,0.07,n/a,45.22,0.067757
0.067405,0.07,n/a,78.12,0.067754
0.067329,0.07,n/a,88.87,0.067749
0.067419,0.07,n/a,89.97,0.067746
0.067488,n/a,0.07,90.41,0.067743
0.067444,n/a,0.07,95.33,0.067741
0.067170,n/a,0.07,67.05,0.067735
0.067195,n/a,0.07,41.22,0.067729
0.067086,n/a,0.07,12.55,0.067723
0.066961,0.07,n/a,7.50,0.067715
0.066668,0.07,n/a,0.00,0.067705
0.066405,0.07,n/a,0.00,0.067692
0.066362,0.07,n/a,0.00,0.067679
0.066430,0.07,n/a,3.53,0.067666
0.066429,0.07,n/a,7.03,0.067654
0.066346,0.07,n/a,8.90,0.067641
0.066230,0.07,n/a,5.38,0.067627
0.066304,0.07,n/a,6.07,0.067614
0.066280,0.07,n/a,8.15,0.067601
0.066219,0.07,n/a,12.01,0.067587
0.066132,0.07,n/a,8.81,0.067572
0.066328,0.07,n/a,28.13,0.067560
0.066393,0.07,n/a,57.61,0.067548
0.066457,0.07,n/a,89.94,0.067538
0.066447,0.07,n/a,99.37,0.067527
0.066523,0.07,n/a,99.37,0.067517
0.066473,0.07,n/a,96.41,0.067506
0.066604,0.07,n/a,97.04,0.067497
0.066594,0.07,n/a,96.49,0.067488
0.066399,0.07,n/a,89.14,0.067478
0.066290,0.07,n/a,73.93,0.067466
0.066009,0.07,n/a,49.72,0.067451
0.065880,0.07,n/a,31.78,0.067436
0.065961,0.07,n/a,24.12,0.067421
0.065926,0.07,n/a,20.65,0.067406
0.066112,0.07,n/a,34.48,0.067393
0.065942,0.07,n/a,36.05,0.067379
0.065637,0.07,n/a,33.26,0.067361
0.065495,0.07,n/a,14.35,0.067343
0.065453,0.07,n/a,2.31,0.067324
0.065385,0.07,n/a,0.00,0.067305
0.065190,0.07,n/a,0.00,0.067284
0.065225,0.07,n/a,3.02,0.067263
0.065457,0.07,n/a,25.87,0.067245
0.065271,0.07,n/a,41.98,0.067226
0.065236,0.07,n/a,53.87,0.067206
0.064929,0.07,n/a,36.65,0.067183
0.065218,0.07,n/a,46.57,0.067164
0.065406,0.07,n/a,64.99,0.067146
0.065436,0.07,n/a,92.69,0.067129
0.065515,0.07,n/a,100.00,0.067113
0.065727,0.07,n/a,100.00,0.067099
0.065649,0.07,n/a,97.60,0.067085
0.065802,0.07,n/a,97.60,0.067072
0.065808,0.07,n/a,97.60,0.067059
0.066029,n/a,0.07,100.00,0.067049
0.066112,n/a,0.07,100.00,0.067040
0.066038,n/a,0.07,97.47,0.067021
0.066048,n/a,0.07,95.19,0.067011
0.066029,n/a,0.07,90.91,0.067001
0.065867,n/a,0.07,77.07,0.066990
0.065907,n/a,0.07,64.66,0.066979
0.065837,n/a,0.07,46.43,0.066968
0.065744,n/a,0.07,29.48,0.066956
0.066046,n/a,0.07,35.22,0.066947
0.066176,n/a,0.07,57.22,0.066939
0.066191,n/a,0.07,90.56,0.066932
0.066163,n/a,0.07,96.70,0.066924
0.066198,n/a,0.07,96.89,0.066917
0.066220,n/a,0.07,96.89,0.066910
0.066160,n/a,0.07,93.04,0.066902
0.066147,n/a,0.07,85.25,0.066895
0.066109,n/a,0.07,72.75,0.066887
0.066255,n/a,0.07,79.31,0.066881
0.066179,n/a,0.07,78.43,0.066874
0.066064,n/a,0.07,69.64,0.066866
0.066069,n/a,0.07,48.91,0.066858
0.065978,n/a,0.07,24.56,0.066849
0.066023,n/a,0.07,17.88,0.066841
0.066252,n/a,0.07,33.76,0.066835
0.066123,n/a,0.07,47.36,0.066828
0.066011,n/a,0.07,44.18,0.066820
0.065765,n/a,0.07,15.77,0.066809
0.065737,n/a,0.07,2.18,0.066798
0.065783,n/a,0.07,3.26,0.066788
0.065786,n/a,0.07,6.73,0.066778
0.065886,n/a,0.07,17.47,0.066770
0.065947,n/a,0.07,30.60,0.066761
0.065707,0.07,n/a,28.76,0.066751
0.065758,0.07,n/a,23.57,0.066741
0.065853,0.07,n/a,19.77,0.066732
0.066005,0.07,n/a,40.76,0.066725
0.065904,0.07,n/a,51.20,0.066717
0.065853,0.07,n/a,56.96,0.066708
0.065665,0.07,n/a,37.48,0.066698
0.065614,0.07,n/a,21.48,0.066687
0.065657,0.07,n/a,8.04,0.066677
0.065639,0.07,n/a,8.31,0.066666
0.065518,0.07,n/a,8.31,0.066655
0.065462,0.07,n/a,3.41,0.066643
0.065421,0.07,n/a,0.00,0.066631
0.065525,0.07,n/a,10.04,0.066620
0.065650,0.07,n/a,30.80,0.066610
0.065586,0.07,n/a,47.31,0.066600
0.065733,0.07,n/a,65.30,0.066591
0.065806,0.07,n/a,77.88,0.066584
0.065977,0.07,n/a,94.71,0.066578
0.066195,n/a,0.07,100.00,0.066568
0.066029,n/a,0.07,92.01,0.066563
0.065984,n/a,0.07,82.01,0.066557
0.065908,n/a,0.07,68.69,0.066550
0.065906,n/a,0.07,63.28,0.066544
0.065989,n/a,0.07,63.20,0.066538
0.065810,n/a,0.07,54.56,0.066531
0.065756,n/a,0.07,39.33,0.066523
0.065790,n/a,0.07,22.99,0.066516
0.065798,n/a,0.07,14.84,0.066509
0.065973,n/a,0.07,26.12,0.066504
0.065793,n/a,0.07,22.07,0.066497
0.065767,n/a,0.07,20.00,0.066489
0.065655,n/a,0.07,4.02,0.066481
0.065527,0.07,n/a,1.14,0.066472
0.065473,0.07,n/a,0.00,0.066462
0.065544,0.07,n/a,6.30,0.066452
0.065638,0.07,n/a,20.46,0.066444
0.065677,0.07,n/a,37.76,0.066437
0.065794,0.07,n/a,58.23,0.066430
0.065671,0.07,n/a,61.74,0.066423
0.065716,0.07,n/a,65.65,0.066416
0.065758,0.07,n/a,63.40,0.066409
0.065621,0.07,n/a,60.03,0.066401
0.065558,0.07,n/a,51.29,0.066393
0.065559,0.07,n/a,39.37,0.066385
0.065649,0.07,n/a,47.99,0.066377
0.065697,0.07,n/a,63.64,0.066371
0.065665,0.07,n/a,77.93,0.066357
0.065704,0.07,n/a,76.71,0.066350
0.065811,0.07,n/a,81.91,0.066345
0.066013,0.07,n/a,93.58,0.066342
0.066093,0.07,n/a,100.00,0.066339
0.066107,0.07,n/a,100.00,0.066337
0.066182,n/a,0.07,100.00,0.066335
0.066227,n/a,0.07,100.00,0.066334
0.066199,n/a,0.07,97.58,0.066333
0.066124,n/a,0.07,88.86,0.066331
0.066121,n/a,0.07,78.13,0.066329
0.066042,n/a,0.07,61.53,0.066326
0.065940,n/a,0.07,42.17,0.066322
0.065997,n/a,0.07,29.14,0.066319
0.065977,n/a,0.07,19.93,0.066315
0.066046,n/a,0.07,23.99,0.066313
0.066150,n/a,0.07,32.13,0.066311
0.065879,n/a,0.07,27.03,0.066307
0.065776,n/a,0.07,17.72,0.066302
0.065729,n/a,0.07,0.00,0.066296
0.065765,n/a,0.07,2.22,0.066291
0.065711,n/a,0.07,2.22,0.066285
0.065805,n/a,0.07,9.92,0.066280
0.065730,n/a,0.07,10.63,0.066275
0.065758,n/a,0.07,16.28,0.066269
0.065752,n/a,0.07,13.78,0.066264
0.065754,n/a,0.07,16.25,0.066259
0.065590,0.07,n/a,10.60,0.066253
0.065680,0.07,n/a,12.99,0.066247
0.065721,0.07,n/a,18.44,0.066242
0.065786,0.07,n/a,51.77,0.066237
0.065698,0.07,n/a,65.23,0.066232
0.065939,0.07,n/a,87.72,0.066229
0.065932,0.07,n/a,87.09,0.066226
0.066117,0.07,n/a,99.37,0.066225
0.066029,0.07,n/a,93.37,0.066223
0.066064,0.07,n/a,89.69,0.066221
0.065957,0.07,n/a,78.31,0.066219
0.066038,0.07,n/a,77.15,0.066217
0.066044,0.07,n/a,74.60,0.066215
0.066099,0.07,n/a,82.02,0.066214
0.066044,0.07,n/a,78.88,0.066212
0.065934,0.07,n/a,63.87,0.066210
0.065911,0.07,n/a,43.89,0.066207
0.066204,n/a,0.07,52.22,0.066207
0.066415,n/a,0.07,74.08,0.066209
0.066180,n/a,0.07,78.46,0.066208
0.066443,n/a,0.07,73.66,0.066211
0.066599,n/a,0.07,73.12,0.066215
0.066734,n/a,0.07,92.68,0.066220
0.066900,n/a,0.07,99.46,0.066226
0.067007,n/a,0.07,100.00,0.066234
0.066852,n/a,0.07,91.26,0.066240
0.066900,n/a,0.07,83.75,0.066247
0.066991,n/a,0.07,78.57,0.066254
0.066920,n/a,0.07,77.97,0.066261
0.066947,n/a,0.07,76.91,0.066268
0.066983,n/a,0.07,71.43,0.066275
0.066920,n/a,0.07,64.24,0.066281
0.066734,n/a,0.07,40.65,0.066286
0.066776,n/a,0.07,20.47,0.066291
0.066779,n/a,0.07,6.35,0.066296
0.066659,n/a,0.07,5.16,0.066299
0.066792,n/a,0.07,9.86,0.066304
0.066727,n/a,0.07,9.88,0.066308
0.066911,n/a,0.07,24.55,0.066314
0.067334,n/a,0.07,50.70,0.066324
0.067563,n/a,0.07,81.33,0.066337
0.067755,n/a,0.07,100.00,0.066351
0.067778,n/a,0.07,100.00,0.066365
0.067807,n/a,0.07,100.00,0.066379
0.067976,n/a,0.07,100.00,0.066395
0.067999,n/a,0.07,100.00,0.066411
0.068121,n/a,0.07,100.00,0.066428
0.068120,n/a,0.07,99.94,0.066445
0.067880,n/a,0.07,85.84,0.066459
0.067771,n/a,0.07,49.65,0.066486
0.067640,n/a,0.07,30.41,0.066498
0.067695,n/a,0.07,14.32,0.066510
0.067680,n/a,0.07,3.53,0.066521
0.067556,n/a,0.07,3.53,0.066532
0.067629,n/a,0.07,4.23,0.066543
0.067747,n/a,0.07,10.39,0.066555
0.067681,n/a,0.07,14.18,0.066566
0.067644,n/a,0.07,12.97,0.066577
0.067737,n/a,0.07,11.16,0.066588
0.067698,n/a,0.07,10.71,0.066599
0.067546,n/a,0.07,8.96,0.066609
0.067446,n/a,0.07,3.33,0.066617
0.067399,0.07,n/a,0.00,0.066625
0.067463,0.07,n/a,6.02,0.066633
0.067319,0.07,n/a,6.02,0.066640
0.067381,0.07,n/a,11.18,0.066647
0.067466,0.07,n/a,17.07,0.066655
0.067500,0.07,n/a,31.63,0.066664
0.067543,0.07,n/a,44.41,0.066673
0.067619,0.07,n/a,58.27,0.066682
0.067583,0.07,n/a,65.85,0.066691
0.067643,0.07,n/a,75.17,0.066700
0.067846,0.07,n/a,82.73,0.066712
0.067981,n/a,0.07,93.93,0.066724
0.067808,n/a,0.07,88.29,0.066735
0.067805,n/a,0.07,76.38,0.066746
0.067769,n/a,0.07,62.10,0.066756
0.067672,n/a,0.07,53.36,0.066765
0.067661,n/a,0.07,41.45,0.066774
0.067766,n/a,0.07,35.14,0.066784
0.067732,n/a,0.07,29.84,0.066793
0.067546,n/a,0.07,20.32,0.066801
0.067563,n/a,0.07,8.83,0.066808
0.067667,n/a,0.07,9.87,0.066817
0.067627,n/a,0.07,15.62,0.066825
0.067722,n/a,0.07,26.66,0.066834
0.067768,n/a,0.07,33.32,0.066843
0.067858,n/a,0.07,60.91,0.066853
0.068125,n/a,0.07,81.95,0.066866
0.068362,n/a,0.07,100.00,0.066881
0.068416,n/a,0.07,100.00,0.066896
0.068417,n/a,0.07,100.00,0.066911
0.068320,n/a,0.07,93.42,0.066925
0.068300,n/a,0.07,85.50,0.066939
0.068156,n/a,0.07,68.57,0.066951
0.068136,n/a,0.07,56.51,0.066963
0.068080,n/a,0.07,39.75,0.066974
0.068124,n/a,0.07,34.32,0.066985
0.068317,n/a,0.07,36.72,0.066999
0.068445,n/a,0.07,49.94,0.067013
0.068780,n/a,0.07,72.30,0.067031
0.068787,n/a,0.07,88.54,0.067048
0.068899,n/a,0.07,100.00,0.067067
0.069018,n/a,0.07,100.00,0.067086
0.069135,n/a,0.07,100.00,0.067106
0.069188,n/a,0.07,100.00,0.067127
0.069190,n/a,0.07,100.00,0.067148
0.069307,n/a,0.07,100.00,0.067169
0.069251,n/a,0.07,95.56,0.067190
0.069170,n/a,0.07,84.91,0.067210
0.069186,n/a,0.07,73.99,0.067229
0.069239,n/a,0.07,65.74,0.067249
0.069265,n/a,0.07,61.97,0.067269
0.069246,n/a,0.07,42.16,0.067289
0.069182,n/a,0.07,21.51,0.067308
0.069410,n/a,0.07,17.61,0.067329
0.069494,n/a,0.07,34.51,0.067350
0.069596,n/a,0.07,59.01,0.067373
0.069511,n/a,0.07,53.59,0.067394
0.069448,n/a,0.07,34.09,0.067414
0.069480,n/a,0.07,11.78,0.067435
0.069465,n/a,0.07,2.19,0.067455
0.069534,n/a,0.07,8.93,0.067476
0.069430,n/a,0.07,6.74,0.067495
0.069282,n/a,0.07,6.74,0.067513
0.069157,n/a,0.07,0.00,0.067529
0.069154,n/a,0.07,0.00,0.067545
0.069161,n/a,0.07,0.38,0.067562
0.069163,n/a,0.07,0.88,0.067577
0.069084,n/a,0.07,0.88,0.067592
0.069086,n/a,0.07,0.61,0.067607
0.069170,n/a,0.07,6.13,0.067623
0.069279,n/a,0.07,19.85,0.067639
0.069375,n/a,0.07,38.94,0.067657
0.069262,n/a,0.07,43.23,0.067673
0.069336,n/a,0.07,44.11,0.067689
0.068912,0.07,n/a,24.90,0.067701
0.068698,0.07,n/a,14.60,0.067711
0.068720,0.07,n/a,1.26,0.067721
0.068701,0.07,n/a,1.89,0.067731
0.068450,0.07,n/a,1.89,0.067738
0.068304,0.07,n/a,0.63,0.067744
0.068521,0.07,n/a,9.28,0.067752
0.068600,0.07,n/a,21.55,0.067760
0.068684,0.07,n/a,36.92,0.067769
0.068787,0.07,n/a,46.62,0.067779
0.068754,0.07,n/a,52.34,0.067789
0.068596,0.07,n/a,52.01,0.067797
0.068438,0.07,n/a,43.77,0.067803
0.068521,0.07,n/a,48.47,0.067811
0.068649,0.07,n/a,64.32,0.067819
0.068731,0.07,n/a,86.91,0.067828
0.068669,0.07,n/a,94.45,0.067836
0.068871,0.07,n/a,96.90,0.067847
0.069079,n/a,0.07,96.90,0.067859
0.069306,n/a,0.07,100.00,0.067873
0.069393,n/a,0.07,100.00,0.067888
0.069417,n/a,0.07,100.00,0.067904
0.069310,n/a,0.07,95.12,0.067918
0.069180,n/a,0.07,84.75,0.067930
0.068858,n/a,0.07,63.21,0.067939
0.068877,n/a,0.07,47.21,0.067949
0.068834,n/a,0.07,32.42,0.067958
0.068864,n/a,0.07,24.61,0.067967
0.068757,n/a,0.07,12.16,0.067974
0.068630,0.07,n/a,3.99,0.067981
0.068406,0.07,n/a,0.00,0.067985
0.068373,0.07,n/a,0.00,0.067989
0.068097,0.07,n/a,0.00,0.067990
0.068280,0.07,n/a,6.41,0.067993
0.068288,0.07,n/a,13.10,0.067996
0.068119,0.07,n/a,17.06,0.067997
0.067946,0.07,n/a,11.49,0.067997
0.067854,0.07,n/a,4.81,0.067995
0.067846,0.07,n/a,0.85,0.067994
0.067766,0.07,n/a,0.00,0.067991
0.067915,0.07,n/a,10.74,0.067991
0.068098,0.07,n/a,37.13,0.067992
0.068133,0.07,n/a,70.47,0.067993
0.067743,0.07,n/a,74.03,0.067991
0.067729,0.07,n/a,61.36,0.067988
0.067700,0.07,n/a,40.49,0.067985
0.067771,0.07,n/a,45.18,0.067983
0.067772,0.07,n/a,50.54,0.067981
0.067859,0.07,n/a,65.49,0.067980
0.067895,0.07,n/a,77.33,0.067979
0.067724,0.07,n/a,78.75,0.067976
0.067779,0.07,n/a,77.25,0.067974
0.067810,0.07,n/a,75.42,0.067973
0.067990,0.07,n/a,88.25,0.067973
0.068087,0.07,n/a,95.67,0.067974
0.068207,0.07,n/a,100.00,0.067976
0.068154,0.07,n/a,96.94,0.067978
0.068201,0.07,n/a,96.31,0.067980
0.068205,0.07,n/a,95.88,0.067983
0.068255,0.07,n/a,98.94,0.067985
0.068216,0.07,n/a,96.61,0.067988
0.068232,0.07,n/a,95.05,0.067990
0.068192,0.07,n/a,89.68,0.067992
0.067874,0.07,n/a,66.23,0.067991
0.067923,0.07,n/a,42.50,0.067990
0.067951,0.07,n/a,22.66,0.067990
0.068006,0.07,n/a,28.67,0.067990
0.068064,0.07,n/a,39.54,0.067991
0.068280,0.07,n/a,64.74,0.067994
0.068171,0.07,n/a,75.93,0.067995
0.068209,0.07,n/a,84.28,0.067998
0.068140,0.07,n/a,71.96,0.067999
0.068122,0.07,n/a,67.34,0.068000
0.067895,0.07,n/a,43.22,0.067999
0.068006,0.07,n/a,34.26,0.067999
0.068028,0.07,n/a,28.61,0.067999
0.068171,0.07,n/a,50.69,0.068001
0.068210,0.07,n/a,65.71,0.068003
0.067924,0.07,n/a,56.48,0.068002
0.067976,0.07,n/a,40.61,0.068002
0.068111,0.07,n/a,33.04,0.068003
0.068015,0.07,n/a,40.79,0.068003
0.068082,0.07,n/a,53.50,0.068004
0.068099,0.07,n/a,57.31,0.068005
0.067951,0.07,n/a,54.16,0.068005
0.067996,0.07,n/a,46.52,0.068005
0.067926,0.07,n/a,30.66,0.068004
0.067733,0.07,n/a,21.45,0.068001
0.067861,0.07,n/a,18.79,0.068000
0.067762,0.07,n/a,16.41,0.067997
0.067832,0.07,n/a,27.57,0.067996
0.067852,0.07,n/a,32.86,0.067994
