price,sar,rsi,macd
0.025771,0.00010999999999999899,50.89,-0.009000000000000001
0.025823,0.0001539999999999979,54.06,-0.005
0.025778,0.0001010000000000004,50.99,-0.005
0.025798,0.00011700000000000252,52.29,-0.004
0.025816,0.0001239999999999991,53.48,-0.002
0.025946,0.00024400000000000116,61.06,0.008
0.025978,0.0002520000000000022,62.67,0.015000000000000001
0.026022,0.00027399999999999994,64.82,0.020999999999999998
0.026124,0.0003470000000000001,69.26,0.031
0.026269,0.00044600000000000195,74.23,0.044
0.026297,0.00038799999999999946,75.06,0.051
0.026481,0.0004989999999999994,79.73,0.064
0.026379,0.0003130000000000008,71.72,0.061
0.026264,0.00011500000000000052,63.92,0.049
0.026310,9.199999999999833e-05,65.53,0.04
0.026218,-0.0003109999999999988,59.77,0.026
0.026220,-0.0003020000000000002,59.86,0.014
0.026269,-0.00024000000000000063,61.92,0.008
0.026390,-0.00010500000000000093,66.50,0.011
0.026462,-2.1000000000000185e-05,68.90,0.015000000000000001
0.026732,0.0005539999999999989,75.87,0.033
0.026743,0.0005529999999999979,76.10,0.041999999999999996
0.026631,0.00041799999999999823,68.76,0.037
0.026555,0.00031899999999999984,64.23,0.025
0.026702,0.00043299999999999936,68.55,0.025
0.026610,0.00030900000000000025,63.39,0.016
0.026654,0.00032300000000000037,64.76,0.01
0.026766,0.0004070000000000011,68.03,0.012
0.026782,0.0003960000000000005,68.48,0.012
0.026725,0.0003139999999999983,64.97,0.005
0.026706,0.0002720000000000014,63.80,-0.002
0.026763,0.00030699999999999825,65.79,-0.004
0.026995,0.0005180000000000011,72.45,0.008
0.026931,0.00041300000000000017,68.49,0.009000000000000001
0.026980,0.00041199999999999917,69.85,0.011
0.026956,0.00034299999999999956,68.29,0.008
0.026817,0.00015100000000000183,59.98,-0.005
0.026786,0.00011500000000000052,58.27,-0.016
0.026811,0.00014000000000000123,59.28,-0.023
0.026817,9.99999999999994e-05,59.53,-0.027
0.026624,-0.0004280000000000013,49.02,-0.041999999999999996
0.026708,-0.00033400000000000096,52.92,-0.046
0.026818,-0.0002149999999999999,57.50,-0.04
0.026796,-0.00022799999999999904,56.32,-0.037
0.026746,-0.0002690000000000019,53.62,-0.037
0.026819,-0.00018699999999999967,56.87,-0.032
0.026842,-0.0001549999999999989,57.87,-0.027
0.026852,-0.00013699999999999823,58.32,-0.023
0.026870,-0.00011099999999999999,59.17,-0.019
0.026878,-9.400000000000033e-05,59.56,-0.015000000000000001
0.026856,-0.00010799999999999699,57.91,-0.015000000000000001
0.026861,-9.599999999999886e-05,58.19,-0.014
0.026736,-0.00021300000000000138,49.23,-0.022
0.026754,-0.00018699999999999967,50.41,-0.025
0.026816,-0.00011800000000000005,54.36,-0.023
0.026803,-0.0001239999999999991,53.40,-0.022
0.026782,-0.00013799999999999923,51.81,-0.022
0.026823,-8.99999999999998e-05,54.65,-0.018000000000000002
0.026833,-7.300000000000015e-05,55.34,-0.015000000000000001
0.026883,0.00031000000000000125,58.73,-0.01
0.026881,0.0003009999999999992,58.54,-0.007
0.026949,0.0003630000000000022,62.96,-0.0
0.026809,0.00020799999999999985,50.92,-0.006
0.026819,0.00020299999999999832,51.63,-0.009000000000000001
0.026821,0.0001910000000000002,51.79,-0.01
0.026888,0.0002449999999999987,56.65,-0.007
0.026914,0.0002580000000000013,58.41,-0.003
0.027099,0.0004299999999999998,68.26,0.011
0.027004,0.00030900000000000025,60.35,0.013
0.026954,0.0002349999999999991,56.64,0.009000000000000001
0.026941,0.00019900000000000126,55.68,0.006
0.027000,0.0002370000000000011,59.07,0.006
0.026999,0.00021599999999999744,58.99,0.006
0.027002,0.0001930000000000022,59.17,0.005
0.026942,0.00010900000000000146,53.96,-0.0
0.026943,8.800000000000127e-05,54.03,-0.004
0.026890,1.5000000000001124e-05,49.56,-0.01
0.026904,-0.0002020000000000008,50.72,-0.013
0.026901,-0.0001999999999999988,50.45,-0.014
0.026895,-0.00019600000000000173,49.89,-0.015000000000000001
0.026847,-0.00023400000000000157,45.49,-0.019
0.026902,-0.00016400000000000095,50.84,-0.017
0.026856,-0.0001910000000000002,46.71,-0.018000000000000002
0.026842,-0.0001799999999999996,45.50,-0.019
0.026923,-7.700000000000068e-05,53.08,-0.013
0.026971,0.000168999999999999,56.91,-0.006
0.026973,0.00016700000000000048,57.06,-0.002
0.026955,0.0001449999999999993,55.12,0.0
0.026974,0.00016100000000000142,56.79,0.002
0.026989,0.00017199999999999854,58.12,0.004
0.026976,0.0001559999999999999,56.50,0.004
0.027021,0.00019299999999999873,60.60,0.007
0.027049,0.00020799999999999985,62.94,0.01
0.027006,0.00014799999999999883,57.31,0.008
0.026967,8.700000000000027e-05,52.70,0.004
0.027004,0.00010399999999999993,56.29,0.003
0.026987,-9.199999999999833e-05,54.26,0.001
0.026962,-0.00011399999999999952,51.31,-0.002
0.026944,-0.00012799999999999964,49.24,-0.005
0.026957,-0.00011200000000000099,50.79,-0.007
0.026983,-8.299999999999974e-05,53.81,-0.005
0.027053,-9.999999999999593e-06,60.80,-0.0
0.027070,0.0001580000000000019,62.29,0.004
0.027111,0.0001889999999999982,65.92,0.009000000000000001
0.027127,0.00019299999999999873,67.25,0.012
0.027111,0.00016099999999999795,64.55,0.012
0.027173,0.00020399999999999932,69.64,0.014
0.027404,0.00041100000000000164,80.74,0.030000000000000002
0.027428,0.00037700000000000233,81.49,0.039
0.027335,0.00020900000000000085,70.01,0.036000000000000004
0.027501,0.0003130000000000008,76.40,0.043000000000000003
0.027515,0.00027399999999999994,76.85,0.045000000000000005
0.027488,0.00019399999999999973,73.93,0.041
0.027451,0.00010399999999999993,70.01,0.033
0.027497,0.00010699999999999946,72.00,0.029
0.027580,0.0001810000000000006,75.20,0.029
0.027585,0.00018599999999999867,75.38,0.027
0.027600,0.00014899999999999983,75.95,0.023
0.027528,-0.00012999999999999817,67.82,0.015000000000000001
0.027573,-8.199999999999874e-05,69.98,0.01
0.027504,-0.00014699999999999783,62.99,0.001
0.027411,-0.0002339999999999981,55.02,-0.012
0.027391,-0.0002380000000000021,53.45,-0.022
0.027408,-0.00019600000000000173,54.63,-0.027
0.027494,-8.599999999999927e-05,60.15,-0.025
0.027450,-0.0001250000000000001,56.37,-0.026
0.027462,-0.00011299999999999852,57.16,-0.025
0.027393,-0.00016099999999999795,51.40,-0.029
0.027425,-0.00010899999999999799,53.73,-0.029
0.027468,-4.799999999999943e-05,56.73,-0.025
0.027619,0.00031000000000000125,65.26,-0.012
0.027599,0.00028399999999999953,63.47,-0.006
0.027686,0.0003579999999999972,67.62,0.003
0.027749,0.00039900000000000005,70.25,0.012
0.027770,0.00038799999999999946,71.10,0.018000000000000002
0.027715,0.00028600000000000153,65.83,0.016
0.027720,0.0002490000000000027,66.08,0.014
0.027840,0.00033100000000000143,71.40,0.018000000000000002
0.027865,0.00032199999999999937,72.37,0.020999999999999998
0.027742,0.00015799999999999842,61.32,0.013
0.027733,0.00011300000000000199,60.59,0.005
0.027696,4.39999999999989e-05,57.56,-0.003
0.027723,5.9000000000000025e-05,59.17,-0.007
0.027759,9.499999999999786e-05,61.27,-0.008
0.027773,8.199999999999874e-05,62.09,-0.008
0.027705,-0.0001799999999999996,55.91,-0.013
0.027659,-0.00022199999999999998,52.14,-0.02
0.027714,-0.0001570000000000009,55.97,-0.02
0.027706,-0.00014899999999999983,55.27,-0.02
0.027709,-0.00012999999999999817,55.50,-0.02
0.027740,-8.499999999999827e-05,57.83,-0.017
0.027712,-9.89999999999984e-05,55.02,-0.017
0.027700,-9.900000000000186e-05,53.82,-0.018000000000000002
0.027589,-0.00019800000000000026,44.17,-0.025
0.027603,-0.00016599999999999948,45.50,-0.028
0.027698,-4.60000000000009e-05,53.56,-0.022
0.027713,0.00019000000000000267,54.70,-0.017
0.027691,0.00016299999999999995,52.66,-0.015000000000000001
0.027709,0.00017600000000000254,54.17,-0.012
0.027723,0.00018600000000000214,55.36,-0.009000000000000001
0.027745,0.00020299999999999832,57.24,-0.005
0.027763,0.00021200000000000038,58.77,-0.002
0.027761,0.00020000000000000226,58.52,-0.0
0.027700,0.0001239999999999991,51.33,-0.003
0.027651,6.0999999999998555e-05,46.40,-0.008
0.027666,6.300000000000056e-05,48.05,-0.01
0.027594,-0.00021699999999999844,41.47,-0.016
0.027556,-0.00025099999999999775,38.48,-0.020999999999999998
0.027562,-0.00023400000000000157,39.22,-0.023
0.027537,-0.00024300000000000016,37.20,-0.025
0.027600,-0.00016400000000000095,44.91,-0.020999999999999998
0.027635,-0.00011399999999999952,48.68,-0.015000000000000001
0.027688,0.000171000000000001,53.84,-0.007
0.027674,0.00015199999999999936,52.34,-0.002
0.027638,0.00011099999999999999,48.60,-0.002
0.027669,0.00013699999999999823,51.80,0.001
0.027641,0.00010499999999999746,48.85,0.001
0.027664,0.00012300000000000158,51.30,0.002
0.027615,6.899999999999962e-05,46.21,-0.0
0.027598,4.799999999999943e-05,44.56,-0.002
0.027540,-0.0002270000000000015,39.39,-0.008
0.027472,-0.0002899999999999986,34.36,-0.015000000000000001
0.027493,-0.0002570000000000003,37.03,-0.017
0.027545,-0.00019299999999999873,43.21,-0.014
0.027496,-0.00023100000000000204,39.30,-0.014
0.027474,-0.00024200000000000263,37.65,-0.015000000000000001
0.027454,-0.0002510000000000012,36.16,-0.015000000000000001
0.027458,-0.00022900000000000004,36.70,-0.014
0.027467,-0.0002040000000000028,37.97,-0.012
0.027471,-0.00017800000000000107,38.56,-0.01
0.027463,-0.00016599999999999948,37.78,-0.008
0.027460,-0.00015100000000000183,37.48,-0.006
0.027468,-0.0001260000000000011,38.89,-0.003
0.027436,-0.00014199999999999977,35.45,-0.003
0.027430,-0.00013400000000000217,34.83,-0.003
0.027395,-0.0001559999999999999,31.37,-0.005
0.027341,-0.00019299999999999873,26.93,-0.008
0.027325,-0.00018600000000000214,25.77,-0.011
0.027266,-0.00021000000000000185,22.00,-0.015000000000000001
0.027275,-0.00016599999999999948,23.83,-0.016
0.027300,-0.00011199999999999752,28.83,-0.013
0.027332,-5.100000000000243e-05,34.74,-0.008
0.027303,-5.6000000000000494e-05,32.13,-0.006
0.027368,0.00011900000000000105,42.53,0.0
0.027354,0.00010299999999999893,41.07,0.004
0.027433,0.00017599999999999907,51.24,0.012
0.027359,8.800000000000127e-05,43.64,0.012
0.027374,8.89999999999988e-05,45.41,0.013
0.027411,0.00011300000000000199,49.60,0.016
0.027421,0.00011099999999999999,50.71,0.018000000000000002
0.027430,0.00010899999999999799,51.73,0.019
0.027463,0.00013100000000000264,55.39,0.020999999999999998
0.027451,0.00010899999999999799,53.79,0.020999999999999998
0.027391,-0.00010900000000000146,46.09,0.015000000000000001
0.027415,-8.200000000000221e-05,49.22,0.013
0.027437,-5.7000000000001494e-05,51.98,0.013
0.027396,-9.500000000000133e-05,46.87,0.009000000000000001
0.027415,-7.300000000000015e-05,49.35,0.008
0.027383,-0.00010299999999999893,45.50,0.005
0.027385,-9.800000000000086e-05,45.78,0.003
0.027418,-6.199999999999956e-05,50.39,0.004
0.027476,-1.9999999999985307e-06,57.27,0.008
0.027417,6.700000000000109e-05,49.72,0.006
0.027390,3.700000000000231e-05,46.69,0.003
0.027420,6.499999999999909e-05,50.31,0.003
0.027404,-7.499999999999868e-05,48.42,0.002
0.027314,-0.00016199999999999895,39.44,-0.004
0.027251,-0.00021900000000000044,34.60,-0.012
0.027166,-0.00029000000000000206,29.36,-0.022
0.027213,-0.0002149999999999999,35.20,-0.024
0.027219,-0.00018299999999999914,35.93,-0.023
0.027276,-0.00010199999999999793,42.54,-0.017
0.027269,-8.69999999999968e-05,41.96,-0.013
0.027334,0.00023100000000000204,48.84,-0.005
0.027350,0.00024099999999999816,50.40,0.001
0.027292,0.000172000000000002,45.04,0.002
0.027301,0.00017099999999999754,46.00,0.003
0.027201,6.0999999999998555e-05,38.05,-0.003
0.027219,6.899999999999962e-05,40.06,-0.004
0.027205,4.49999999999999e-05,39.00,-0.006
0.027244,7.500000000000215e-05,43.48,-0.004
0.027296,0.00011900000000000105,48.88,0.002
0.027337,0.00015100000000000183,52.71,0.008
0.027329,0.00013099999999999917,51.89,0.011
0.027303,9.299999999999933e-05,49.22,0.011
0.027266,-0.00013200000000000017,45.62,0.009000000000000001
0.027366,-2.8000000000000247e-05,55.16,0.013
0.027380,0.00017,56.32,0.016
0.027417,0.0002030000000000018,59.30,0.02
0.027465,0.00024199999999999916,62.85,0.025
0.027447,0.00020799999999999985,60.71,0.025
0.027453,0.0001930000000000022,61.19,0.024
0.027424,0.0001449999999999993,57.57,0.020999999999999998
0.027483,0.00018699999999999967,62.44,0.020999999999999998
0.027501,0.0001830000000000026,63.80,0.020999999999999998
0.027452,0.00011500000000000052,57.67,0.017
0.027455,9.699999999999986e-05,57.93,0.013
0.027451,7.400000000000115e-05,57.41,0.01
0.027457,6.299999999999709e-05,58.02,0.007
0.027527,0.00012200000000000058,64.40,0.01
0.027569,0.0001460000000000003,67.59,0.013
0.027528,8.400000000000074e-05,61.78,0.011
0.027496,-8.800000000000127e-05,57.61,0.007
0.027479,-0.0001020000000000014,55.48,0.003
0.027442,-0.0001329999999999977,51.04,-0.003
0.027354,-0.00021200000000000038,42.35,-0.012
0.027386,-0.00016099999999999795,45.95,-0.016
0.027353,-0.00017600000000000254,42.97,-0.019
0.027417,-9.199999999999833e-05,49.78,-0.017
0.027447,-4.300000000000137e-05,52.63,-0.013
0.027307,-0.00016599999999999948,40.94,-0.019
0.027301,-0.00014899999999999983,40.53,-0.022
0.027317,-0.0001329999999999977,42.21,-0.022
0.027336,-8.400000000000074e-05,44.23,-0.02
0.027316,5.099999999999896e-05,42.54,-0.018000000000000002
0.027272,-0.0001339999999999987,39.02,-0.02
0.027060,-0.0003459999999999991,27.29,-0.033
0.027087,-0.0003049999999999997,30.17,-0.037
0.027191,-0.00018699999999999967,40.02,-0.031
0.027262,-8.99999999999998e-05,45.66,-0.020999999999999998
0.027150,-0.00017800000000000107,39.37,-0.02
0.027204,-0.0001020000000000014,43.42,-0.015000000000000001
0.027358,0.0004049999999999991,53.04,-0.001
0.027340,0.00037799999999999986,51.93,0.008
0.027330,0.0003489999999999986,51.28,0.012
0.027404,0.0004040000000000016,55.66,0.02
0.027389,0.0003709999999999998,54.59,0.023
0.027350,0.0003039999999999987,51.80,0.020999999999999998
0.027281,0.00020799999999999985,47.20,0.015000000000000001
0.027325,0.00022799999999999904,50.24,0.013
0.027254,0.00013400000000000217,45.68,0.007
0.027324,0.0001820000000000016,50.45,0.008
0.027387,0.00022400000000000198,54.34,0.012
0.027321,0.0001480000000000023,49.92,0.009000000000000001
0.027331,0.00013900000000000023,50.58,0.008
0.027420,0.00021099999999999938,56.09,0.013
0.027397,0.000171000000000001,54.40,0.014
0.027610,0.0003689999999999978,64.93,0.027
0.027691,0.0004180000000000017,67.96,0.039
0.027618,0.0003020000000000002,62.70,0.04
0.027766,0.0003939999999999985,68.09,0.048
0.027837,0.0004159999999999997,70.31,0.054
0.027765,0.000283000000000002,65.35,0.05
0.027745,0.00019599999999999826,64.00,0.043000000000000003
0.027791,0.00018500000000000114,65.75,0.039
0.027761,0.00010699999999999946,63.58,0.032
0.027796,0.0001010000000000004,65.03,0.027
0.027847,0.00011900000000000105,67.09,0.025
0.027852,0.00012099999999999958,67.29,0.020999999999999998
0.027846,0.00010199999999999793,66.76,0.017
0.028112,0.0003270000000000009,75.88,0.029
0.028087,0.0002930000000000016,73.83,0.032
0.028120,0.00027499999999999747,74.80,0.034
0.028130,0.0002149999999999999,75.10,0.032
0.028207,0.0002370000000000011,77.34,0.033
0.028303,0.000279999999999999,79.79,0.037
0.028465,0.00036699999999999927,83.10,0.046
0.028380,0.00020599999999999785,76.06,0.041999999999999996
0.028355,0.00011600000000000152,74.07,0.034999999999999996
0.028238,-0.0002620000000000018,65.45,0.019
0.028283,-0.00021099999999999938,67.04,0.009000000000000001
0.028223,-0.0002569999999999968,62.88,-0.004
0.028123,-0.000343000000000003,56.59,-0.019
0.028171,-0.00027299999999999894,58.72,-0.027
0.028182,-0.00023300000000000057,59.22,-0.031
0.028169,-0.00022000000000000144,58.33,-0.034999999999999996
0.028194,-0.00017,59.59,-0.034999999999999996
0.028319,0.0002380000000000021,65.24,-0.027
0.028335,0.0002489999999999992,65.90,-0.020999999999999998
0.028220,0.00012199999999999711,57.48,-0.025
0.028280,0.000171000000000001,60.33,-0.023
0.028250,0.00013000000000000164,58.23,-0.024
0.028202,7.200000000000262e-05,54.94,-0.028
0.028302,0.00016200000000000242,60.01,-0.024
0.028199,4.999999999999796e-05,53.35,-0.027
0.028151,-0.0002260000000000005,50.53,-0.032
0.028125,-0.0002470000000000007,49.02,-0.036000000000000004
0.028091,-0.0002689999999999984,47.04,-0.04
0.028073,-0.0002680000000000009,45.98,-0.041999999999999996
0.028091,-0.0002329999999999971,47.26,-0.041
0.028096,-0.00021099999999999938,47.63,-0.038
0.028080,-0.00020500000000000032,46.51,-0.036000000000000004
0.028051,-0.0002139999999999989,44.45,-0.034999999999999996
0.028106,-0.00014100000000000223,49.05,-0.029
0.028103,-0.0001270000000000021,48.81,-0.025
0.028047,-0.00016700000000000048,44.49,-0.024
0.028101,-9.299999999999933e-05,49.16,-0.02
0.028183,0.00017,55.31,-0.01
0.028142,0.0001250000000000001,51.93,-0.007
0.028236,0.00021200000000000038,58.24,0.002
0.028299,0.0002610000000000008,61.85,0.011
0.028280,0.00021699999999999844,60.16,0.015000000000000001
0.028333,0.0002470000000000007,63.18,0.02
0.028331,0.0002239999999999985,62.99,0.020999999999999998
0.028401,0.00027399999999999994,66.83,0.026
0.028414,0.0002559999999999993,67.51,0.027
0.028346,0.00015199999999999936,60.57,0.022
0.028246,1.9999999999999185e-05,52.08,0.011
0.028170,-0.0002909999999999996,46.73,-0.002
0.028135,-0.00031899999999999984,44.46,-0.012
0.028169,-0.0002720000000000014,47.14,-0.016
0.028257,-0.00016399999999999748,53.42,-0.013
0.028217,-0.00018600000000000214,50.48,-0.013
0.028123,-0.0002620000000000018,44.33,-0.019
0.028065,-0.0003039999999999987,41.00,-0.025
0.028126,-0.00021599999999999744,45.62,-0.024
0.028092,-0.0002249999999999995,43.57,-0.025
0.027982,-0.0003119999999999998,37.68,-0.031
0.027963,-0.0002960000000000011,36.76,-0.034
0.027904,-0.0003239999999999979,33.97,-0.038
0.027790,-0.0003970000000000015,29.34,-0.046
0.027753,-0.00037699999999999886,28.00,-0.051
0.027721,-0.0003470000000000001,26.87,-0.052
0.027693,-0.0002960000000000011,25.88,-0.052
0.027738,-0.00018699999999999967,30.32,-0.046
0.027552,-0.00032000000000000084,23.93,-0.051
0.027526,-0.000281,23.20,-0.052
0.027527,-0.0002160000000000009,23.29,-0.049
0.027588,-8.499999999999827e-05,29.21,-0.039
0.027645,0.00025099999999999775,34.31,-0.027
0.027702,0.0003020000000000002,39.04,-0.012
0.027699,0.00028600000000000153,38.88,-0.002
0.027642,0.00020900000000000085,35.89,0.002
0.027600,0.00014799999999999883,33.83,0.004
0.027653,0.00018299999999999914,38.62,0.009000000000000001
0.027662,0.00017499999999999807,39.42,0.013
0.027665,0.00016299999999999995,39.71,0.017
0.027690,0.00017299999999999954,42.13,0.020999999999999998
0.027651,0.00011999999999999858,39.46,0.020999999999999998
0.027611,6.700000000000109e-05,36.89,0.018000000000000002
0.027588,-0.00016199999999999895,35.45,0.015000000000000001
0.027603,-0.00014300000000000077,37.17,0.014
0.027613,-0.00012900000000000064,38.35,0.015000000000000001
0.027652,-8.599999999999927e-05,42.84,0.018000000000000002
0.027742,0.00019199999999999773,51.61,0.025
0.027710,0.0001559999999999999,48.74,0.027
0.027814,0.00025199999999999875,57.08,0.034
0.027870,0.0002920000000000006,60.78,0.041
0.027864,0.0002599999999999998,60.18,0.044
0.027879,0.00024400000000000116,61.21,0.044
0.027876,0.0002040000000000028,60.87,0.043000000000000003
0.027856,0.00015099999999999836,58.54,0.038
0.027781,4.699999999999843e-05,50.72,0.029
0.027764,-0.00018299999999999914,49.12,0.020999999999999998
0.027800,-0.00014200000000000323,52.54,0.017
0.027639,-0.00029799999999999965,39.69,0.003
0.027641,-0.000283000000000002,39.89,-0.006
0.027581,-0.0003239999999999979,36.09,-0.014
0.027611,-0.0002669999999999999,39.21,-0.017
0.027624,-0.00023000000000000104,40.56,-0.017
0.027708,-0.00012300000000000158,48.54,-0.011
0.027719,-9.10000000000008e-05,49.49,-0.005
0.027687,-0.00010399999999999993,46.77,-0.003
0.027625,-0.00014799999999999883,41.96,-0.006
0.027563,-0.00019399999999999973,37.77,-0.011
0.027540,-0.0001920000000000012,36.32,-0.015000000000000001
0.027500,-0.00020900000000000085,33.89,-0.019
0.027558,-0.00012200000000000058,40.15,-0.016
0.027604,-5.099999999999896e-05,44.63,-0.01
0.027620,0.00014999999999999736,46.14,-0.005
0.027649,0.00017599999999999907,48.86,0.001
0.027641,0.00015899999999999942,48.14,0.005
0.027658,0.00016399999999999748,49.84,0.008
0.027589,8.299999999999974e-05,43.60,0.006
0.027577,6.0000000000001025e-05,42.60,0.003
0.027563,3.600000000000131e-05,41.41,0.001
0.027583,4.699999999999843e-05,43.82,0.001
0.027533,-0.00015500000000000236,39.44,-0.001
0.027530,-0.00015500000000000236,39.19,-0.003
0.027550,-0.00012799999999999964,41.87,-0.002
0.027597,-7.300000000000015e-05,47.70,0.002
0.027610,-5.400000000000196e-05,49.22,0.005
