price,sar,rsi,macd
0.026997,0.00010599999999999846,58.64,0.012
0.026984,8.900000000000227e-05,56.15,0.011
0.026970,7.100000000000162e-05,53.50,0.009000000000000001
0.027020,0.00011699999999999905,60.63,0.01
0.027048,0.00013799999999999923,63.96,0.013
0.027017,9.400000000000033e-05,58.10,0.011
0.027096,0.00015899999999999942,66.52,0.015000000000000001
0.027112,0.00015199999999999936,67.93,0.017
0.027072,8.499999999999827e-05,61.03,0.015000000000000001
0.027082,7.300000000000015e-05,62.06,0.013
0.027090,6.199999999999956e-05,62.91,0.012
0.027087,4.200000000000037e-05,62.35,0.01
0.027121,6.199999999999956e-05,66.07,0.01
0.027131,5.9999999999997555e-05,67.09,0.01
0.027179,9.599999999999886e-05,71.55,0.012
0.027183,8.000000000000021e-05,71.89,0.013
0.027133,-6.0999999999998555e-05,61.89,0.009000000000000001
0.027202,8.700000000000027e-05,68.42,0.01
0.027265,0.00015000000000000083,72.97,0.014
0.027295,0.00017299999999999954,74.84,0.017
0.027248,0.00011300000000000199,67.05,0.015000000000000001
0.027280,0.00013200000000000017,69.38,0.014
0.027258,9.800000000000086e-05,65.92,0.011
0.027269,9.800000000000086e-05,66.81,0.008
0.027267,8.599999999999927e-05,66.47,0.006
0.027211,1.9999999999999185e-05,57.62,-0.001
0.027202,-0.00014199999999999977,56.32,-0.006
0.027206,-0.0001349999999999997,56.79,-0.009000000000000001
0.027186,-0.0001480000000000023,53.70,-0.012
0.027199,-0.0001239999999999991,55.40,-0.013
0.027205,-0.00010699999999999946,56.20,-0.013
0.027224,-7.899999999999921e-05,58.71,-0.012
0.027252,-4.100000000000284e-05,62.17,-0.009000000000000001
0.027275,-9.999999999999593e-06,64.77,-0.006
0.027298,0.00015000000000000083,67.20,-0.003
0.027259,0.00010799999999999699,59.68,-0.003
0.027250,9.599999999999886e-05,58.06,-0.004
0.027180,2.2999999999998716e-05,47.33,-0.01
0.027199,3.900000000000084e-05,50.03,-0.012
0.027225,6.199999999999956e-05,53.54,-0.011
0.027187,2.1999999999997716e-05,48.21,-0.013
0.027153,-0.0001470000000000013,43.99,-0.016
0.027135,-0.00016199999999999895,41.90,-0.018000000000000002
0.027148,-0.00014199999999999977,43.97,-0.018000000000000002
0.027160,-0.00012300000000000158,45.89,-0.017
0.027128,-0.00014899999999999983,41.78,-0.017
0.027135,-0.00013300000000000117,42.98,-0.016
0.027149,-0.00010999999999999899,45.41,-0.013
0.027126,-0.0001250000000000001,42.23,-0.013
0.027143,-9.599999999999886e-05,45.28,-0.011
0.027148,-8.000000000000021e-05,46.18,-0.008
0.027146,-7.199999999999915e-05,45.86,-0.007
0.027117,-9.10000000000008e-05,41.32,-0.007
0.027077,-0.0001229999999999981,36.02,-0.009000000000000001
0.027063,-0.00012200000000000058,34.36,-0.011
0.027087,-8.199999999999874e-05,39.51,-0.01
0.027088,-6.499999999999909e-05,39.72,-0.008
0.027058,-8.100000000000121e-05,35.68,-0.009000000000000001
0.027081,-3.999999999999837e-05,40.66,-0.007
0.027123,9.30000000000028e-05,48.51,-0.003
0.027122,8.99999999999998e-05,48.35,0.0
0.027117,7.899999999999921e-05,47.48,0.002
0.027104,6.0000000000001025e-05,45.22,0.003
0.027049,-0.00013099999999999917,37.15,-0.001
0.027011,-0.00016599999999999948,32.80,-0.005
0.027015,-0.0001559999999999999,33.68,-0.007
0.027025,-0.0001349999999999997,35.94,-0.007
0.026990,-0.00016100000000000142,31.85,-0.008
0.027009,-0.0001280000000000031,36.10,-0.008
0.026962,-0.00016199999999999895,30.95,-0.009000000000000001
0.026960,-0.00014799999999999883,30.75,-0.01
0.026916,-0.00016900000000000248,26.65,-0.012
0.026919,-0.00014100000000000223,27.36,-0.012
0.027048,0.00014300000000000077,49.87,-0.003
0.027185,0.00028000000000000247,62.98,0.012
0.027163,0.0002459999999999997,60.26,0.02
0.027145,0.00020899999999999738,58.04,0.022
0.027127,0.00017199999999999854,55.83,0.022
0.027201,0.00022900000000000004,62.20,0.026
0.027144,0.0001559999999999999,55.56,0.023
0.027097,9.400000000000033e-05,50.74,0.018000000000000002
0.027105,8.800000000000127e-05,51.51,0.014
0.027130,9.900000000000186e-05,53.94,0.012
0.027150,0.00011900000000000105,55.84,0.012
0.027178,0.00013400000000000217,58.43,0.013
0.027166,0.00011099999999999999,56.89,0.012
0.027159,9.199999999999833e-05,55.96,0.01
0.027102,2.5000000000000716e-05,48.97,0.005
0.027092,-0.00014899999999999983,47.84,0.0
0.027067,-0.00017,45.05,-0.004
0.027000,-0.00023300000000000057,38.55,-0.011
0.026959,-0.00026500000000000135,35.20,-0.018000000000000002
0.027025,-0.00018199999999999814,43.68,-0.017
0.027017,-0.00017500000000000154,42.95,-0.016
0.027002,-0.00017499999999999807,41.54,-0.015000000000000001
0.027013,-0.00015000000000000083,43.01,-0.013
0.027022,-0.00012799999999999964,44.25,-0.011
0.027098,-3.999999999999837e-05,53.46,-0.004
0.027061,-6.599999999999662e-05,49.20,-0.001
0.027078,-3.799999999999984e-05,51.13,0.002
0.027125,0.00017700000000000007,56.09,0.006
0.027108,0.0001559999999999999,53.96,0.008
0.027130,0.000171000000000001,56.27,0.01
0.027127,0.00015699999999999742,55.86,0.011
0.027135,0.0001539999999999979,56.77,0.011
0.027075,8.099999999999774e-05,48.66,0.007
0.027045,3.500000000000031e-05,45.18,0.002
0.027032,-0.00011900000000000105,43.73,-0.002
0.026991,-0.00015699999999999742,39.41,-0.007
0.027014,-0.00012799999999999964,42.82,-0.008
0.026956,-0.00017599999999999907,37.14,-0.012
0.027038,-7.899999999999921e-05,47.70,-0.009000000000000001
0.027067,-3.699999999999884e-05,50.85,-0.004
0.027102,0.00015400000000000136,54.41,0.001
0.027081,0.00013000000000000164,51.98,0.003
0.027113,0.0001590000000000029,55.26,0.006
0.027058,9.699999999999986e-05,49.05,0.005
0.027054,8.700000000000027e-05,48.62,0.003
0.027058,8.499999999999827e-05,49.10,0.002
0.027018,-9.99999999999994e-05,44.63,-0.001
0.026992,-0.00012300000000000158,41.95,-0.004
0.026999,-0.00011300000000000199,42.94,-0.006
0.027031,-7.800000000000168e-05,47.37,-0.004
0.027067,-3.900000000000084e-05,51.89,-0.001
0.027079,-2.3999999999999716e-05,53.33,0.002
0.027068,-3.200000000000078e-05,51.80,0.003
0.027100,0.00013699999999999823,55.78,0.006
0.027099,0.00013300000000000117,55.62,0.007
0.027090,0.00012099999999999958,54.17,0.007
0.027100,0.00012799999999999964,55.56,0.008
0.027118,0.00014300000000000077,58.03,0.009000000000000001
0.027091,0.00010900000000000146,53.25,0.007
0.027070,8.299999999999974e-05,49.82,0.004
0.027090,9.699999999999986e-05,52.93,0.003
0.027148,0.00014999999999999736,60.57,0.006
0.027082,7.499999999999868e-05,50.52,0.004
0.027064,4.49999999999999e-05,48.17,0.001
0.027060,-9.599999999999886e-05,47.64,-0.002
0.027088,-6.499999999999909e-05,51.65,-0.001
0.027079,-7.200000000000262e-05,50.32,-0.002
0.027074,-7.399999999999768e-05,49.55,-0.002
0.027068,-7.800000000000168e-05,48.60,-0.003
0.027104,-3.900000000000084e-05,54.29,-0.001
0.027112,-2.8999999999997778e-05,55.47,0.001
0.027131,-7.000000000000062e-06,58.23,0.003
0.027075,5.2999999999997494e-05,48.66,0.001
0.027097,7.199999999999915e-05,52.00,0.0
0.027040,1.3000000000002593e-05,44.02,-0.003
0.027080,5.099999999999896e-05,49.84,-0.003
0.027042,-0.00010500000000000093,45.04,-0.005
0.027037,-0.00010700000000000293,44.44,-0.007
0.027009,-0.00013300000000000117,41.11,-0.009000000000000001
0.027041,-9.500000000000133e-05,46.08,-0.008
0.027003,-0.00012300000000000158,41.59,-0.009000000000000001
0.027023,-9.30000000000028e-05,44.65,-0.008
0.027052,8.299999999999974e-05,48.83,-0.005
0.027082,0.00010999999999999899,52.81,-0.001
0.027076,0.0001010000000000004,51.94,0.001
0.027101,0.0001239999999999991,55.24,0.004
0.027133,0.00014899999999999983,59.12,0.008
0.027123,0.00012900000000000064,57.44,0.009000000000000001
0.027139,0.00013200000000000017,59.42,0.011
0.027164,0.0001449999999999993,62.37,0.013
0.027155,0.00012199999999999711,60.66,0.013
0.027183,0.00013099999999999917,63.97,0.014
0.027182,0.00011400000000000299,63.76,0.013
0.027144,6.1000000000002025e-05,56.34,0.01
0.027160,6.0999999999998555e-05,58.53,0.008
0.027156,4.200000000000037e-05,57.75,0.006
0.027171,4.60000000000009e-05,59.90,0.006
0.027226,0.0001010000000000004,66.63,0.008
0.027199,6.400000000000156e-05,61.20,0.007
0.027190,3.599999999999784e-05,59.46,0.006
0.027186,1.6999999999999654e-05,58.67,0.004
0.027146,-9.199999999999833e-05,51.26,-0.0
0.027154,-8.199999999999874e-05,52.55,-0.003
0.027137,-9.499999999999786e-05,49.55,-0.005
0.027132,-9.500000000000133e-05,48.67,-0.007
0.027105,-0.00011399999999999952,44.11,-0.01
0.027086,-0.00012099999999999958,41.18,-0.013
0.027084,-0.00010500000000000093,40.88,-0.014
0.027054,-0.00011800000000000005,36.48,-0.016
0.027104,-5.400000000000196e-05,46.76,-0.013
0.027144,0.00012200000000000058,53.27,-0.009000000000000001
0.027135,0.00011299999999999852,51.74,-0.006
0.027133,0.00010600000000000193,51.38,-0.004
0.027097,6.199999999999956e-05,45.37,-0.005
0.027115,7.300000000000015e-05,48.61,-0.004
0.027130,8.100000000000121e-05,51.20,-0.002
0.027162,0.00010699999999999946,56.28,0.001
0.027151,8.700000000000027e-05,54.19,0.002
0.027184,0.00010900000000000146,59.09,0.005
0.027155,6.699999999999762e-05,53.66,0.005
0.027184,8.100000000000121e-05,57.84,0.006
0.027181,6.199999999999956e-05,57.26,0.006
0.027164,4.099999999999937e-05,53.99,0.005
0.027174,3.900000000000084e-05,55.59,0.005
0.027176,3.099999999999978e-05,55.93,0.004
0.027175,-2.3999999999999716e-05,55.70,0.003
0.027155,-4.300000000000137e-05,51.28,0.001
0.027161,-3.399999999999931e-05,52.50,0.0
0.027165,-2.2999999999998716e-05,53.40,-0.001
0.027192,6.199999999999956e-05,59.05,0.001
0.027150,1.8000000000000654e-05,49.08,-0.001
0.027112,-0.00010399999999999993,42.15,-0.005
0.027145,-6.899999999999962e-05,48.90,-0.005
0.027061,-0.00014899999999999983,37.05,-0.01
0.027030,-0.00016800000000000148,33.79,-0.015000000000000001
0.027045,-0.00014099999999999877,36.69,-0.016
0.027039,-0.00013699999999999823,36.01,-0.016
0.027073,-9.299999999999933e-05,42.51,-0.013
0.027042,-0.00011500000000000052,38.65,-0.013
0.027037,-0.00011099999999999999,38.05,-0.012
0.027020,-0.00012000000000000205,36.01,-0.012
0.027039,-9.299999999999933e-05,39.90,-0.01
0.027019,-0.00010599999999999846,37.33,-0.009000000000000001
0.027041,-7.700000000000068e-05,41.77,-0.006
0.027021,-8.800000000000127e-05,39.06,-0.005
0.027048,-5.199999999999996e-05,44.31,-0.003
0.027033,-5.9999999999997555e-05,42.14,-0.001
0.027061,-2.3999999999999716e-05,47.33,0.001
0.027043,-3.599999999999784e-05,44.56,0.002
0.027051,4.799999999999943e-05,46.07,0.003
0.027061,5.7000000000001494e-05,47.98,0.005
0.027093,8.700000000000027e-05,53.63,0.008
0.027100,8.400000000000074e-05,54.87,0.01
0.027217,0.00019500000000000073,69.57,0.018000000000000002
0.027225,0.00018699999999999967,70.28,0.023
0.027234,0.00017299999999999954,71.10,0.025
0.027260,0.00016099999999999795,73.54,0.026
0.027340,0.0002249999999999995,79.34,0.030000000000000002
0.027395,0.0002470000000000007,82.22,0.034
0.027341,0.00015500000000000236,71.65,0.031
0.027356,0.00013099999999999917,72.70,0.028
0.027343,8.499999999999827e-05,70.27,0.024
0.027380,9.400000000000033e-05,73.03,0.022
0.027344,3.500000000000031e-05,66.56,0.016
0.027333,2.3999999999999716e-05,64.67,0.011
0.027401,7.199999999999915e-05,70.28,0.011
0.027413,8.400000000000074e-05,71.15,0.01
0.027375,4.60000000000009e-05,64.69,0.007
0.027381,-6.1000000000002025e-05,65.27,0.001
0.027341,-9.89999999999984e-05,58.40,-0.004
0.027349,-8.700000000000027e-05,59.33,-0.007
0.027356,-7.300000000000015e-05,60.16,-0.009000000000000001
0.027362,-6.0999999999998555e-05,60.89,-0.009000000000000001
0.027350,-6.700000000000109e-05,58.56,-0.011
0.027343,-6.899999999999962e-05,57.18,-0.012
0.027357,-4.70000000000019e-05,59.25,-0.012
0.027352,-4.39999999999989e-05,58.17,-0.012
0.027362,-2.8000000000000247e-05,59.75,-0.011
0.027372,5.9000000000000025e-05,61.32,-0.01
0.027379,6.499999999999909e-05,62.43,-0.008
0.027373,5.7000000000001494e-05,60.82,-0.008
0.027339,2.1999999999997716e-05,52.57,-0.01
0.027334,1.5000000000001124e-05,51.46,-0.011
0.027324,4.000000000000531e-06,49.23,-0.012
0.027329,-5.8000000000002494e-05,50.39,-0.012
0.027347,-3.799999999999984e-05,54.42,-0.011
0.027360,-2.2000000000001185e-05,57.13,-0.009000000000000001
0.027402,0.00010199999999999793,64.47,-0.004
0.027406,9.99999999999994e-05,65.13,-0.0
0.027424,0.00011099999999999999,68.01,0.002
0.027480,0.0001570000000000009,74.94,0.007
0.027603,0.0002470000000000007,83.44,0.017
0.027561,0.00017599999999999907,74.19,0.019
0.027571,0.00015899999999999942,74.90,0.02
0.027586,0.00015000000000000083,75.98,0.02
0.027546,8.900000000000227e-05,67.67,0.016
0.027535,5.7999999999999025e-05,65.55,0.012
0.027536,4.200000000000037e-05,65.66,0.008
0.027531,2.1000000000000185e-05,64.59,0.004
0.027507,-0.0001439999999999983,59.60,-0.0
0.027530,-0.00011800000000000005,62.58,-0.002
0.027535,-0.00010500000000000093,63.22,-0.003
0.027534,-9.800000000000086e-05,62.99,-0.004
0.027529,-9.599999999999886e-05,61.78,-0.006
0.027521,-9.699999999999986e-05,59.79,-0.007
0.027563,-4.799999999999943e-05,65.97,-0.005
0.027554,-5.000000000000143e-05,63.71,-0.005
0.027562,-3.699999999999884e-05,64.86,-0.005
0.027517,-8.199999999999874e-05,54.40,-0.007
0.027510,-8.299999999999974e-05,52.97,-0.009000000000000001
0.027453,-0.0001339999999999987,43.03,-0.014
0.027481,-9.699999999999986e-05,48.18,-0.015000000000000001
0.027454,-0.00011300000000000199,44.05,-0.017
0.027455,-9.699999999999986e-05,44.24,-0.017
0.027458,-7.599999999999968e-05,44.84,-0.017
0.027459,-5.9000000000000025e-05,45.06,-0.016
0.027486,8.400000000000074e-05,50.65,-0.012
0.027406,-0.00010299999999999893,38.24,-0.015000000000000001
0.027400,-0.00010899999999999799,37.50,-0.016
0.027409,-9.800000000000086e-05,39.40,-0.016
0.027394,-0.00010799999999999699,37.36,-0.016
0.027419,-7.599999999999968e-05,42.68,-0.013
0.027430,-5.7999999999999025e-05,44.90,-0.01
0.027385,-9.699999999999986e-05,38.36,-0.01
0.027292,-0.0001810000000000006,28.97,-0.016
0.027343,-0.0001020000000000014,37.94,-0.015000000000000001
0.027369,-5.199999999999996e-05,41.97,-0.012
0.027350,-4.900000000000043e-05,39.93,-0.011
0.027417,0.0002160000000000009,49.28,-0.005
0.027419,0.0002139999999999989,49.53,-0.0
0.027423,0.00020900000000000085,50.07,0.003
0.027373,0.00014400000000000177,43.81,0.002
0.027379,0.0001360000000000007,44.70,0.002
0.027416,0.00016000000000000042,49.98,0.004
0.027374,0.00010499999999999746,44.76,0.003
0.027421,0.00014100000000000223,50.94,0.005
0.027420,0.00012900000000000064,50.81,0.006
0.027412,0.00011099999999999999,49.71,0.007
0.027439,0.0001280000000000031,53.37,0.008
0.027452,0.00012799999999999964,55.06,0.01
0.027494,0.0001580000000000019,60.10,0.013
0.027489,0.00013699999999999823,59.25,0.014
0.027514,0.00012200000000000058,62.34,0.015000000000000001
0.027483,7.500000000000215e-05,56.60,0.013
0.027467,4.39999999999989e-05,53.85,0.01
0.027443,1.8999999999998185e-05,49.92,0.006
0.027475,5.099999999999896e-05,54.67,0.005
0.027462,-6.600000000000009e-05,52.49,0.003
0.027456,-6.999999999999715e-05,51.47,0.001
0.027508,-1.5999999999998654e-05,58.91,0.003
0.027496,6.499999999999909e-05,56.75,0.004
0.027520,8.89999999999988e-05,59.92,0.005
0.027550,0.00011500000000000052,63.52,0.007
0.027552,0.00010900000000000146,63.75,0.009000000000000001
0.027538,8.499999999999827e-05,60.82,0.008
0.027502,-7.100000000000162e-05,53.94,0.004
0.027505,-6.499999999999909e-05,54.40,0.002
0.027508,-5.9999999999997555e-05,54.89,0.0
0.027503,-6.199999999999956e-05,53.85,-0.001
0.027495,-6.800000000000209e-05,52.16,-0.003
0.027503,-5.7000000000001494e-05,53.73,-0.003
0.027481,-7.700000000000068e-05,48.97,-0.005
0.027345,-0.00021099999999999938,30.82,-0.015000000000000001
0.027402,-0.00014400000000000177,40.73,-0.016
0.027356,-0.00017600000000000254,36.22,-0.02
0.027379,-0.00013999999999999777,39.81,-0.019
0.027376,-0.00012999999999999817,39.50,-0.018000000000000002
0.027380,-0.00011499999999999705,40.17,-0.016
0.027355,-0.00012900000000000064,37.37,-0.016
0.027334,-0.00013900000000000023,35.15,-0.016
0.027369,-9.499999999999786e-05,41.40,-0.013
0.027378,-7.599999999999968e-05,42.92,-0.009000000000000001
0.027457,0.0001460000000000003,54.17,-0.001
0.027417,0.00010299999999999893,48.91,0.001
0.027343,2.5999999999998247e-05,40.99,-0.002
0.027312,-0.00016299999999999995,38.20,-0.005
0.027353,-0.00011800000000000005,43.66,-0.004
0.027308,-0.00015899999999999942,39.53,-0.006
0.027320,-0.0001439999999999983,41.13,-0.006
0.027318,-0.00014199999999999977,40.94,-0.006
0.027329,-0.0001270000000000021,42.54,-0.004
0.027332,-0.00012100000000000305,43.00,-0.002
0.027361,-8.89999999999988e-05,47.35,0.001
0.027354,-9.20000000000018e-05,46.43,0.003
0.027352,-9.099999999999733e-05,46.15,0.004
0.027390,-4.999999999999796e-05,51.99,0.007
0.027465,0.00018299999999999914,60.99,0.014
0.027426,0.00013999999999999777,55.20,0.015000000000000001
0.027382,8.800000000000127e-05,49.10,0.012
0.027411,0.00011300000000000199,52.80,0.011
0.027408,0.00010599999999999846,52.38,0.01
0.027389,8.400000000000074e-05,49.65,0.007
0.027420,0.00011099999999999999,53.87,0.008
0.027414,0.0001020000000000014,52.94,0.007
0.027395,7.899999999999921e-05,50.02,0.005
0.027362,4.300000000000137e-05,45.33,0.001
0.027353,3.099999999999978e-05,44.12,-0.002
0.027356,2.9999999999998778e-05,44.65,-0.003
0.027402,7.300000000000015e-05,52.17,-0.001
0.027397,6.500000000000256e-05,51.35,0.0
0.027370,3.499999999999684e-05,47.07,-0.001
0.027386,4.799999999999943e-05,49.74,-0.0
0.027414,7.300000000000015e-05,54.12,0.002
0.027456,0.00011200000000000099,59.77,0.006
0.027428,8.100000000000121e-05,54.91,0.006
0.027418,6.900000000000309e-05,53.25,0.005
0.027428,7.599999999999968e-05,54.73,0.005
0.027400,4.49999999999999e-05,49.96,0.003
0.027369,1.2000000000001593e-05,45.27,-0.001
0.027405,4.49999999999999e-05,51.02,-0.0
0.027416,5.3999999999998494e-05,52.66,0.0
0.027411,4.900000000000043e-05,51.81,0.0
0.027424,6.0000000000001025e-05,53.89,0.001
0.027449,8.200000000000221e-05,57.68,0.003
0.027450,8.099999999999774e-05,57.83,0.004
0.027439,6.700000000000109e-05,55.51,0.004
0.027429,5.4999999999999494e-05,53.42,0.003
0.027414,3.799999999999984e-05,50.35,0.001
0.027416,3.799999999999984e-05,50.75,-0.0
0.027413,3.299999999999831e-05,50.09,-0.001
0.027410,-7.499999999999868e-05,49.40,-0.002
0.027389,-9.400000000000033e-05,44.73,-0.004
0.027407,-7.399999999999768e-05,49.16,-0.004
0.027419,-5.7000000000001494e-05,51.93,-0.003
0.027429,-4.100000000000284e-05,54.17,-0.001
0.027431,-3.200000000000078e-05,54.63,-0.0
0.027402,-5.6000000000000494e-05,47.29,-0.002
0.027405,-4.70000000000019e-05,48.07,-0.002
0.027380,-6.699999999999762e-05,42.45,-0.004
0.027362,-8.000000000000021e-05,38.92,-0.006
0.027396,-3.900000000000084e-05,47.75,-0.005
0.027397,-3.099999999999978e-05,47.99,-0.004
0.027401,-2.1000000000000185e-05,48.99,-0.003
0.027417,6.300000000000056e-05,52.90,-0.001
0.027424,6.899999999999962e-05,54.54,0.001
0.027441,8.199999999999874e-05,58.34,0.003
0.027456,9.20000000000018e-05,61.40,0.005
0.027444,7.300000000000015e-05,57.74,0.005
0.027427,4.699999999999843e-05,52.93,0.004
0.027448,5.6000000000000494e-05,57.63,0.005
0.027447,4.49999999999999e-05,57.34,0.004
0.027481,6.999999999999715e-05,64.04,0.006
0.027500,7.700000000000068e-05,67.15,0.008
0.027463,3.300000000000178e-05,56.85,0.007
0.027452,-4.900000000000043e-05,53.99,0.003
0.027427,-7.300000000000015e-05,48.08,-0.0
0.027377,-0.00012000000000000205,38.91,-0.005
0.027355,-0.0001339999999999987,35.68,-0.01
0.027385,-9.299999999999933e-05,42.66,-0.01
0.027397,-6.799999999999862e-05,45.22,-0.009000000000000001
0.027420,-3.200000000000078e-05,49.85,-0.007
0.027486,0.0001460000000000003,60.22,-0.001
0.027507,0.00016400000000000095,62.86,0.005
0.027487,0.0001360000000000007,58.86,0.006
0.027447,8.499999999999827e-05,51.77,0.004
0.027456,8.200000000000221e-05,53.14,0.004
0.027519,0.0001349999999999997,61.39,0.007
0.027520,0.00012599999999999764,61.51,0.008
0.027514,0.00010800000000000046,60.34,0.009000000000000001
0.027531,0.00011299999999999852,62.51,0.009000000000000001
0.027519,9.099999999999733e-05,60.01,0.008
0.027560,0.00012200000000000058,65.15,0.01
0.027558,0.00010699999999999946,64.71,0.01
0.027572,0.00010399999999999993,66.41,0.01
0.027587,0.00010399999999999993,68.17,0.01
0.027619,0.00012000000000000205,71.60,0.012
0.027592,6.999999999999715e-05,65.22,0.01
0.027560,1.8000000000000654e-05,58.55,0.006
0.027581,-6.199999999999956e-05,61.34,0.004
0.027614,-2.6999999999999247e-05,65.30,0.005
0.027699,0.00014300000000000077,72.97,0.01
0.027719,0.00016000000000000042,74.41,0.014
0.027711,0.0001460000000000003,72.74,0.014
0.027709,0.00013400000000000217,72.31,0.013
0.027688,9.900000000000186e-05,67.73,0.01
0.027706,0.00010399999999999993,69.51,0.009000000000000001
0.027692,7.800000000000168e-05,66.44,0.006
0.027732,0.00010699999999999946,70.46,0.006
0.027681,4.60000000000009e-05,60.51,0.001
0.027624,-0.0001260000000000011,51.72,-0.005
0.027651,-9.600000000000233e-05,55.05,-0.008
0.027658,-8.400000000000074e-05,55.90,-0.009000000000000001
0.027676,-6.0000000000001025e-05,58.09,-0.009000000000000001
0.027691,-3.999999999999837e-05,59.88,-0.008
0.027703,-2.3000000000002185e-05,61.31,-0.006
0.027692,-2.8999999999997778e-05,59.23,-0.006
0.027631,-8.500000000000174e-05,49.27,-0.01
0.027645,-6.700000000000109e-05,51.29,-0.011
0.027590,-0.00011800000000000005,43.88,-0.016
0.027544,-0.0001559999999999999,38.83,-0.020999999999999998
0.027573,-0.00011399999999999952,43.26,-0.020999999999999998
0.027566,-0.00010599999999999846,42.46,-0.020999999999999998
0.027582,-7.100000000000162e-05,44.97,-0.019
0.027601,-3.599999999999784e-05,47.87,-0.016
0.027597,-3.399999999999931e-05,47.31,-0.013
0.027534,-9.699999999999986e-05,39.41,-0.015000000000000001
0.027528,-8.89999999999988e-05,38.74,-0.016
0.027644,0.00016299999999999995,54.65,-0.008
0.027582,0.0001010000000000004,47.54,-0.006
0.027568,8.700000000000027e-05,46.08,-0.006
0.027578,9.099999999999733e-05,47.33,-0.005
0.027529,3.600000000000131e-05,42.20,-0.007
0.027533,3.399999999999931e-05,42.74,-0.008
0.027525,2.5000000000000716e-05,41.89,-0.008
0.027480,-0.0003060000000000007,37.38,-0.01
0.027436,-0.00034400000000000056,33.58,-0.014
0.027451,-0.0003149999999999993,35.97,-0.015000000000000001
0.027434,-0.00031799999999999884,34.45,-0.015000000000000001
0.027444,-0.0002950000000000001,36.16,-0.014
0.027488,-0.00023100000000000204,43.16,-0.009000000000000001
0.027506,-0.00019399999999999973,45.78,-0.004
0.027479,-0.00020399999999999932,42.61,-0.002
0.027470,-0.00019599999999999826,41.57,-0.001
0.027469,-0.00018199999999999814,41.45,-0.0
0.027434,-0.0002020000000000008,37.37,-0.002
0.027390,-0.00023199999999999957,32.98,-0.005
0.027355,-0.0002479999999999982,29.96,-0.009000000000000001
0.027417,-0.00015899999999999942,40.37,-0.006
0.027361,-0.0001899999999999992,35.27,-0.007
0.027346,-0.0001830000000000026,34.03,-0.009000000000000001
0.027352,-0.00015300000000000036,35.02,-0.008
0.027360,-0.00011700000000000252,36.38,-0.006
0.027377,-7.500000000000215e-05,39.29,-0.003
0.027386,-4.49999999999999e-05,40.84,-0.0
0.027404,0.0001010000000000004,43.91,0.003
0.027438,0.00013300000000000117,49.27,0.008
0.027443,0.00013200000000000017,50.03,0.011
0.027414,9.500000000000133e-05,45.76,0.011
0.027452,0.0001250000000000001,51.59,0.013
0.027474,0.0001239999999999991,54.84,0.016
0.027448,8.400000000000074e-05,50.52,0.015000000000000001
0.027447,7.199999999999915e-05,50.35,0.013
0.027480,9.400000000000033e-05,55.50,0.014
0.027501,0.0001030000000000024,58.45,0.015000000000000001
0.027495,8.099999999999774e-05,57.28,0.015000000000000001
0.027514,8.599999999999927e-05,60.01,0.015000000000000001
0.027523,7.799999999999821e-05,61.27,0.015000000000000001
0.027497,3.700000000000231e-05,55.80,0.013
0.027492,1.9999999999999185e-05,54.78,0.01
0.027500,-3.600000000000131e-05,56.15,0.009000000000000001
0.027453,-8.199999999999874e-05,47.11,0.004
0.027440,-9.10000000000008e-05,44.95,0.0
0.027446,-7.899999999999921e-05,46.17,-0.002
0.027450,-6.600000000000009e-05,47.02,-0.003
0.027475,-2.9000000000001247e-05,52.09,-0.002
0.027460,-3.200000000000078e-05,49.06,-0.002
0.027444,-3.900000000000084e-05,45.98,-0.003
0.027400,-7.700000000000068e-05,38.78,-0.007
0.027423,-5.199999999999996e-05,43.74,-0.007
0.027379,-8.700000000000027e-05,37.48,-0.009000000000000001
0.027409,-4.49999999999999e-05,43.43,-0.009000000000000001
0.027421,-2.9999999999998778e-05,45.65,-0.007
0.027386,-6.499999999999909e-05,40.63,-0.008
0.027434,0.00015400000000000136,48.93,-0.005
0.027478,0.00019800000000000026,55.12,0.001
0.027454,0.00016599999999999948,51.45,0.002
0.027453,0.00015400000000000136,51.30,0.003
0.027436,0.00012599999999999764,48.65,0.003
0.027391,7.099999999999815e-05,42.41,-0.001
0.027400,7.000000000000062e-05,43.96,-0.002
0.027441,0.0001020000000000014,50.49,-0.0
0.027433,8.599999999999927e-05,49.28,0.001
0.027435,8.000000000000021e-05,49.61,0.001
0.027440,7.700000000000068e-05,50.46,0.002
0.027419,4.900000000000043e-05,46.87,0.001
0.027414,3.799999999999984e-05,46.03,0.0
0.027428,4.60000000000009e-05,48.80,0.001
0.027418,3.0000000000002247e-05,46.95,0.0
0.027409,2.1000000000000185e-05,45.28,-0.001
0.027392,-8.700000000000027e-05,42.24,-0.002
0.027423,-5.400000000000196e-05,48.98,-0.001
0.027452,-2.2999999999998716e-05,54.34,0.002
0.027451,-2.2000000000001185e-05,54.13,0.004
0.027439,-3.299999999999831e-05,51.54,0.004
0.027420,-5.199999999999996e-05,47.65,0.002
0.027384,-8.600000000000274e-05,41.29,-0.001
0.027366,-9.99999999999994e-05,38.52,-0.004
0.027387,-7.499999999999868e-05,43.30,-0.004
0.027399,-5.7000000000001494e-05,45.89,-0.003
0.027390,-5.9999999999997555e-05,44.26,-0.003
0.027388,-5.7000000000001494e-05,43.88,-0.003
