price,ema20,vol,vol_ema,dif_sar,rsi
0.021827,0.021820,119,231,-2.000000000002e-06,50.72
0.021820,0.021820,834,246,3.799999999999984e-05,48.61
0.021822,0.021820,226,249,3.900000000000084e-05,49.26
0.021828,0.021821,243,249,4.39999999999989e-05,51.25
0.021824,0.021821,117,242,3.900000000000084e-05,49.84
0.021791,0.021818,384,244,5.000000000001531e-06,40.08
0.021813,0.021818,483,257,2.5999999999998247e-05,47.47
0.021797,0.021816,239,261,9.000000000002062e-06,43.29
0.021809,0.021815,187,257,1.9999999999999185e-05,47.05
0.021796,0.021813,293,252,5.999999999999062e-06,43.67
0.021794,0.021811,395,262,-3.999999999999837e-05,43.16
0.021805,0.021811,358,269,-2.8000000000000247e-05,46.86
0.021840,0.021814,1704.0,345,7.299999999999668e-05,56.56
0.022010,0.021832,4421.0,557,0.00023199999999999957,77.78
0.021994,0.021848,2696.0,686,0.00020399999999999932,74.11
0.021973,0.021860,1384.0,742,0.000171000000000001,69.48
0.021981,0.021871,1781.0,815,0.00016700000000000048,70.24
0.021984,0.021882,603,836,0.00016000000000000042,70.54
0.021945,0.021897,968,897,9.99999999999994e-05,61.30
0.021942,0.021901,628,923,8.700000000000027e-05,60.64
0.021968,0.021907,467,904,0.00010399999999999993,64.23
0.021948,0.021911,355,911,7.499999999999868e-05,59.72
0.021970,0.021917,1050.0,951,8.89999999999988e-05,62.81
0.021950,0.021920,456,968,6.1000000000002025e-05,58.42
0.021964,0.021924,279,963,6.700000000000109e-05,60.50
0.021941,0.021926,534,965,3.599999999999784e-05,55.58
0.021963,0.021929,860,996.0,5.099999999999896e-05,59.02
0.021938,0.021930,409,1008.0,1.8999999999998185e-05,53.92
0.021950,0.021932,516,1018.9999999999999,2.3999999999999716e-05,55.89
0.021965,0.021935,560,1027.0,3.299999999999831e-05,58.29
0.021962,0.021938,566,1037.0,2.3999999999999716e-05,57.61
0.021951,0.021939,419,973,6.999999999996592e-06,55.09
0.021897,0.021935,404,772,-0.00018900000000000167,44.74
0.021911,0.021933,369,656,-0.000171000000000001,47.50
0.021907,0.021930,165,595,-0.000171000000000001,46.78
0.021902,0.021928,334,523,-0.00017299999999999954,45.85
0.021888,0.021924,491,517,-0.0001789999999999986,43.25
0.021899,0.021921,599,522,-0.00016000000000000042,45.85
0.021886,0.021918,300,488,-0.00016599999999999948,43.32
0.021891,0.021915,188,466,-0.0001539999999999979,44.59
0.021879,0.021912,249,455,-0.00015899999999999942,42.16
0.021862,0.021907,168,446,-0.00016500000000000195,38.92
0.021831,0.021900,826,435,-0.0001799999999999996,33.83
0.021654,0.021877,5853.0,705,-0.0003109999999999988,18.74
0.021676,0.021857,1228.0,752,-0.0002470000000000007,23.32
0.021657,0.021838,2088.0,830,-0.0002280000000000025,22.16
0.021691,0.021824,472,810,-0.00016000000000000042,28.97
0.021680,0.021811,506,815,-0.00014099999999999877,28.11
0.021651,0.021795,1069.0,843,-0.00014199999999999977,25.93
0.021696,0.021786,733,851,-7.199999999999915e-05,34.43
0.021699,0.021778,263,836,-4.70000000000019e-05,34.96
0.021651,0.021766,767,854,-7.499999999999868e-05,30.65
0.021593,0.021749,4050.0,1036.0,-0.00010599999999999846,26.41
0.021657,0.021740,493,1042.0,-2.3000000000002185e-05,36.80
0.021688,0.021735,673,1068.0,0.00018800000000000067,41.14
0.021684,0.021730,686,1085.0,0.00017599999999999907,40.75
0.021707,0.021728,1132.0,1117.0,0.00018299999999999914,44.02
0.021755,0.021731,428,1109.0,0.0002160000000000009,50.20
0.021730,0.021731,430,1115.0,0.00017700000000000007,47.27
0.021709,0.021729,1698.0,1203.0,0.00012999999999999817,44.73
0.021723,0.021726,366,1190.0,0.00012099999999999958,46.94
0.021709,0.021725,334,914,9.699999999999986e-05,45.00
0.021729,0.021725,228,864,0.00010699999999999946,48.28
0.021724,0.021725,340,777,9.299999999999933e-05,47.52
0.021694,0.021722,227,764,5.400000000000196e-05,43.12
0.021687,0.021719,299,754,3.900000000000084e-05,42.14
0.021703,0.021717,803,741,-7.199999999999915e-05,45.20
0.021730,0.021718,350,722,-4.200000000000037e-05,50.02
0.021711,0.021718,307,724,-5.7999999999999025e-05,46.90
0.021714,0.021717,216,696,-5.300000000000096e-05,47.46
0.021720,0.021718,258,507,-4.39999999999989e-05,48.62
0.021737,0.021719,313,498,-2.3999999999999716e-05,51.87
0.021738,0.021721,304,479,-2.1000000000000185e-05,52.06
0.021734,0.021722,165,453,-2.2000000000001185e-05,51.18
0.021716,0.021722,251,409,-3.799999999999984e-05,47.31
0.021714,0.021721,154,395,-3.699999999999884e-05,46.88
0.021729,0.021722,167,382,-2.0000000000002655e-05,50.47
0.021745,0.021724,190,367,0.00011399999999999952,54.04
0.021733,0.021725,288,296,9.699999999999986e-05,51.07
0.021738,0.021726,233,290,9.699999999999986e-05,52.25
0.021741,0.021728,162,279,9.500000000000133e-05,52.98
0.021736,0.021728,183,272,8.499999999999827e-05,51.56
0.021747,0.021730,210,271,9.199999999999833e-05,54.45
0.021739,0.021731,290,268,7.700000000000068e-05,52.02
0.021735,0.021731,171,266,6.700000000000109e-05,50.80
0.021746,0.021733,200,261,7.300000000000015e-05,54.00
0.021739,0.021733,191,230,6.0000000000001025e-05,51.69
0.021726,0.021733,414,233,4.200000000000037e-05,47.63
0.021724,0.021732,314,234,3.500000000000031e-05,47.02
0.021712,0.021730,274,237,1.8999999999998185e-05,43.42
0.021711,0.021728,188,233,1.3000000000002593e-05,43.12
0.021699,0.021725,586,247,-6.499999999999909e-05,39.62
0.021673,0.021720,534,258,-8.599999999999927e-05,33.31
0.021694,0.021718,812,291,-6.0999999999998555e-05,41.42
0.021636,0.021710,734,315,-0.00011200000000000099,30.42
0.021666,0.021706,1050.0,360,-7.199999999999915e-05,39.39
0.021669,0.021702,816,392,-6.0999999999998555e-05,40.22
0.021672,0.021699,321,399,-5.000000000000143e-05,41.09
0.021693,0.021699,515,410,-2.2000000000001185e-05,46.90
0.021671,0.021696,510,424,-3.700000000000231e-05,42.20
0.021674,0.021694,455,438,-2.8000000000000247e-05,43.04
0.021675,0.021692,340,446,-2.2000000000001185e-05,43.34
0.021658,0.021689,368,454,-3.399999999999931e-05,39.58
0.021638,0.021684,826,481,-4.799999999999943e-05,35.67
0.021648,0.021681,477,496,-3.200000000000078e-05,38.92
0.021645,0.021677,272,500,-2.8999999999997778e-05,38.30
0.021652,0.021675,526,517,-1.6999999999999654e-05,40.69
0.021641,0.021672,419,517,-2.3999999999999716e-05,38.18
0.021644,0.021669,826,542,-1.6999999999999654e-05,39.28
0.021647,0.021667,458,552,-1.1000000000000593e-05,40.42
0.021653,0.021666,425,563,-2.000000000002e-06,42.74
0.021669,0.021666,292,549,3.799999999999984e-05,48.49
0.021648,0.021664,527,548,1.6000000000002124e-05,42.46
0.021646,0.021662,202,518,1.2999999999999123e-05,41.93
0.021640,0.021660,258,494,7.000000000000062e-06,40.29
0.021667,0.021661,649,474,3.199999999999731e-05,49.80
0.021691,0.021664,369,452,5.2999999999997494e-05,56.44
0.021690,0.021666,223,447,4.70000000000019e-05,56.11
0.021683,0.021668,369,440,3.600000000000131e-05,53.72
0.021679,0.021669,136,421,2.8000000000000247e-05,52.35
0.021680,0.021670,412,419,2.5000000000000716e-05,52.67
0.021708,0.021674,274,415,4.80000000000029e-05,60.75
0.021685,0.021678,287,390,8.999999999998592e-06,52.25
0.021691,0.021679,344,383,1.1999999999998123e-05,54.06
0.021701,0.021681,848,412,1.4000000000000123e-05,56.98
0.021741,0.021687,394,405,4.099999999999937e-05,66.23
0.021736,0.021691,366,403,2.5999999999998247e-05,64.37
0.021752,0.021697,326,378,3.300000000000178e-05,67.51
0.021766,0.021704,278,369,3.799999999999984e-05,70.01
0.021765,0.021710,664,381,2.5999999999998247e-05,69.60
0.021763,0.021715,164,374,1.5000000000001124e-05,68.73
0.021764,0.021719,222,359,8.999999999998592e-06,68.94
0.021761,0.021723,320,365,2.999999999999531e-06,67.48
0.021749,0.021726,402,372,-3.299999999999831e-05,61.85
0.021752,0.021728,175,348,-2.8999999999997778e-05,62.69
0.021809,0.021736,1065.0,383,6.899999999999962e-05,74.26
0.021784,0.021741,820,413,4.100000000000284e-05,64.77
0.021800,0.021746,309,410,5.3999999999998494e-05,67.62
0.021802,0.021752,240,415,5.199999999999996e-05,67.97
0.021806,0.021757,311,410,5.199999999999996e-05,68.70
0.021810,0.021762,554,424,4.999999999999796e-05,69.45
0.021803,0.021770,223,414,3.399999999999931e-05,66.24
0.021790,0.021772,491,422,1.6999999999999654e-05,60.64
0.021770,0.021772,185,388,-4.999999999999796e-05,53.19
0.021806,0.021775,826,410,-1.3000000000002593e-05,62.19
0.021791,0.021776,113,397,-2.6999999999999247e-05,57.25
0.021818,0.021780,376,400,4.900000000000043e-05,62.96
0.021791,0.021781,253,399,2.1000000000000185e-05,55.04
0.021776,0.021781,321,381,-5.199999999999996e-05,51.19
0.021775,0.021780,194,383,-5.199999999999996e-05,50.94
0.021769,0.021779,504,390,-5.4999999999999494e-05,49.23
0.021772,0.021778,251,382,-5.099999999999896e-05,50.13
0.021778,0.021778,295,388,-4.300000000000137e-05,51.97
0.021771,0.021777,713,370,-4.900000000000043e-05,49.67
0.021767,0.021776,199,339,-5.199999999999996e-05,48.35
0.021831,0.021782,823,365,7.099999999999815e-05,64.55
0.021790,0.021782,308,369,2.8000000000000247e-05,53.07
0.021807,0.021785,189,362,4.39999999999989e-05,56.52
0.021846,0.021791,457,358,7.899999999999921e-05,63.21
0.021811,0.021793,1125.0,401,4.099999999999937e-05,55.03
0.021798,0.021793,607,420,2.3999999999999716e-05,52.32
0.021811,0.021795,535,422,3.399999999999931e-05,54.72
0.021914,0.021806,3960.0,611,-7.400000000000115e-05,68.32
0.021915,0.021817,736,606,-6.899999999999962e-05,68.42
0.021902,0.021825,396,621,-7.699999999999721e-05,65.55
0.021894,0.021831,355,619,-8.100000000000121e-05,63.77
0.021886,0.021836,290,621,-8.500000000000174e-05,61.97
0.021890,0.021842,364,624,-7.700000000000068e-05,62.54
0.021866,0.021844,410,634,-9.699999999999986e-05,57.00
0.021889,0.021848,331,642,-7.000000000000062e-05,60.60
0.021891,0.021852,645,649,-6.399999999999809e-05,60.91
0.021908,0.021858,570,665,-4.39999999999989e-05,63.51
0.021899,0.021862,480,675,-4.900000000000043e-05,61.19
0.021923,0.021867,720,675,-2.1999999999997716e-05,64.87
0.021914,0.021872,480,689,-2.6999999999999247e-05,62.48
0.021915,0.021876,546,675,-2.2999999999998716e-05,62.64
0.021913,0.021879,310,675,-2.1000000000000185e-05,62.05
0.021935,0.021885,333,682,0.00016499999999999848,65.85
0.021953,0.021891,514,685,0.00017400000000000054,68.62
0.021948,0.021897,223,640,0.00016099999999999795,66.99
0.021932,0.021900,174,618,0.0001370000000000017,61.94
0.021938,0.021904,182,601,0.0001349999999999997,63.07
0.021919,0.021905,147,410,0.00010900000000000146,57.29
0.021940,0.021908,146,381,0.00012300000000000158,61.49
0.021955,0.021913,534,388,0.00013099999999999917,64.20
0.021900,0.021912,1004.0,420,7.000000000000062e-05,50.25
0.021917,0.021912,957,453,8.099999999999774e-05,53.61
0.021914,0.021912,365,453,7.199999999999915e-05,52.93
0.021908,0.021912,301,448,6.0000000000001025e-05,51.53
0.021916,0.021912,352,449,6.200000000000302e-05,53.30
0.021896,0.021911,188,426,3.699999999999884e-05,48.51
0.021910,0.021911,217,409,4.599999999999743e-05,51.78
0.021905,0.021910,167,393,3.600000000000131e-05,50.55
0.021900,0.021909,175,366,2.5999999999998247e-05,49.28
0.021884,0.021907,261,355,5.999999999999062e-06,45.37
0.021878,0.021904,92,332,-0.00010799999999999699,43.96
0.021888,0.021903,211,327,-9.299999999999933e-05,46.92
0.021886,0.021901,202,321,-8.99999999999998e-05,46.39
0.021859,0.021897,221,306,-0.00010900000000000146,39.87
0.021856,0.021893,71,298,-0.00010500000000000093,39.21
0.021811,0.021885,434,311,-0.00013699999999999823,30.95
0.021806,0.021878,257,315,-0.0001270000000000021,30.19
0.021800,0.021870,132,314,-0.00011699999999999905,29.25
0.021803,0.021864,120,313,-9.99999999999994e-05,30.41
0.021809,0.021859,76,290,-8.100000000000121e-05,32.77
0.021849,0.021858,447,262,-2.9999999999998778e-05,45.95
0.021817,0.021854,154,222,-5.199999999999996e-05,39.31
0.021828,0.021851,151,211,-3.200000000000078e-05,42.39
0.021824,0.021849,324,213,-2.9000000000001247e-05,41.57
0.021829,0.021847,202,205,-1.6999999999999654e-05,43.06
0.021813,0.021844,249,208,-2.6999999999999247e-05,39.57
0.021835,0.021843,635,229,3.799999999999984e-05,46.04
0.021817,0.021840,249,233,1.8999999999998185e-05,42.07
0.021824,0.021839,290,239,2.5000000000000716e-05,44.09
0.021811,0.021836,172,234,1.1000000000000593e-05,41.22
0.021827,0.021835,141,237,2.5999999999998247e-05,45.89
0.021826,0.021834,128,233,2.4000000000003185e-05,45.65
0.021823,0.021833,244,235,1.8999999999998185e-05,44.88
0.021806,0.021831,135,230,-5.199999999999996e-05,40.68
0.021790,0.021827,245,239,-6.499999999999909e-05,37.16
0.021786,0.021823,370,236,-6.400000000000156e-05,36.31
0.021788,0.021820,240,235,-5.8000000000002494e-05,37.08
0.021773,0.021815,315,244,-6.699999999999762e-05,33.78
0.021765,0.021810,180,247,-6.700000000000109e-05,32.13
0.021761,0.021806,167,252,-6.300000000000056e-05,31.31
0.021710,0.021797,626,261,-9.99999999999994e-05,23.18
0.021711,0.021788,309,269,-8.399999999999727e-05,23.60
0.021727,0.021783,264,274,-5.6000000000000494e-05,30.16
0.021744,0.021779,333,275,-2.8000000000000247e-05,36.41
0.021770,0.021778,370,283,6.600000000000009e-05,44.58
0.021753,0.021776,290,285,4.60000000000009e-05,40.88
0.021766,0.021775,230,265,5.6000000000000494e-05,44.67
0.021745,0.021772,97,257,3.200000000000078e-05,40.19
0.021731,0.021768,402,263,-4.799999999999943e-05,37.50
0.021705,0.021762,696,289,-7.100000000000162e-05,33.06
0.021727,0.021759,310,297,-4.49999999999999e-05,39.57
0.021688,0.021752,665,324,-7.900000000000268e-05,33.38
0.021713,0.021748,526,338,-4.60000000000009e-05,39.88
0.021714,0.021745,160,340,-3.799999999999984e-05,40.13
0.021725,0.021743,142,335,-1.9999999999999185e-05,42.96
0.021721,0.021741,273,330,-1.8000000000000654e-05,42.18
0.021715,0.021739,214,328,-1.7999999999997185e-05,40.97
0.021712,0.021736,157,321,-1.6000000000002124e-05,40.36
0.021700,0.021733,144,319,-2.2999999999998716e-05,37.89
0.021708,0.021730,290,325,-1.0999999999997123e-05,40.50
0.021723,0.021730,268,307,5.4999999999999494e-05,45.16
0.021692,0.021726,284,306,2.2999999999998716e-05,38.46
0.021707,0.021724,179,301,3.700000000000231e-05,42.87
0.021708,0.021723,144,292,3.600000000000131e-05,43.17
0.021698,0.021720,226,285,2.4999999999997247e-05,40.91
0.021697,0.021716,93,275,2.2000000000001185e-05,40.66
0.021719,0.021716,154,278,4.29999999999979e-05,48.08
0.021712,0.021716,188,267,3.500000000000031e-05,46.10
0.021718,0.021716,254,245,4.000000000000184e-05,48.07
0.021701,0.021715,195,239,2.2000000000001185e-05,43.25
0.021690,0.021712,146,213,-3.899999999999737e-05,40.43
0.021709,0.021712,217,198,3.500000000000031e-05,46.88
0.021712,0.021712,258,203,3.699999999999884e-05,47.84
0.021720,0.021713,152,203,4.39999999999989e-05,50.42
0.021736,0.021715,199,199,5.6999999999998024e-05,55.18
0.021726,0.021716,200,199,4.49999999999999e-05,51.83
0.021747,0.021719,96,196,6.199999999999956e-05,57.65
0.021743,0.021721,415,209,5.099999999999896e-05,56.26
0.021751,0.021724,62,198,5.3999999999998494e-05,58.42
0.021762,0.021728,335,201,5.7000000000001494e-05,61.26
0.021778,0.021733,102,192,6.399999999999809e-05,65.01
0.021768,0.021736,71,187,4.599999999999743e-05,61.04
0.021779,0.021740,113,185,4.900000000000043e-05,63.67
0.021799,0.021746,361,192,5.7999999999999025e-05,67.91
0.021826,0.021753,300,195,6.900000000000309e-05,72.56
0.021848,0.021762,807,231,6.799999999999862e-05,75.66
0.021867,0.021772,301,239,6.899999999999962e-05,77.97
0.021855,0.021788,445,250,2.5999999999998247e-05,72.90
0.021879,0.021797,306,255,3.699999999999884e-05,76.23
0.021866,0.021811,290,260,1.2999999999999123e-05,70.76
0.021858,0.021815,233,258,2.999999999999531e-06,67.55
0.021850,0.021818,379,270,-4.29999999999979e-05,64.41
0.021864,0.021823,336,277,-2.6999999999999247e-05,67.28
0.021879,0.021828,192,276,-9.999999999999593e-06,70.07
0.021860,0.021831,162,280,-2.6999999999999247e-05,62.77
0.021856,0.021834,238,271,-2.9999999999998778e-05,61.33
0.021851,0.021835,257,280,-3.099999999999978e-05,59.48
0.021823,0.021834,164,272,-5.400000000000196e-05,50.34
0.021840,0.021835,145,274,-3.300000000000178e-05,54.87
0.021832,0.021834,263,284,-3.699999999999884e-05,52.45
0.021840,0.021835,250,290,-2.5000000000000716e-05,54.61
0.021850,0.021836,197,282,-1.0999999999997123e-05,57.23
0.021852,0.021838,140,274,3.099999999999978e-05,57.75
0.021860,0.021840,123,240,3.799999999999984e-05,59.87
0.021842,0.021840,111,231,1.9000000000001654e-05,53.38
0.021845,0.021841,186,229,2.1000000000000185e-05,54.27
0.021862,0.021843,189,216,3.699999999999884e-05,59.04
0.021850,0.021843,132,207,2.3000000000002185e-05,54.70
0.021834,0.021842,128,206,-3.300000000000178e-05,49.48
0.021844,0.021843,73,195,-2.2000000000001185e-05,52.53
0.021841,0.021842,72,187,-2.3999999999999716e-05,51.53
0.021846,0.021843,135,175,-1.8999999999998185e-05,53.14
0.021864,0.021845,124,164,3.799999999999984e-05,58.48
0.021896,0.021850,339,171,6.699999999999762e-05,65.92
0.021877,0.021852,175,172,4.49999999999999e-05,59.14
0.021875,0.021854,219,171,3.999999999999837e-05,58.46
0.021870,0.021856,304,173,3.300000000000178e-05,56.70
0.021867,0.021857,219,176,2.7000000000002716e-05,55.62
0.021846,0.021856,535,196,-5.4999999999999494e-05,48.63
0.021802,0.021851,1103.0,238,-9.400000000000033e-05,37.89
0.021804,0.021846,315,241,-8.700000000000027e-05,38.55
0.021820,0.021844,162,239,-6.700000000000109e-05,43.74
0.021819,0.021841,235,244,-6.299999999999709e-05,43.49
0.021831,0.021840,302,253,-4.70000000000019e-05,47.34
0.021828,0.021839,308,263,-4.60000000000009e-05,46.48
0.021830,0.021838,139,260,-4.000000000000184e-05,47.17
0.021849,0.021839,262,264,-1.8000000000000654e-05,53.26
0.021843,0.021840,408,278,-1.9999999999999185e-05,51.25
0.021848,0.021841,99,288,6.799999999999862e-05,52.97
0.021843,0.021841,196,294,6.200000000000302e-05,51.03
0.021830,0.021840,229,298,4.699999999999843e-05,46.30
0.021839,0.021840,170,301,5.400000000000196e-05,49.77
0.021843,0.021840,127,290,5.7000000000001494e-05,51.28
0.021840,0.021840,107,287,5.199999999999996e-05,50.07
0.021857,0.021842,170,284,6.800000000000209e-05,56.37
0.021867,0.021844,187,278,7.400000000000115e-05,59.60
0.021915,0.021851,791,307,0.00011399999999999952,70.79
0.021909,0.021856,433,302,0.00010000000000000286,68.25
0.021922,0.021863,508,272,0.00010600000000000193,70.70
0.021893,0.021866,1441.0,328,6.699999999999762e-05,59.62
0.021870,0.021866,318,336,3.399999999999931e-05,52.58
0.021867,0.021866,341,342,2.2000000000001185e-05,51.73
0.021915,0.021871,529,353,6.199999999999956e-05,62.32
0.021890,0.021873,434,359,2.9000000000001247e-05,55.49
0.021893,0.021875,193,362,2.5000000000000716e-05,56.11
0.021905,0.021877,368,367,3.099999999999978e-05,58.60
0.021902,0.021880,536,374,2.2000000000001185e-05,57.72
0.021885,0.021880,465,382,-6.299999999999709e-05,52.86
0.021873,0.021880,355,395,-7.199999999999915e-05,49.69
0.021874,0.021879,362,403,-6.699999999999762e-05,49.96
0.021873,0.021878,256,405,-6.499999999999909e-05,49.67
0.021871,0.021878,134,403,-6.299999999999709e-05,49.06
0.021835,0.021874,311,412,-8.99999999999998e-05,39.67
0.021813,0.021868,367,425,-9.99999999999994e-05,35.23
0.021848,0.021866,308,432,-5.4999999999999494e-05,45.65
0.021853,0.021865,159,431,-3.999999999999837e-05,46.96
0.021844,0.021863,132,398,-4.100000000000284e-05,44.86
0.021817,0.021858,242,388,-5.7999999999999025e-05,39.20
0.021832,0.021856,239,375,-3.399999999999931e-05,43.47
0.021820,0.021852,205,313,-3.799999999999984e-05,40.99
0.021800,0.021847,294,312,-5.000000000000143e-05,37.18
0.021823,0.021845,302,310,-1.9000000000001654e-05,43.66
0.021832,0.021844,157,291,-7.000000000000062e-06,46.01
0.021829,0.021842,167,278,-8.999999999998592e-06,45.33
0.021825,0.021841,165,276,-9.999999999999593e-06,44.39
0.021843,0.021841,291,272,4.60000000000009e-05,49.47
0.021848,0.021842,190,255,4.900000000000043e-05,50.81
0.021840,0.021842,172,241,3.899999999999737e-05,48.59
0.021823,0.021840,261,236,1.9999999999999185e-05,44.16
0.021832,0.021839,523,244,-1.9999999999999185e-05,46.92
0.021834,0.021839,179,240,-1.6999999999999654e-05,47.54
0.021837,0.021838,483,257,-1.3000000000002593e-05,48.51
0.021853,0.021840,305,257,5.6000000000000494e-05,53.46
0.021855,0.021841,271,252,5.6000000000000494e-05,54.05
0.021843,0.021841,167,245,4.100000000000284e-05,49.93
0.021838,0.021841,288,252,3.399999999999931e-05,48.28
0.021827,0.021840,174,254,2.1000000000000185e-05,44.77
0.021820,0.021838,140,249,1.1999999999998123e-05,42.65
0.021829,0.021837,147,244,1.9000000000001654e-05,46.18
0.021819,0.021835,149,241,8.000000000001062e-06,43.01
0.021826,0.021834,174,235,1.3000000000002593e-05,45.82
0.021834,0.021834,208,231,1.8999999999998185e-05,48.91
0.021829,0.021834,140,230,1.2000000000001593e-05,47.10
0.021807,0.021831,230,233,-5.199999999999996e-05,40.07
0.021827,0.021831,240,237,-3.099999999999978e-05,47.71
0.021820,0.021830,247,235,-3.700000000000231e-05,45.52
0.021780,0.021825,407,245,-7.300000000000015e-05,35.50
0.021729,0.021816,1958.0,335,-0.00011200000000000099,27.26
0.021722,0.021807,629,353,-0.00010799999999999699,26.36
0.021709,0.021798,599,357,-0.00011099999999999999,24.72
0.021727,0.021791,830,389,-8.299999999999974e-05,31.11
0.021710,0.021783,419,386,-9.10000000000008e-05,28.64
0.021688,0.021774,708,406,-0.00010500000000000093,25.78
0.021702,0.021767,428,414,-8.299999999999974e-05,30.53
0.021680,0.021759,375,425,-9.699999999999986e-05,27.55
0.021631,0.021747,3162.0,568,-0.00013200000000000017,22.32
0.021622,0.021735,1503.0,635,-0.00012799999999999964,21.51
0.021712,0.021733,1155.0,685,-2.6000000000001716e-05,43.52
0.021683,0.021726,755,741,8.200000000000221e-05,39.39
0.021711,0.021725,411,753,0.00010699999999999946,44.83
0.021706,0.021723,276,756,9.99999999999994e-05,44.07
0.021700,0.021721,201,759,9.10000000000008e-05,43.13
0.021718,0.021721,187,757,0.00010700000000000293,46.81
0.021682,0.021717,366,763,6.799999999999862e-05,41.08
0.021677,0.021713,283,765,6.0999999999998555e-05,40.34
0.021665,0.021708,579,774,4.60000000000009e-05,38.55
0.021658,0.021704,736,713,3.699999999999884e-05,37.50
0.021666,0.021700,377,700,4.300000000000137e-05,39.52
0.021662,0.021694,470,673,3.399999999999931e-05,38.79
0.021669,0.021691,657,685,3.900000000000084e-05,40.85
0.021679,0.021690,320,666,4.70000000000019e-05,43.75
0.021682,0.021689,199,654,4.799999999999943e-05,44.63
0.021687,0.021689,437,657,5.100000000000243e-05,46.14
0.021672,0.021687,312,515,3.399999999999931e-05,42.40
0.021660,0.021685,325,456,1.9999999999999185e-05,39.64
0.021656,0.021682,666,431,1.4000000000000123e-05,38.73
0.021670,0.021681,340,416,2.5999999999998247e-05,43.59
0.021682,0.021680,561,403,3.399999999999931e-05,47.72
0.021670,0.021679,307,405,2.0999999999996716e-05,44.23
0.021673,0.021679,240,406,2.2000000000001185e-05,45.31
0.021693,0.021680,268,411,4.000000000000184e-05,51.95
0.021696,0.021681,354,410,4.099999999999937e-05,52.88
0.021700,0.021683,289,410,4.39999999999989e-05,54.15
0.021677,0.021684,371,375,1.7999999999997185e-05,45.91
0.021692,0.021685,83,360,3.099999999999978e-05,51.13
0.021679,0.021684,132,346,1.6999999999999654e-05,46.91
0.021666,0.021683,185,332,2.000000000002e-06,43.07
0.021682,0.021682,250,311,-5.3999999999998494e-05,48.64
0.021690,0.021683,230,307,-4.39999999999989e-05,51.20
0.021649,0.021680,451,319,-8.199999999999874e-05,40.13
0.021607,0.021673,978,346,-0.00011500000000000052,32.40
0.021627,0.021669,372,349,-8.700000000000027e-05,38.48
0.021629,0.021665,290,348,-7.800000000000168e-05,39.07
0.021607,0.021659,292,329,-9.299999999999933e-05,35.08
0.021630,0.021657,572,340,-6.400000000000156e-05,41.77
0.021616,0.021653,211,334,-7.199999999999915e-05,39.13
0.021566,0.021644,758,344,-0.00011200000000000099,31.47
0.021564,0.021637,1041.0,380,-9.900000000000186e-05,31.21
0.021559,0.021629,424,389,-9.000000000000327e-05,30.52
0.021529,0.021620,3559.0,554,-9.20000000000018e-05,26.72
0.021537,0.021612,420,557,-5.9000000000000025e-05,29.25
0.021546,0.021606,249,555,-2.8000000000000247e-05,32.09
0.021554,0.021601,344,560,-5.999999999999062e-06,34.60
0.021569,0.021598,511,567,0.0001559999999999999,39.15
0.021571,0.021595,763,601,0.00015400000000000136,39.75
0.021570,0.021593,326,611,0.00014999999999999736,39.54
0.021559,0.021590,423,623,0.0001349999999999997,37.21
0.021575,0.021588,393,630,0.00014799999999999883,42.52
0.021577,0.021587,268,632,0.00014699999999999783,43.17
0.021572,0.021586,282,624,0.0001349999999999997,41.90
0.021558,0.021583,434,596,0.00011500000000000052,38.48
0.021610,0.021586,481,602,0.0001559999999999999,53.61
0.021596,0.021587,375,606,0.00013200000000000017,50.04
0.021581,0.021586,361,610,0.00010800000000000046,46.47
0.021576,0.021585,240,593,9.400000000000033e-05,45.31
0.021577,0.021584,154,590,8.700000000000027e-05,45.61
0.021582,0.021584,250,565,8.500000000000174e-05,47.13
0.021581,0.021584,135,519,7.599999999999968e-05,46.85
0.021576,0.021583,137,505,6.500000000000256e-05,45.38
0.021570,0.021582,116,333,5.199999999999996e-05,43.62
0.021557,0.021579,158,320,3.299999999999831e-05,40.00
0.021538,0.021576,244,320,9.000000000002062e-06,35.37
0.021547,0.021573,172,311,-7.099999999999815e-05,38.97
0.021551,0.021571,176,294,-6.499999999999909e-05,40.56
0.021516,0.021566,226,267,-9.599999999999886e-05,32.58
0.021510,0.021560,967,299,-9.400000000000033e-05,31.44
0.021480,0.021553,353,296,-0.00011600000000000152,26.45
0.021499,0.021547,203,287,-8.99999999999998e-05,33.64
0.021484,0.021541,485,297,-9.500000000000133e-05,31.06
0.021478,0.021535,305,299,-9.10000000000008e-05,30.06
0.021456,0.021528,1652.0,360,-0.0001010000000000004,26.70
0.021441,0.021520,916,381,-9.89999999999984e-05,24.67
0.021488,0.021517,973,411,-3.799999999999984e-05,40.05
0.021505,0.021515,468,416,-8.000000000001062e-06,44.46
0.021500,0.021514,417,425,8.099999999999774e-05,43.45
0.021452,0.021508,459,441,3.099999999999978e-05,35.16
0.021430,0.021501,794,468,7.000000000000062e-06,32.13
0.021486,0.021493,2508.0,623,-2.3999999999999716e-05,45.88
0.021544,0.021498,615,648,0.0001270000000000021,55.86
0.021560,0.021504,289,654,0.00013699999999999823,58.15
0.021551,0.021508,357,660,0.00012200000000000058,56.38
0.021509,0.021508,366,670,7.400000000000115e-05,48.89
0.021561,0.021513,319,677,0.00012099999999999958,56.58
